"","Week.ended","signal","Female.75.84","fit","upr","lwr"
"384",2017-05-12,1303.60419427093,1388,NA,NA,NA
"385",2017-05-19,1310.75982341006,1348,NA,NA,NA
"386",2017-05-26,1217.40037244476,1296,NA,NA,NA
"387",2017-06-02,1195.46529537136,1101,NA,NA,NA
"388",2017-06-09,1281.96611629515,1299,NA,NA,NA
"389",2017-06-16,1232.36541156541,1182,NA,NA,NA
"390",2017-06-23,1211.54328461822,1225,NA,NA,NA
"391",2017-06-30,1218.84595426733,1271,NA,NA,NA
"392",2017-07-07,1199.70688324309,1187,NA,NA,NA
"393",2017-07-14,1220.51653644286,1248,NA,NA,NA
"394",2017-07-21,1189.95565299553,1200,NA,NA,NA
"395",2017-07-28,1196.84006873535,1150,NA,NA,NA
"396",2017-08-04,1202.47857014619,1186,NA,NA,NA
"397",2017-08-11,1185.29898715822,1227,NA,NA,NA
"398",2017-08-18,1206.44679642924,1220,NA,NA,NA
"399",2017-08-25,1152.91599496318,1228,NA,NA,NA
"400",2017-09-01,1163.13371624252,1057,NA,NA,NA
"401",2017-09-08,1211.49938802642,1212,NA,NA,NA
"402",2017-09-15,1224.34738146111,1196,NA,NA,NA
"403",2017-09-22,1236.69641948757,1197,NA,NA,NA
"404",2017-09-29,1252.14727609454,1260,NA,NA,NA
"405",2017-10-06,1277.32082571967,1274,NA,NA,NA
"406",2017-10-13,1300.11164524612,1312,NA,NA,NA
"407",2017-10-20,1318.38264563521,1332,NA,NA,NA
"408",2017-10-27,1305.47276989964,1313,NA,NA,NA
"409",2017-11-03,1347.5970815001,1312,NA,NA,NA
"410",2017-11-10,1365.37844980498,1306,NA,NA,NA
"411",2017-11-17,1370.35667760734,1344,NA,NA,NA
"412",2017-11-24,1375.16565132754,1366,NA,NA,NA
"413",2017-12-01,1429.09829606137,1360,NA,NA,NA
"414",2017-12-08,1483.97104185597,1408,NA,NA,NA
"415",2017-12-15,1570.42658925911,1486,NA,NA,NA
"416",2017-12-22,1396.2635330461,1727,NA,NA,NA
"417",2017-12-29,1487.00943770848,1155,NA,NA,NA
"418",2018-01-05,1850.30951633662,1747,NA,NA,NA
"419",2018-01-12,1839.0759949702,2035,NA,NA,NA
"420",2018-01-19,1746.28735220125,1857,NA,NA,NA
"421",2018-01-26,1676.77087911723,1846,NA,NA,NA
"422",2018-02-02,1625.00561016086,1701,NA,NA,NA
"423",2018-02-09,1630.19307873387,1590,NA,NA,NA
"424",2018-02-16,1628.52717737933,1641,NA,NA,NA
"425",2018-02-23,1601.78445365873,1667,NA,NA,NA
"426",2018-03-02,1574.10237863236,1449,NA,NA,NA
"427",2018-03-09,1594.19527877533,1746,NA,NA,NA
"428",2018-03-16,1573.07025119878,1715,NA,NA,NA
"429",2018-03-23,1445.6331907597,1610,NA,NA,NA
"430",2018-03-30,1425.79176684939,1304,NA,NA,NA
"431",2018-04-06,1476.95123364727,1408,NA,NA,NA
"432",2018-04-13,1454.54560822081,1572,NA,NA,NA
"433",2018-04-20,1396.89225987917,1431,NA,NA,NA
"434",2018-04-27,1402.53444865506,1384,NA,NA,NA
"435",2018-05-04,1322.73115324973,1368,NA,NA,NA
"436",2018-05-11,1325.32925748417,1104,NA,NA,NA
"437",2018-05-18,1324.24326727274,1282,NA,NA,NA
"438",2018-05-25,1225.44903369147,1256,NA,NA,NA
"439",2018-06-01,1199.77593927648,1071,NA,NA,NA
"440",2018-06-08,1283.75037097922,1371,NA,NA,NA
"441",2018-06-15,1229.14371494956,1191,NA,NA,NA
"442",2018-06-22,1202.88404610505,1168,NA,NA,NA
"443",2018-06-29,1206.45625420623,1162,NA,NA,NA
"444",2018-07-06,1186.99836719985,1193,NA,NA,NA
"445",2018-07-13,1206.82854167405,1212,NA,NA,NA
"446",2018-07-20,1176.07609397569,1151,NA,NA,NA
"447",2018-07-27,1184.00917033505,1211,NA,NA,NA
"448",2018-08-03,1188.08910666275,1263,NA,NA,NA
"449",2018-08-10,1166.1236789118,1124,NA,NA,NA
"450",2018-08-17,1185.44578471024,1178,NA,NA,NA
"451",2018-08-24,1130.83082705278,1179,NA,NA,NA
"452",2018-08-31,1140.91484843381,1027,NA,NA,NA
"453",2018-09-07,1189.42159914892,1277,NA,NA,NA
"454",2018-09-14,1199.33565205528,1223,NA,NA,NA
"455",2018-09-21,1206.91403456433,1228,NA,NA,NA
"456",2018-09-28,1215.44779832649,1186,NA,NA,NA
"457",2018-10-05,1235.02146622563,1235,NA,NA,NA
"458",2018-10-12,1252.09589217183,1290,NA,NA,NA
"459",2018-10-19,1263.73179229336,1276,NA,NA,NA
"460",2018-10-26,1244.23445934918,1168,NA,NA,NA
"461",2018-11-02,1282.729230201,1252,NA,NA,NA
"462",2018-11-09,1296.70915700434,1360,NA,NA,NA
"463",2018-11-16,1293.55406410482,1300,NA,NA,NA
"464",2018-11-23,1289.07134279893,1311,NA,NA,NA
