"","Week.ended","2.5%","50%","97.5%","fit"
"531",2020-03-06,1321.76828303182,1442.34971413439,1554.84268725859,1441.60629153521
"532",2020-03-13,2646.17132883694,2865.63953803725,3077.66315199028,2865.48997183563
"533",2020-03-20,3839.37912400562,4175.1468533231,4488.75361097774,4169.98055460991
"534",2020-03-27,5020.83400449493,5473.39364812626,5898.96896102982,5471.40742298801
"535",2020-04-03,6242.16437620871,6839.73943234249,7364.17892348028,6833.17928954682
"536",2020-04-10,7484.97774486464,8180.01531384299,8832.62988117549,8179.13587381601
"537",2020-04-17,8652.72775644116,9478.18568529304,10241.3061178586,9480.15935781662
"538",2020-04-24,9803.10182523125,10802.8566984537,11681.4579196055,10800.2549420908
"539",2020-05-01,10938.0329357083,12051.5926974117,13067.8092226254,12053.8847430376
"540",2020-05-08,12061.1619605318,13333.3247694937,14452.1946395229,13323.4600515827
"541",2020-05-15,13185.1417758236,14610.8685379314,15868.9687662738,14596.8122237968
"542",2020-05-22,14208.901898902,15781.2201903715,17145.2824779151,15775.4119957959
"543",2020-05-29,15268.7162966732,16958.2552089049,18475.2058594532,16936.0830853729
"544",2020-06-05,16364.1839233819,18198.1513859682,19857.5808472383,18180.6155579189
"545",2020-06-12,17349.3098278404,19389.3252532906,21191.6922905091,19375.5321014496
"546",2020-06-19,18371.3863811754,20560.7801068917,22509.1771631514,20545.1307199185
"547",2020-06-26,19335.6805253975,21741.0189044362,23874.7808619159,21720.4830229724
"548",2020-07-03,20382.6381538782,22906.8340122924,25214.0807346325,22878.4802030287
"549",2020-07-10,21363.9038111749,24073.8351176926,26537.6896953437,24054.0025292068
"550",2020-07-17,22412.4976644948,25230.8814423377,27790.8504972486,25197.0465415279
"551",2020-07-24,23427.7679672399,26396.3074721639,29115.9441686784,26348.5939876608
"552",2020-07-31,24400.0715846532,27543.4144422463,30460.2481242919,27505.1923372494
"553",2020-08-07,25406.5412831897,28686.3000677481,31794.1497053146,28641.296351471
