"","Week.ended","2.5%","50%","97.5%","fit"
"531",2020-03-06,1090.67408814288,1189.74468466591,1276.3400888812,1188.37568130256
"532",2020-03-13,2181.15126597722,2358.13071057488,2530.33956997147,2357.47401399256
"533",2020-03-20,3185.70555825785,3440.66020307068,3691.12333825549,3442.00288750057
"534",2020-03-27,4140.64982163349,4476.89626488116,4819.81796286929,4480.99586168155
"535",2020-04-03,5170.03506181699,5593.56805026768,6031.67698223369,5600.64449461129
"536",2020-04-10,6193.55817741456,6706.4636046366,7249.55745955576,6709.84347234038
"537",2020-04-17,7166.56830320163,7779.72022969131,8433.5781444698,7779.3179731701
"538",2020-04-24,8167.87336522294,8882.72530362369,9607.6325034926,8876.83726952553
"539",2020-05-01,9091.54165471305,9917.03690246324,10742.8070073787,9911.30409535445
"540",2020-05-08,10026.4211553752,10958.6488924032,11879.526067388,10955.3392667671
"541",2020-05-15,10996.9989831157,12038.0575028347,13090.1989554524,12024.5883012905
"542",2020-05-22,11832.0925965784,13006.5499611886,14176.6552515064,12988.045164033
"543",2020-05-29,12610.3722681949,13936.1541356493,15228.2951536361,13917.8794818142
"544",2020-06-05,13550.7515858791,14995.8605747307,16417.8244672256,14973.4037274661
"545",2020-06-12,14390.4500939236,15977.8654065084,17510.64498082,15960.0196284513
"546",2020-06-19,15265.7244653034,16961.6210465495,18639.3789031027,16944.6161467886
"547",2020-06-26,16106.1316878402,17942.7168173917,19734.9549162534,17918.1616580346
"548",2020-07-03,16930.2798069655,18882.6555220435,20830.5819131015,18876.0751421924
"549",2020-07-10,17774.7857084426,19874.7882085851,21945.0355368045,19855.7846039067
"550",2020-07-17,18615.6357089583,20830.7380806386,23028.1725845189,20817.4494354524
"551",2020-07-24,19451.9168637978,21791.9104704601,24122.8569535302,21782.6646424373
"552",2020-07-31,20231.0415442556,22740.0494375654,25186.4162231032,22730.8476423036
"553",2020-08-07,21055.132964655,23708.7422023755,26353.0329754812,23707.8413987849
"554",2020-08-14,21858.8687749302,24678.1658275241,27381.5382527502,24666.9474866085
"555",2020-08-21,22590.1295263111,25586.1177364951,28423.5501965883,25571.8717097287
"556",2020-08-28,23325.7963233508,26510.1346166611,29506.3153393458,26495.7612542292
"557",2020-09-04,24128.0457011611,27479.8893968219,30634.9829577487,27478.7725374287
"558",2020-09-11,24943.615991517,28499.1389968413,31787.5511060819,28473.6951737352
"559",2020-09-18,25760.8293145287,29455.0848399265,32924.3853874853,29448.0183943341
"560",2020-09-25,26639.1541898284,30483.9685424916,34074.53383283,30456.3435913112
"561",2020-10-02,27480.7746391855,31486.8234509976,35181.2141624416,31477.3534583768
"562",2020-10-09,28328.0991405078,32531.1007751654,36408.3418098204,32505.3245993042
"563",2020-10-16,29193.2122575697,33556.6392475531,37616.9386056266,33547.4799398988
"564",2020-10-23,30027.2093968883,34593.5256873709,38786.5804884181,34580.1342020231
"565",2020-10-30,30932.2815220376,35617.8980609118,40052.3153087735,35626.5968110934
"566",2020-11-06,31834.2910594379,36709.6984747371,41349.4941698119,36701.7657764298
"567",2020-11-13,32671.9361043334,37768.0618146352,42550.7006479502,37768.0679339087
"568",2020-11-20,33545.5863946062,38844.2298060092,43702.2701979343,38841.7620758732
"569",2020-11-27,34471.2146140375,39953.179319837,44974.7106382746,39945.257835651
"570",2020-12-04,35453.2170668855,41119.7415940111,46239.2302439332,41075.7018981534
"571",2020-12-11,36421.6335453046,42280.6418181952,47567.04658873,42228.2096340115
"572",2020-12-18,37276.3771199008,43310.4914582742,48702.5433568867,43245.5873585535
"573",2020-12-25,38193.6558351106,44380.1597368715,49939.5262082565,44302.0943386388
"574",2021-01-01,39350.3794004217,45713.1278690883,51451.9333295913,45640.0804701775
"575",2021-01-08,40551.9874336409,47059.8649428277,53043.6825570741,46989.4812442006
"576",2021-01-15,41687.0014746065,48329.7163090218,54494.7991429047,48270.9262022807
"577",2021-01-22,42747.6877303085,49568.8022102465,55898.2154830584,49499.8433822679
"578",2021-01-29,43731.6591552805,50760.2208015559,57344.9740587552,50702.9486939989
"579",2021-02-05,44728.2630048746,51942.952527609,58759.1695161477,51903.3082013308
"580",2021-02-12,45728.8999128277,53084.9200217396,60171.6383813321,53082.2663669977
"581",2021-02-19,46717.7793877799,54246.4607917531,61639.7194474691,54270.1391281008
"582",2021-02-26,47665.9502927848,55378.5123100806,63005.4998154527,55415.3478770081
"583",2021-03-05,48614.2949079199,56547.3965805384,64444.8018837894,56600.9334442446
"584",2021-03-12,49594.4918750111,57692.9885495949,65844.3549149008,57767.759610354
"585",2021-03-19,50522.4194530826,58772.2490288389,67129.9883301339,58849.7042975088
"586",2021-03-26,51320.2378570438,59831.2559383513,68301.4626081421,59885.2140999572
"587",2021-04-02,52301.6911897489,60981.6574701561,69604.4813302519,61002.2051744901
"588",2021-04-09,53316.6606571363,62089.911552925,70949.4624598485,62108.9283599311
"589",2021-04-16,54224.449964215,63084.9253869659,72172.2302950086,63175.9051268005
"590",2021-04-23,55106.0085763307,64137.8155991248,73395.6552281855,64271.357867542
"591",2021-04-30,55845.3661870703,65174.2171515891,74597.7186954261,65304.9463546876
"592",2021-05-07,56686.8645598893,66244.2946894685,75870.9534209387,66348.2804316461
"593",2021-05-14,57578.6606309866,67281.5172910688,77216.5969284045,67415.7877456709
"594",2021-05-21,58324.4403178089,68229.6424358289,78428.5237519399,68377.8342428068
"595",2021-05-28,59105.0237125023,69193.1850835764,79574.9258678618,69306.4343045876
"596",2021-06-04,59977.1235204792,70240.4420279342,80815.443519754,70360.1647404683
"597",2021-06-11,60747.8012210583,71181.5663843326,82026.2150413131,71344.9494125298
"598",2021-06-18,61493.5114382408,72128.7897200206,83196.2622157708,72327.2614850445
"599",2021-06-25,62261.8508637161,73122.2027851949,84318.9502185415,73298.3970391745
"600",2021-07-02,62969.0329630866,74055.070200467,85545.8821886403,74254.4225164249
"601",2021-07-09,63702.48029223,74987.2049482351,86792.7504691711,75231.6302548295
"602",2021-07-16,64459.7498116456,75995.0466094536,88050.2747126419,76191.2158831901
"603",2021-07-23,65167.3257337958,76962.4111979838,89304.81281288,77154.790346352
"604",2021-07-30,65835.0542516027,77878.5388478971,90387.4112785901,78101.9108378119
