"","Week.ended","signal","North.East","fit","upr","lwr"
"571",2020-12-11,NA,NA,586.694241797606,730.318117381195,443.070366214017
"572",2020-12-18,NA,NA,577.494241797605,722.298947785196,432.689535810015
"573",2020-12-25,NA,NA,543.619393329938,689.489049415728,397.749737244147
"574",2021-01-01,NA,NA,605.892120602666,752.914999948202,458.86924125713
"575",2021-01-08,NA,NA,651.937575148122,800.104702188896,503.770448107347
"576",2021-01-15,NA,NA,631.392120602667,780.694726139148,482.089515066185
"577",2021-01-22,NA,NA,613.483029693577,763.912543102506,463.053516284647
"578",2021-01-29,NA,NA,589.755756966304,741.303798817436,438.207715115172
"579",2021-02-05,NA,NA,584.755756966302,737.414132017845,432.097381914759
"580",2021-02-12,NA,NA,577.119393329939,730.880083878085,423.358702781794
"581",2021-02-19,NA,NA,564.846666057212,719.701825617066,409.991506497359
"582",2021-02-26,NA,NA,555.937575148122,711.879522445098,399.995627851145
"583",2021-03-05,NA,NA,551.882506220632,709.979884185021,393.785128256242
"584",2021-03-12,NA,NA,534.682506220631,694.047780814991,375.31723162627
"585",2021-03-19,NA,NA,496.082506220632,656.705669475055,335.459342966209
"586",2021-03-26,NA,NA,509.982506220631,671.853783478759,348.111228962502
"587",2021-04-02,NA,NA,530.982506220631,694.092347212825,367.872665228437
"588",2021-04-09,NA,NA,523.282506220631,687.621576608107,358.943435833155
"589",2021-04-16,NA,NA,511.182506220631,676.741679579103,345.623332862159
"590",2021-04-23,NA,NA,537.882506220633,704.652856434517,371.112156006748
"591",2021-04-30,NA,NA,492.482506220632,660.455300261163,324.509712180102
"592",2021-05-07,NA,NA,507.782506220631,676.949197283332,338.615815157929
"593",2021-05-14,NA,NA,510.882506220631,681.234727199473,340.530285241788
"594",2021-05-21,NA,NA,482.882506220632,654.412063497929,311.352948943336
"595",2021-05-28,NA,NA,450.082506220631,622.7813737533,277.383638687962
"596",2021-06-04,NA,NA,505.882506220632,679.742819904886,332.022192536378
"597",2021-06-11,NA,NA,469.782506220632,644.796558518463,294.7684539228
"598",2021-06-18,NA,NA,489.08250622063,665.242741032659,312.922271408602
"599",2021-06-25,NA,NA,470.282506220633,647.581513990982,292.983498450285
"600",2021-07-02,NA,NA,459.682506220631,638.1130192605,281.251993180762
"601",2021-07-09,NA,NA,473.682506220631,653.237394238173,294.12761820309
"602",2021-07-16,NA,NA,475.382506220632,656.054772045558,294.710240395705
"603",2021-07-23,NA,NA,466.882506220631,648.665281712793,285.099730728469
"604",2021-07-30,NA,NA,465.682506220633,648.56904835251,282.795964088757
"605",2021-08-06,NA,NA,469.782506220632,653.766193324341,285.798819116923
"606",2021-08-13,NA,NA,462.282506220632,647.356834390685,277.208178050579
"607",2021-08-20,NA,NA,444.082506220632,630.241085864218,257.923926577046
"608",2021-08-27,NA,NA,453.782506220631,641.019058747744,266.545953693518
"609",2021-09-03,NA,NA,471.282506220632,659.590860866833,282.974151574431
"610",2021-09-10,NA,NA,479.782506220633,669.156596995692,290.408415445574
"611",2021-09-17,NA,NA,475.382506220631,665.81636897671,284.948643464552
"612",2021-09-24,NA,NA,493.682506220631,685.17027583405,302.194736607211
"613",2021-10-01,NA,NA,492.982506220634,685.518413881628,300.446598559639
"614",2021-10-08,NA,NA,496.782506220631,690.36087682583,303.204135615431
"615",2021-10-15,NA,NA,509.982506220631,704.597755863317,315.367256577945
"616",2021-10-22,NA,NA,507.682506220632,703.329139774102,312.035872667162
"617",2021-10-29,NA,NA,508.882506220632,705.555115010282,312.209897430981
"618",2021-11-05,NA,NA,521.982506220632,719.675765780608,324.289246660657
"619",2021-11-12,NA,NA,509.48250622063,708.191174131139,310.773838310122
"620",2021-11-19,NA,NA,519.682506220631,719.401420022228,319.963592419034
"621",2021-11-26,NA,NA,526.282506220632,727.006581401988,325.558431039276
"622",2021-12-03,NA,NA,550.782506220631,752.506734276488,349.058278164774
"623",2021-12-10,NA,NA,588.182506220631,790.901952776832,385.46305966443
"624",2021-12-17,NA,NA,578.982506220631,782.692309223268,375.272703217993
"625",2021-12-24,NA,NA,545.107657752963,749.776759402546,340.43855610338
"626",2021-12-31,NA,NA,607.380385025692,813.009922629745,401.750847421639
"627",2022-01-07,NA,NA,653.425839571147,860.011348018536,446.840331123759
"628",2022-01-14,NA,NA,632.880385025692,840.417460907751,425.343309143634
"629",2022-01-21,NA,NA,614.971294116602,823.455594319003,406.486993914202
"630",2022-01-28,NA,NA,591.244021389329,800.671261728531,381.816781050127
"631",2022-02-04,NA,NA,586.244021389327,796.609975291814,375.878067486841
"632",2022-02-11,NA,NA,578.607657752965,789.908154975552,367.307160530378
"633",2022-02-18,NA,NA,566.334930480238,778.565855869828,354.104005090648
"634",2022-02-25,NA,NA,557.425839571147,770.583131862382,344.268547279911
