"","Week.ended","2.5%","50%","97.5%","fit"
"531",2020-03-06,935.460733745117,1011.4207772597,1086.20236394948,1011.58536574588
"532",2020-03-13,1859.87530362078,1999.00665018005,2137.22479678472,1997.85253485123
"533",2020-03-20,2720.6076804395,2925.83532005705,3122.74218401888,2921.89197678081
"534",2020-03-27,3586.43942238794,3853.20084237406,4130.49571628499,3853.57504399617
"535",2020-04-03,4484.91976919991,4825.63906723297,5176.80461795928,4828.65729837185
"536",2020-04-10,5349.66303827218,5771.86387126473,6194.40735513195,5768.60040824049
"537",2020-04-17,6206.81901128428,6688.00933859704,7184.30373771606,6693.36582727214
"538",2020-04-24,7061.77213156557,7627.41714611206,8205.8446349996,7630.9256931016
"539",2020-05-01,7857.96706248544,8510.66219743698,9183.4288083106,8511.29569737485
"540",2020-05-08,8677.32448294894,9397.52155469317,10167.8852024358,9403.06540964838
"541",2020-05-15,9507.95098956308,10303.8599948457,11143.0112603007,10306.9525780379
"542",2020-05-22,10266.3173703746,11143.770979644,12052.6301752034,11152.0258550211
"543",2020-05-29,10990.7674929944,11966.944631086,12932.2655799799,11971.2427802778
"544",2020-06-05,11777.89556334,12845.9215983764,13892.2710366841,12851.4538187279
"545",2020-06-12,12570.8531117098,13698.4491530536,14851.911632645,13700.3847980563
"546",2020-06-19,13375.4783832782,14558.2076430682,15803.1490101919,14556.2857093889
"547",2020-06-26,14104.8056631316,15409.906129804,16722.3918177964,15402.6211482641
"548",2020-07-03,14841.8820517585,16233.7085849206,17642.8696099152,16228.3557790132
"549",2020-07-10,15585.676133711,17075.295876393,18583.4142597629,17067.0689292964
"550",2020-07-17,16318.7869025938,17925.8763313862,19517.1153270735,17905.3520935742
"551",2020-07-24,17076.5812235211,18766.5417281502,20458.1324734799,18744.2744174732
"552",2020-07-31,17792.9568082387,19591.6615598226,21361.8868764953,19564.0325219731
"553",2020-08-07,18521.9812018198,20435.6194496579,22255.9275590375,20412.650177502
"554",2020-08-14,19297.0351203571,21285.0820868905,23210.4264921907,21264.561858314
"555",2020-08-21,19973.2137149013,22048.0404772847,24071.0481293018,22046.1835727037
"556",2020-08-28,20699.4658748586,22856.4251991065,24965.3748022743,22853.1917437108
"557",2020-09-04,21472.627603556,23724.7626322162,25951.7175732666,23714.1644514427
"558",2020-09-11,22204.7814795753,24576.4513978522,26948.6711014483,24563.9188733331
"559",2020-09-18,22942.0899904841,25432.0494211487,27921.0676944112,25423.6943332943
"560",2020-09-25,23702.1463912273,26308.6578519332,28912.4346539612,26297.6979438734
"561",2020-10-02,24443.9129682506,27187.1842380182,29932.7275467808,27173.8454179951
"562",2020-10-09,25181.2595970817,28047.9265535717,30912.0970702803,28049.9108169219
"563",2020-10-16,25960.4234999156,28948.0787448963,31967.7313533365,28951.5865997168
"564",2020-10-23,26766.6028197623,29846.4673358881,32997.8933492344,29865.9277071372
"565",2020-10-30,27560.1823051178,30748.5824057883,34029.8083972137,30769.2898458083
"566",2020-11-06,28359.2183527448,31682.1637616644,35085.2319672466,31699.1268103758
"567",2020-11-13,29165.336229903,32595.0720866172,36130.2943458395,32625.4603774892
"568",2020-11-20,29962.535763965,33494.2076149875,37167.6523380503,33553.884821899
"569",2020-11-27,30786.5718669864,34474.8030868931,38264.8391956301,34525.9278499412
"570",2020-12-04,31630.1312604876,35456.7207972649,39342.0270890978,35502.6302550801
"571",2020-12-11,32519.876491565,36465.6820380685,40503.5980495875,36528.1202037251
"572",2020-12-18,33314.642367971,37366.3656692077,41526.1845682791,37431.4619412738
"573",2020-12-25,34161.1141494722,38316.9901928327,42618.2898211476,38386.0520491458
"574",2021-01-01,35266.8677451175,39505.0448670942,43903.0430701343,39569.8183544406
"575",2021-01-08,36246.8438392231,40646.2790604105,45162.4179166484,40704.1020793754
"576",2021-01-15,37235.5052274072,41775.5786475989,46336.108557254,41795.5132748157
"577",2021-01-22,38202.9740887639,42859.5671950503,47540.8040392673,42856.0597966125
"578",2021-01-29,39135.3270704611,43929.7727775584,48696.2335116566,43921.5255382853
"579",2021-02-05,40065.0930929055,44962.4074040679,49826.3188706837,44965.5501562585
"580",2021-02-12,40959.8637036032,45963.668101236,50954.4947663564,45993.7451048402
"581",2021-02-19,41811.1961425497,46999.1224411175,52125.8367401271,47014.2099856653
"582",2021-02-26,42643.6280769643,48000.2019208978,53277.4821042919,48018.3521391772
"583",2021-03-05,43521.7353865003,49007.28445494,54438.4869336873,49025.6236787559
"584",2021-03-12,44310.9543288401,49985.3038606543,55492.9057269442,50007.5339321341
"585",2021-03-19,45039.928688137,50912.0934412719,56519.2478859374,50926.4164489908
"586",2021-03-26,45850.9258852738,51857.1971719469,57564.2605918452,51852.5798290108
"587",2021-04-02,46680.4320777305,52813.4616955881,58643.5512639485,52822.9113133081
"588",2021-04-09,47544.7337909503,53749.7200565674,59721.1989951974,53758.5903012584
"589",2021-04-16,48332.8074814208,54680.8966146335,60783.4742335716,54679.1647467604
"590",2021-04-23,49139.9060645028,55592.2517405146,61833.6475605782,55612.0100441867
"591",2021-04-30,49800.4145872487,56500.9547021227,62827.534001415,56487.6378249256
"592",2021-05-07,50533.2780014961,57362.0914658914,63864.4850914707,57375.1593296208
"593",2021-05-14,51241.416551013,58250.1294137778,64880.1767493374,58274.8443733599
"594",2021-05-21,51917.8620619923,59069.4740309332,65860.8554857236,59115.2078747648
"595",2021-05-28,52581.8809373225,59874.6289218722,66783.3085288503,59928.9967341181
"596",2021-06-04,53290.9759845817,60736.5946381626,67808.8280263451,60804.6164828846
"597",2021-06-11,53962.2545309648,61589.4297501404,68829.4513179244,61649.0233437819
"598",2021-06-18,54670.0936120216,62489.2430239115,69859.4552679736,62500.825310918
"599",2021-06-25,55344.8248905889,63340.8377570064,70877.3153021516,63343.858904289
"600",2021-07-02,55999.9993962639,64163.4018832198,71861.5061350798,64165.7404345011
"601",2021-07-09,56597.3867743714,65032.8388713915,72890.1835474184,65001.0255547575
"602",2021-07-16,57246.9160024373,65845.818372741,73902.1299638107,65834.7675716053
"603",2021-07-23,57926.7451457377,66673.6073756488,74926.8836002085,66669.2741808434
"604",2021-07-30,58480.5027996324,67496.0262997538,75939.8487187077,67484.1183803323
"605",2021-08-06,59157.938260712,68325.1478280894,77000.6107213055,68328.1331327166
"606",2021-08-13,59890.871974981,69206.9520741016,78065.6126136538,69175.834779686
"607",2021-08-20,60554.9116846927,70014.1281153903,79046.6456175771,69953.8394084618
"608",2021-08-27,61158.718438208,70806.4484725908,80059.2042571964,70756.4465253015
"609",2021-09-03,61850.9638108572,71657.8387779866,81103.6544439294,71613.3344056902
"610",2021-09-10,62559.2749663173,72529.0621196759,82140.7559079471,72458.8477466092
"611",2021-09-17,63243.0425779954,73340.3772049775,83190.067802901,73313.2222002722
"612",2021-09-24,63912.0317517789,74208.366181468,84313.2427186965,74182.358437494
"613",2021-10-01,64585.0958154336,75075.8448705775,85345.1659228299,75053.5959485662
