"","Week.ended","signal","Female.Under.1.year","fit","upr","lwr"
"481",2019-03-22,19.527793124429,20,NA,NA,NA
"482",2019-03-29,21.9269492204965,19,NA,NA,NA
"483",2019-04-05,20.930900187134,20,NA,NA,NA
"484",2019-04-12,20.3363761361247,16,NA,NA,NA
"485",2019-04-19,21.348955851101,24,NA,NA,NA
"486",2019-04-26,22.5571926777625,18,NA,NA,NA
"487",2019-05-03,20.9728950077191,20,NA,NA,NA
"488",2019-05-10,21.5901911151172,22,NA,NA,NA
"489",2019-05-17,21.4068158816708,20,NA,NA,NA
"490",2019-05-24,20.4257452662962,22,NA,NA,NA
"491",2019-05-31,17.8420957378199,23,NA,NA,NA
"492",2019-06-07,23.3499966321611,22,NA,NA,NA
"493",2019-06-14,22.1601090643984,24,NA,NA,NA
"494",2019-06-21,21.9672074235397,21,NA,NA,NA
"495",2019-06-28,19.1758902428343,17,NA,NA,NA
"496",2019-07-05,22.2881375626726,9,NA,NA,NA
"497",2019-07-12,20.4221532477692,21,NA,NA,NA
"498",2019-07-19,20.1552223156966,14,NA,NA,NA
"499",2019-07-26,21.1983747476007,21,NA,NA,NA
"500",2019-08-02,23.7418521531096,27,NA,NA,NA
"501",2019-08-09,24.3799921249814,31,NA,NA,NA
"502",2019-08-16,24.907287330327,26,NA,NA,NA
"503",2019-08-23,18.8327924752972,16,NA,NA,NA
"504",2019-08-30,20.4629382451109,22,NA,NA,NA
"505",2019-09-06,22.390566030629,25,NA,NA,NA
"506",2019-09-13,22.8139190928087,29,NA,NA,NA
"507",2019-09-20,22.7271382390748,22,NA,NA,NA
"508",2019-09-27,24.2415485688838,27,NA,NA,NA
"509",2019-10-04,27.2514400578836,31,NA,NA,NA
"510",2019-10-11,21.8551907298102,20,NA,NA,NA
"511",2019-10-18,22.261980538654,22,NA,NA,NA
"512",2019-10-25,24.4691995188572,26,NA,NA,NA
"513",2019-11-01,20.4739107718595,18,NA,NA,NA
"514",2019-11-08,23.6826747367672,23,NA,NA,NA
"515",2019-11-15,22.692557045984,27,NA,NA,NA
"516",2019-11-22,23.7953829869844,25,NA,NA,NA
"517",2019-11-29,21.9962355481179,21,NA,NA,NA
"518",2019-12-06,21.198720122706,18,NA,NA,NA
"519",2019-12-13,24.206444777604,23,NA,NA,NA
"520",2019-12-20,19.8661458065767,28,NA,NA,NA
"521",2019-12-27,17.6668923545141,16,NA,NA,NA
"522",2020-01-03,19.2569084248718,16,NA,NA,NA
"523",2020-01-10,23.715896262106,21,NA,NA,NA
"524",2020-01-17,21.6338786816554,31,NA,NA,NA
"525",2020-01-24,20.7183358875354,25,NA,NA,NA
"526",2020-01-31,23.1594153192263,28,NA,NA,NA
"527",2020-02-07,21.7743831822413,16,NA,NA,NA
"528",2020-02-14,20.8533559806106,14,NA,NA,NA
"529",2020-02-21,19.6708285390498,19,NA,NA,NA
"530",2020-02-28,18.7621273083178,19,NA,NA,NA
"531",2020-03-06,NA,NA,17.7383400391496,28.5359116034323,6.9407684748668
"532",2020-03-13,NA,NA,23.1383400391494,33.9443977187339,12.3322823595649
"533",2020-03-20,NA,NA,19.3383400391496,30.152877175024,8.52380290327522
"534",2020-03-27,NA,NA,21.7383400391494,32.5613499879532,10.9153300903456
"535",2020-04-03,NA,NA,20.7383400391496,31.5698161731124,9.90686390518686
"536",2020-04-10,NA,NA,20.1383400391495,30.9782757460301,9.29840433226893
"537",2020-04-17,NA,NA,21.1383400391494,31.9867287221753,10.2899513561235
"538",2020-04-24,NA,NA,22.3383400391496,33.1951751169567,11.4815049613425
"539",2020-05-01,NA,NA,20.7383400391495,31.6036149457224,9.87306513257664
"540",2020-05-08,NA,NA,21.3383400391496,32.2120482237618,10.4646318545374
"541",2020-05-15,NA,NA,21.1383400391495,32.0204749663042,10.2562051119947
"542",2020-05-22,NA,NA,20.1383400391496,31.0288951885211,9.2477848897782
"543",2020-05-29,NA,NA,17.5383400391495,28.437308905524,6.63937117277503
"544",2020-06-05,NA,NA,23.0383400391495,33.9457161323673,12.1309639459316
"545",2020-06-12,NA,NA,21.8383400391496,32.754116884047,10.9225631942521
"546",2020-06-19,NA,NA,21.6383400391494,32.5625111755011,10.7141689027978
"547",2020-06-26,NA,NA,18.8383400391496,29.770899021611,7.9057810566882
"548",2020-07-03,NA,NA,21.9383400391497,32.8792804372003,10.997399641099
"549",2020-07-10,NA,NA,20.0383400391495,30.9876554370361,9.08902464126287
"550",2020-07-17,NA,NA,19.7383400391494,30.6960240358294,8.78065604246943
"551",2020-07-24,NA,NA,20.7383400391495,31.7043862482348,9.77229383006411
"552",2020-07-31,NA,NA,23.2383400391497,34.2127420888513,12.263937989448
"553",2020-08-07,NA,NA,23.8383400391494,34.8210915722214,12.8555885060775
"554",2020-08-14,NA,NA,24.3383400391495,35.3294347128339,13.3472453654651
"555",2020-08-21,NA,NA,18.2383400391497,29.2377715251218,7.23890855317769
"556",2020-08-28,NA,NA,19.8383400391494,30.8461020234627,8.83057805483614
"557",2020-09-04,NA,NA,21.7383400391494,32.7544262221816,10.7222538561173
"558",2020-09-11,NA,NA,22.1383400391495,33.1627441355482,11.1139359427509
"559",2020-09-18,NA,NA,22.0383400391496,33.0710557777785,11.0056243005206
"560",2020-09-25,NA,NA,23.5383400391494,34.5793611630351,12.4973189152637
"561",2020-10-02,NA,NA,26.5383400391496,37.5876603054279,15.4890197728712
"562",2020-10-09,NA,NA,21.1383400391497,32.1959532190131,10.0807268592863
"563",2020-10-16,NA,NA,21.5383400391493,32.604239917794,10.4724401605047
"564",2020-10-23,NA,NA,23.7383400391496,34.8125204157232,12.664159662576
"565",2020-10-30,NA,NA,19.7383400391495,30.820794726699,8.65588535160006
"566",2020-11-06,NA,NA,22.9383400391495,34.0290628645693,11.8476172137298
"567",2020-11-13,NA,NA,21.9383400391495,33.0373248431298,10.8393552351691
"568",2020-11-20,NA,NA,23.0383400391496,34.1455806761253,11.9310994021738
"569",2020-11-27,NA,NA,21.2383400391497,32.3538303772492,10.1228497010501
"570",2020-12-04,NA,NA,20.4383400391493,31.5620739601438,9.31460611815481
"571",2020-12-11,NA,NA,23.4383400391496,34.5703114384025,12.3063686398968
"572",2020-12-18,NA,NA,19.0883400391495,30.228542825566,7.94813725273295
"573",2020-12-25,NA,NA,16.8927102778657,28.0069976870002,5.77842286873115
"574",2021-01-01,NA,NA,18.4836193687747,29.6060831412594,7.36115559629008
"575",2021-01-08,NA,NA,22.9381648233202,34.0687989529474,11.8075306936931
"576",2021-01-15,NA,NA,20.8472557324112,31.9860542261901,9.70845723863241
"577",2021-01-22,NA,NA,19.93816482332,31.085121701428,8.79120794521213
"578",2021-01-29,NA,NA,22.3927102778658,33.5478195736004,11.2376009821312
"579",2021-02-05,NA,NA,21.0290739142292,32.1923296739605,9.865818154498
"580",2021-02-12,NA,NA,20.1199830051384,31.2913792882608,8.94858672201605
"581",2021-02-19,NA,NA,18.9381648233202,30.1176957022055,7.75863394443499
"582",2021-02-26,NA,NA,18.0290739142293,29.2167334741791,6.8414143542795
"583",2021-03-05,NA,NA,17.0052866450611,28.2822947320192,5.7282785581031
"584",2021-03-12,NA,NA,22.405286645061,33.6918970826933,11.1186762074287
"585",2021-03-19,NA,NA,18.6052866450612,29.9014912708824,7.30908201924
"586",2021-03-26,NA,NA,21.005286645061,32.3110773173659,9.69949597275597
"587",2021-04-02,NA,NA,20.0052866450612,31.3206552428371,8.68991804728536
"588",2021-04-09,NA,NA,19.4052866450611,30.7302250678997,8.08034822222247
"589",2021-04-16,NA,NA,20.4052866450609,31.7397868130718,9.07078647704998
"590",2021-04-23,NA,NA,21.6052866450611,32.9493404987853,10.261232791337
"591",2021-04-30,NA,NA,20.0052866450611,31.3588861453847,8.65168714473754
"592",2021-05-07,NA,NA,20.6052866450611,31.9684237731302,9.24214951699209
"593",2021-05-14,NA,NA,20.405286645061,31.7779534021965,9.03261988792552
"594",2021-05-21,NA,NA,19.4052866450612,30.7874750526746,8.0230982374478
"595",2021-05-28,NA,NA,16.8052866450611,28.1969887445703,5.41358454555187
"596",2021-06-04,NA,NA,22.305286645061,33.706494497807,10.904078792315
"597",2021-06-11,NA,NA,21.1052866450611,32.5159923322248,9.6945809578974
"598",2021-06-18,NA,NA,20.905286645061,32.3254822675809,9.485091022541
"599",2021-06-25,NA,NA,18.1052866450612,29.5349643235514,6.67560896657096
"600",2021-07-02,NA,NA,21.2052866450612,32.6444385197297,9.76613477039272
"601",2021-07-09,NA,NA,19.305286645061,30.7539048756287,7.85666841449339
"602",2021-07-16,NA,NA,19.0052866450609,30.4633634106809,7.547209879441
"603",2021-07-23,NA,NA,20.005286645061,31.4728141442386,8.53775914588346
"604",2021-07-30,NA,NA,22.5052866450612,33.9822570955742,11.0283161945483
"605",2021-08-06,NA,NA,23.105286645061,34.5916922838803,11.6188810062416
"606",2021-08-13,NA,NA,23.605286645061,35.1011197282723,12.1094535618498
"607",2021-08-20,NA,NA,17.5052866450613,29.0105394477862,6.00003384233644
"608",2021-08-27,NA,NA,19.1052866450609,30.6199514613794,7.59062182874247
"609",2021-09-03,NA,NA,21.005286645061,32.5293557879339,9.48121750218805
"610",2021-09-10,NA,NA,21.4052866450611,32.9387524462533,9.8718208438689
"611",2021-09-17,NA,NA,21.3052866450611,32.8481414550648,9.76243183505748
"612",2021-09-24,NA,NA,22.8052866450609,34.3575228330194,11.2530504571024
"613",2021-10-01,NA,NA,25.8052866450611,37.3668965986935,14.2436766914288
"614",2021-10-08,NA,NA,20.4052866450612,31.9762627705869,8.83431051953555
"615",2021-10-15,NA,NA,20.8052866450609,32.3856213671248,9.22495192299695
"616",2021-10-22,NA,NA,23.0052866450611,34.5949724066594,11.4156008834629
"617",2021-10-29,NA,NA,19.0052866450611,30.6043159074669,7.40625738265523
"618",2021-11-05,NA,NA,22.2052866450611,33.8136518877514,10.5969214023708
"619",2021-11-12,NA,NA,21.205286645061,32.8229803656432,9.58759292447883
"620",2021-11-19,NA,NA,22.3052866450612,33.9323013592003,10.678271930922
"621",2021-11-26,NA,NA,20.5052866450613,32.1416148864079,8.86895840371458
"622",2021-12-03,NA,NA,19.7052866450609,31.3509209651791,8.0596523249426
"623",2021-12-10,NA,NA,22.7052866450612,34.3602196133571,11.0503536767653
"624",2021-12-17,NA,NA,18.355286645061,30.0195108487114,6.69106244141064
"625",2021-12-24,NA,NA,16.1596568837772,27.8042520700106,4.51506169754389
"626",2021-12-31,NA,NA,17.7505659746863,29.4042656205012,6.0968663288713
"627",2022-01-07,NA,NA,22.2051114292318,33.8679084273145,10.5423144311491
"628",2022-01-14,NA,NA,20.1142023383228,31.7860895979782,8.44231507866741
"629",2022-01-21,NA,NA,19.2051114292316,30.8860818763188,7.52414098214433
"630",2022-01-28,NA,NA,21.6596568837774,33.3497034606454,9.96961030690933
"631",2022-02-04,NA,NA,20.2960205201408,31.9951361855646,8.59690485471703
"632",2022-02-11,NA,NA,19.38692961105,31.0951073401666,7.67875188193336
"633",2022-02-18,NA,NA,18.2051114292318,29.9223442134775,6.48787864498608
"634",2022-02-25,NA,NA,17.2960205201409,29.0223013671879,5.56973967309387
