"","Week.ended","signal","North.West","fit","upr","lwr"
"31",2010-08-06,1142.17091543372,1110,NA,NA,NA
"32",2010-08-13,1165.15449756241,1138,NA,NA,NA
"33",2010-08-20,1148.544055806,1169,NA,NA,NA
"34",2010-08-27,1186.34581968182,1187,NA,NA,NA
"35",2010-09-03,1143.48721196548,1081,NA,NA,NA
"36",2010-09-10,1165.99529023963,1313,NA,NA,NA
"37",2010-09-17,1212.43691269592,1256,NA,NA,NA
"38",2010-09-24,1206.05827824911,1137,NA,NA,NA
"39",2010-10-01,1230.75274628489,1252,NA,NA,NA
"40",2010-10-08,1256.48639327455,1265,NA,NA,NA
"41",2010-10-15,1252.53435476011,1239,NA,NA,NA
"42",2010-10-22,1272.73134579157,1206,NA,NA,NA
"43",2010-10-29,1306.98669634651,1342,NA,NA,NA
"44",2010-11-05,1325.01081412103,1370,NA,NA,NA
"45",2010-11-12,1321.98306626143,1319,NA,NA,NA
"46",2010-11-19,1367.9306132322,1306,NA,NA,NA
"47",2010-11-26,1356.89348000162,1356,NA,NA,NA
"48",2010-12-03,1356.33880233988,1343,NA,NA,NA
"49",2010-12-10,1418.91510750108,1413,NA,NA,NA
"50",2010-12-17,1475.7372934351,1509,NA,NA,NA
"51",2010-12-24,1533.78980194362,1605,NA,NA,NA
"52",2010-12-31,1478.47061620309,1535,NA,NA,NA
"53",2011-01-07,1430.79341699913,1535,NA,NA,NA
"54",2011-01-14,1587.24966550827,1797,NA,NA,NA
"55",2011-01-21,1651.84892436515,1555,NA,NA,NA
"56",2011-01-28,1525.52233297115,1429,NA,NA,NA
"57",2011-02-04,1442.37611519555,1366,NA,NA,NA
"58",2011-02-11,1393.73287822073,1359,NA,NA,NA
"59",2011-02-18,1393.65863108821,1343,NA,NA,NA
"60",2011-02-25,1367.16855011626,1366,NA,NA,NA
"61",2011-03-04,1361.05903706751,1329,NA,NA,NA
"62",2011-03-11,1333.2717561352,1295,NA,NA,NA
"63",2011-03-18,1331.03792258,1279,NA,NA,NA
"64",2011-03-25,1308.50312968104,1291,NA,NA,NA
"65",2011-04-01,1254.38362812805,1322,NA,NA,NA
"66",2011-04-08,1233.62409166013,1310,NA,NA,NA
"67",2011-04-15,1309.7161389358,1305,NA,NA,NA
"68",2011-04-22,1284.34341914114,1171,NA,NA,NA
"69",2011-04-29,1242.53069406727,1104,NA,NA,NA
"70",2011-05-06,1282.90239299957,1324,NA,NA,NA
"71",2011-05-13,1219.78136399478,1328,NA,NA,NA
"72",2011-05-20,1237.67328527964,1276,NA,NA,NA
"73",2011-05-27,1283.5281927998,1302,NA,NA,NA
"74",2011-06-03,1175.07841373769,1044,NA,NA,NA
"75",2011-06-10,1162.42531859508,1250,NA,NA,NA
"76",2011-06-17,1245.49031881159,1306,NA,NA,NA
"77",2011-06-24,1184.37113116274,1142,NA,NA,NA
"78",2011-07-01,1208.06219972138,1215,NA,NA,NA
"79",2011-07-08,1171.01300742643,1215,NA,NA,NA
"80",2011-07-15,1197.20443776675,1159,NA,NA,NA
"81",2011-07-22,1161.72159743815,1139,NA,NA,NA
"82",2011-07-29,1185.73563923162,1190,NA,NA,NA
"83",2011-08-05,1164.65614083138,1235,NA,NA,NA
"84",2011-08-12,1177.58489900996,1212,NA,NA,NA
"85",2011-08-19,1145.23763005436,1146,NA,NA,NA
"86",2011-08-26,1169.12000513399,1150,NA,NA,NA
"87",2011-09-02,1114.16688629855,1092,NA,NA,NA
"88",2011-09-09,1120.85945759154,1161,NA,NA,NA
"89",2011-09-16,1161.34762447479,1121,NA,NA,NA
"90",2011-09-23,1156.75930651401,1119,NA,NA,NA
"91",2011-09-30,1180.35563856459,1229,NA,NA,NA
"92",2011-10-07,1202.46278396749,1216,NA,NA,NA
"93",2011-10-14,1194.42063576952,1169,NA,NA,NA
"94",2011-10-21,1211.62445276267,1150,NA,NA,NA
"95",2011-10-28,1242.41533527275,1267,NA,NA,NA
"96",2011-11-04,1257.93740089688,1301,NA,NA,NA
"97",2011-11-11,1252.58539760113,1244,NA,NA,NA
"98",2011-11-18,1296.72570509205,1310,NA,NA,NA
"99",2011-11-25,1276.94098288374,1238,NA,NA,NA
"100",2011-12-02,1271.14996270484,1229,NA,NA,NA
"101",2011-12-09,1331.14878801246,1360,NA,NA,NA
"102",2011-12-16,1382.18505445813,1449,NA,NA,NA
"103",2011-12-23,1431.35524630561,1518,NA,NA,NA
"104",2011-12-30,1365.72935268916,1346,NA,NA,NA
"105",2012-01-06,1314.78304856058,1346,NA,NA,NA
"106",2012-01-13,1474.70610294248,1452,NA,NA,NA
"107",2012-01-20,1564.22460952361,1429,NA,NA,NA
"108",2012-01-27,1466.35879889747,1377,NA,NA,NA
"109",2012-02-03,1411.0122689991,1382,NA,NA,NA
"110",2012-02-10,1385.79770670178,1354,NA,NA,NA
"111",2012-02-17,1408.88125942379,1430,NA,NA,NA
"112",2012-02-24,1398.9249419541,1465,NA,NA,NA
"113",2012-03-02,1403.14355831158,1417,NA,NA,NA
"114",2012-03-09,1381.44705741817,1419,NA,NA,NA
"115",2012-03-16,1378.30645649862,1300,NA,NA,NA
"116",2012-03-23,1357.2891104349,1315,NA,NA,NA
"117",2012-03-30,1306.97445122542,1363,NA,NA,NA
"118",2012-04-06,1291.08942615922,1181,NA,NA,NA
"119",2012-04-13,1389.26409827849,1445,NA,NA,NA
"120",2012-04-20,1380.39513486795,1496,NA,NA,NA
"121",2012-04-27,1333.9574772523,1306,NA,NA,NA
"122",2012-05-04,1359.49989942143,1392,NA,NA,NA
"123",2012-05-11,1282.34302191307,1255,NA,NA,NA
"124",2012-05-18,1298.70951865113,1347,NA,NA,NA
"125",2012-05-25,1342.11948686903,1383,NA,NA,NA
"126",2012-06-01,1229.15676184393,1310,NA,NA,NA
"127",2012-06-08,1192.43334919593,984,NA,NA,NA
"128",2012-06-15,1278.74538708176,1360,NA,NA,NA
"129",2012-06-22,1218.95877327167,1255,NA,NA,NA
"130",2012-06-29,1236.74606391791,1203,NA,NA,NA
"131",2012-07-06,1197.54763903787,1184,NA,NA,NA
"132",2012-07-13,1226.89946965469,1218,NA,NA,NA
"133",2012-07-20,1191.87259546723,1217,NA,NA,NA
"134",2012-07-27,1211.92681718502,1204,NA,NA,NA
"135",2012-08-03,1188.01257203049,1212,NA,NA,NA
"136",2012-08-10,1202.38462649682,1215,NA,NA,NA
"137",2012-08-17,1173.49246039134,1138,NA,NA,NA
"138",2012-08-24,1204.17574645709,1211,NA,NA,NA
"139",2012-08-31,1153.62925042722,1075,NA,NA,NA
"140",2012-09-07,1169.93912226237,1233,NA,NA,NA
"141",2012-09-14,1217.92936686887,1178,NA,NA,NA
"142",2012-09-21,1220.80452736917,1268,NA,NA,NA
"143",2012-09-28,1244.02421316875,1223,NA,NA,NA
"144",2012-10-05,1272.18413652619,1299,NA,NA,NA
"145",2012-10-12,1268.96933490625,1298,NA,NA,NA
"146",2012-10-19,1285.97541344042,1277,NA,NA,NA
"147",2012-10-26,1311.70979570776,1355,NA,NA,NA
"148",2012-11-02,1320.44910431498,1348,NA,NA,NA
"149",2012-11-09,1309.74585486632,1348,NA,NA,NA
"150",2012-11-16,1344.21228879956,1370,NA,NA,NA
"151",2012-11-23,1313.59888167046,1276,NA,NA,NA
"152",2012-11-30,1296.85531960833,1236,NA,NA,NA
"153",2012-12-07,1347.62784294981,1321,NA,NA,NA
"154",2012-12-14,1394.55773963324,1330,NA,NA,NA
"155",2012-12-21,1451.74540273015,1433,NA,NA,NA
"156",2012-12-28,1403.86300140764,1359.5,NA,NA,NA
"157",2013-01-04,1372.93352698862,1359.5,NA,NA,NA
"158",2013-01-11,1556.99401880639,1650,NA,NA,NA
"159",2013-01-18,1659.97137382046,1539,NA,NA,NA
"160",2013-01-25,1574.24903953651,1571,NA,NA,NA
"161",2013-02-01,1523.09927292765,1481,NA,NA,NA
"162",2013-02-08,1503.28921931027,1533,NA,NA,NA
"163",2013-02-15,1526.1009171591,1542,NA,NA,NA
"164",2013-02-22,1516.35444541049,1522,NA,NA,NA
"165",2013-03-01,1526.35969608361,1525,NA,NA,NA
"166",2013-03-08,1511.85406384049,1568,NA,NA,NA
"167",2013-03-15,1514.18846120011,1538,NA,NA,NA
"168",2013-03-22,1489.22206656915,1534,NA,NA,NA
"169",2013-03-29,1426.92330191755,1300,NA,NA,NA
"170",2013-04-05,1415.93776312471,1531,NA,NA,NA
"171",2013-04-12,1498.23360704118,1660,NA,NA,NA
"172",2013-04-19,1463.70070053551,1524,NA,NA,NA
"173",2013-04-26,1396.70302142244,1449,NA,NA,NA
"174",2013-05-03,1394.2790707536,1347,NA,NA,NA
"175",2013-05-10,1296.51830971001,1213,NA,NA,NA
"176",2013-05-17,1297.46510756375,1295,NA,NA,NA
"177",2013-05-24,1330.13939998488,1293,NA,NA,NA
"178",2013-05-31,1213.64113381123,1176,NA,NA,NA
"179",2013-06-07,1184.31661197964,1256,NA,NA,NA
"180",2013-06-14,1252.17672715703,1206,NA,NA,NA
"181",2013-06-21,1185.69830123469,1163,NA,NA,NA
"182",2013-06-28,1202.21460752429,1150,NA,NA,NA
"183",2013-07-05,1163.4495836863,1190,NA,NA,NA
"184",2013-07-12,1189.53433188995,1212,NA,NA,NA
"185",2013-07-19,1148.34581662925,1130,NA,NA,NA
"186",2013-07-26,1166.25036080282,1173,NA,NA,NA
"187",2013-08-02,1138.83200872971,1121,NA,NA,NA
"188",2013-08-09,1153.55929888786,1123,NA,NA,NA
"189",2013-08-16,1129.00678017364,1133,NA,NA,NA
"190",2013-08-23,1160.38574374027,1171,NA,NA,NA
"191",2013-08-30,1110.18516155751,1062,NA,NA,NA
"192",2013-09-06,1124.03138836755,1209,NA,NA,NA
"193",2013-09-13,1167.53621392251,1105,NA,NA,NA
"194",2013-09-20,1168.01224765562,1145,NA,NA,NA
"195",2013-09-27,1195.3119864156,1277,NA,NA,NA
"196",2013-10-04,1218.07307672718,1251,NA,NA,NA
"197",2013-10-11,1208.89547766256,1186,NA,NA,NA
"198",2013-10-18,1224.73080740577,1231,NA,NA,NA
"199",2013-10-25,1247.88757932942,1227,NA,NA,NA
"200",2013-11-01,1259.97197943979,1258,NA,NA,NA
"201",2013-11-08,1255.33836536536,1221,NA,NA,NA
"202",2013-11-15,1302.5736968121,1301,NA,NA,NA
"203",2013-11-22,1287.25425821989,1357,NA,NA,NA
"204",2013-11-29,1275.89827398308,1319,NA,NA,NA
"205",2013-12-06,1322.46460996557,1307,NA,NA,NA
"206",2013-12-13,1364.15811075237,1426,NA,NA,NA
"207",2013-12-20,1404.44447970959,1366,NA,NA,NA
"208",2013-12-27,1341.47873047461,1253,NA,NA,NA
"209",2014-01-03,1299.53716606565,1253,NA,NA,NA
"210",2014-01-10,1475.64056563934,1549,NA,NA,NA
"211",2014-01-17,1572.47392684691,1520,NA,NA,NA
"212",2014-01-24,1474.28625306952,1377,NA,NA,NA
"213",2014-01-31,1419.34945193248,1385,NA,NA,NA
"214",2014-02-07,1395.03716490453,1431,NA,NA,NA
"215",2014-02-14,1412.76965313567,1453,NA,NA,NA
"216",2014-02-21,1395.69854018487,1408,NA,NA,NA
"217",2014-02-28,1397.76490372912,1428,NA,NA,NA
"218",2014-03-07,1372.40463182615,1342,NA,NA,NA
"219",2014-03-14,1371.87178298088,1400,NA,NA,NA
"220",2014-03-21,1343.63977379046,1312,NA,NA,NA
"221",2014-03-28,1285.12766828146,1352,NA,NA,NA
"222",2014-04-04,1260.04419224171,1354,NA,NA,NA
"223",2014-04-11,1330.18992383848,1279,NA,NA,NA
"224",2014-04-18,1303.15976149421,1078,NA,NA,NA
"225",2014-04-25,1270.0086609994,1348,NA,NA,NA
"226",2014-05-02,1299.0600628431,1367,NA,NA,NA
"227",2014-05-09,1222.14156927182,1163,NA,NA,NA
"228",2014-05-16,1241.6810061834,1235,NA,NA,NA
"229",2014-05-23,1293.33700548509,1276,NA,NA,NA
"230",2014-05-30,1193.99296521872,1158,NA,NA,NA
"231",2014-06-06,1181.67056664119,1263,NA,NA,NA
"232",2014-06-13,1265.64261149915,1282,NA,NA,NA
