"","Week.ended","signal","All.75.84","fit","upr","lwr"
"156",2012-12-28,2761.10694051178,2397,NA,NA,NA
"157",2013-01-04,2943.73656344526,3461,NA,NA,NA
"158",2013-01-11,3656.32912012968,3703,NA,NA,NA
"159",2013-01-18,3573.07876136659,3156,NA,NA,NA
"160",2013-01-25,3429.3266123192,3286,NA,NA,NA
"161",2013-02-01,3298.47452127791,3293,NA,NA,NA
"162",2013-02-08,3222.3307413875,3243,NA,NA,NA
"163",2013-02-15,3201.84481760146,3200,NA,NA,NA
"164",2013-02-22,3196.14104636084,3132,NA,NA,NA
"165",2013-03-01,3187.52716755157,3079,NA,NA,NA
"166",2013-03-08,3132.95994757368,3269,NA,NA,NA
"167",2013-03-15,3189.73838716109,3239,NA,NA,NA
"168",2013-03-22,3139.56788565768,3280,NA,NA,NA
"169",2013-03-29,2936.91979559929,2672,NA,NA,NA
"170",2013-04-05,2958.05256606392,3162,NA,NA,NA
"171",2013-04-12,3094.71828790637,3543,NA,NA,NA
"172",2013-04-19,3067.24848063124,3418,NA,NA,NA
"173",2013-04-26,2965.84448214687,3009,NA,NA,NA
"174",2013-05-03,2987.35668900976,2897,NA,NA,NA
"175",2013-05-10,2822.25683567644,2594,NA,NA,NA
"176",2013-05-17,2846.34718947481,2961,NA,NA,NA
"177",2013-05-24,2866.32684002135,2912,NA,NA,NA
"178",2013-05-31,2622.74780084586,2479,NA,NA,NA
"179",2013-06-07,2547.64498559845,2803,NA,NA,NA
"180",2013-06-14,2777.84584389379,2622,NA,NA,NA
"181",2013-06-21,2630.78281990939,2623,NA,NA,NA
"182",2013-06-28,2587.6513200285,2525,NA,NA,NA
"183",2013-07-05,2566.38357786951,2548,NA,NA,NA
"184",2013-07-12,2537.46271221997,2494,NA,NA,NA
"185",2013-07-19,2545.03477967188,2585,NA,NA,NA
"186",2013-07-26,2483.51795776026,2470,NA,NA,NA
"187",2013-08-02,2484.70326940541,2330,NA,NA,NA
"188",2013-08-09,2495.89070935088,2451,NA,NA,NA
"189",2013-08-16,2482.51356259898,2392,NA,NA,NA
"190",2013-08-23,2495.3290223421,2524,NA,NA,NA
"191",2013-08-30,2394.29157497999,2287,NA,NA,NA
"192",2013-09-06,2407.04584809992,2641,NA,NA,NA
"193",2013-09-13,2521.7404297565,2376,NA,NA,NA
"194",2013-09-20,2531.07051226485,2526,NA,NA,NA
"195",2013-09-27,2555.6514328782,2597,NA,NA,NA
"196",2013-10-04,2595.00231218951,2697,NA,NA,NA
"197",2013-10-11,2614.61895410269,2614,NA,NA,NA
"198",2013-10-18,2672.75400872432,2729,NA,NA,NA
"199",2013-10-25,2697.81585198315,2651,NA,NA,NA
"200",2013-11-01,2649.97037787982,2637,NA,NA,NA
"201",2013-11-08,2731.51074787231,2819,NA,NA,NA
"202",2013-11-15,2774.54847885957,2775,NA,NA,NA
"203",2013-11-22,2747.97277795089,2811,NA,NA,NA
"204",2013-11-29,2757.92213694948,2901,NA,NA,NA
"205",2013-12-06,2849.01520139642,2889,NA,NA,NA
"206",2013-12-13,2914.71879406331,2935,NA,NA,NA
"207",2013-12-20,3007.81905939161,3017,NA,NA,NA
"208",2013-12-27,2584.24620918225,1890,NA,NA,NA
"209",2014-01-03,2761.94805368073,3308,NA,NA,NA
"210",2014-01-10,3468.7564284681,3482,NA,NA,NA
"211",2014-01-17,3380.71628671305,3215,NA,NA,NA
"212",2014-01-24,3224.69679868739,3008,NA,NA,NA
"213",2014-01-31,3083.75999229551,2951,NA,NA,NA
"214",2014-02-07,3001.31799795163,2937,NA,NA,NA
"215",2014-02-14,2977.06206910358,2959,NA,NA,NA
"216",2014-02-21,2968.0707252174,2985,NA,NA,NA
"217",2014-02-28,2953.75758575698,2989,NA,NA,NA
"218",2014-03-07,2889.21423325803,2867,NA,NA,NA
"219",2014-03-14,2940.72430461142,2867,NA,NA,NA
"220",2014-03-21,2888.94403222242,2895,NA,NA,NA
"221",2014-03-28,2688.68360629949,2852,NA,NA,NA
"222",2014-04-04,2699.46482799496,2915,NA,NA,NA
"223",2014-04-11,2825.43428787952,2631,NA,NA,NA
"224",2014-04-18,2806.38779836781,2362,NA,NA,NA
"225",2014-04-25,2737.06100143948,2801,NA,NA,NA
"226",2014-05-02,2790.03214079977,3043,NA,NA,NA
"227",2014-05-09,2646.17796703401,2543,NA,NA,NA
"228",2014-05-16,2687.79314173053,2690,NA,NA,NA
"229",2014-05-23,2728.64266658697,2669,NA,NA,NA
"230",2014-05-30,2509.06644744239,2279,NA,NA,NA
"231",2014-06-06,2460.53426794092,2748,NA,NA,NA
"232",2014-06-13,2716.35052914813,2725,NA,NA,NA
"233",2014-06-20,2590.00948503308,2663,NA,NA,NA
"234",2014-06-27,2565.19711179308,2558,NA,NA,NA
"235",2014-07-04,2560.5988389531,2495,NA,NA,NA
"236",2014-07-11,2549.75200692218,2545,NA,NA,NA
"237",2014-07-18,2574.24653806752,2622,NA,NA,NA
"238",2014-07-25,2529.42049446067,2628,NA,NA,NA
"239",2014-08-01,2543.96189788312,2556,NA,NA,NA
"240",2014-08-08,2563.54519064218,2514,NA,NA,NA
"241",2014-08-15,2558.70235867791,2533,NA,NA,NA
"242",2014-08-22,2578.12412304515,2515,NA,NA,NA
"243",2014-08-29,2486.4237101256,2360,NA,NA,NA
"244",2014-09-05,2509.08416235413,2858,NA,NA,NA
"245",2014-09-12,2630.26503141657,2701,NA,NA,NA
"246",2014-09-19,2639.64166957301,2667,NA,NA,NA
"247",2014-09-26,2663.30444938509,2637,NA,NA,NA
"248",2014-10-03,2703.74973658312,2680,NA,NA,NA
"249",2014-10-10,2728.20153331563,2640,NA,NA,NA
"250",2014-10-17,2793.77715806527,2732,NA,NA,NA
"251",2014-10-24,2829.79053587944,2808,NA,NA,NA
"252",2014-10-31,2792.15214073004,2771,NA,NA,NA
"253",2014-11-07,2884.14298157441,2875,NA,NA,NA
"254",2014-11-14,2940.50580874729,2933,NA,NA,NA
"255",2014-11-21,2927.49191946799,2733,NA,NA,NA
"256",2014-11-28,2958.66379522267,2894,NA,NA,NA
"257",2014-12-05,3077.15929601219,2935,NA,NA,NA
"258",2014-12-12,3175.68376572942,3085,NA,NA,NA
"259",2014-12-19,3304.90590516139,3279,NA,NA,NA
"260",2014-12-26,2918.49869604593,2247,NA,NA,NA
"261",2015-01-02,3132.68948634693,3548,NA,NA,NA
"262",2015-01-09,3879.87611612604,4505,NA,NA,NA
"263",2015-01-16,3814.01195275497,4191,NA,NA,NA
"264",2015-01-23,3664.02402041548,3964,NA,NA,NA
"265",2015-01-30,3513.74873632891,3685,NA,NA,NA
"266",2015-02-06,3412.92450710228,3425,NA,NA,NA
"267",2015-02-13,3368.01378218031,3398,NA,NA,NA
"268",2015-02-20,3336.93829698478,3309,NA,NA,NA
"269",2015-02-27,3301.8757412185,3355,NA,NA,NA
"270",2015-03-06,3216.05102151744,3279,NA,NA,NA
"271",2015-03-13,3243.74628194511,3122,NA,NA,NA
"272",2015-03-20,3169.57976120553,3029,NA,NA,NA
"273",2015-03-27,2951.29522123459,3020,NA,NA,NA
"274",2015-04-03,2946.86684464699,2642,NA,NA,NA
"275",2015-04-10,3073.10767738492,2913,NA,NA,NA
"276",2015-04-17,3053.31140929121,3323,NA,NA,NA
"277",2015-04-24,2961.99241808151,3061,NA,NA,NA
"278",2015-05-01,2991.92813944225,2928,NA,NA,NA
"279",2015-05-08,2834.46560147624,2625,NA,NA,NA
"280",2015-05-15,2865.63426713122,2998,NA,NA,NA
"281",2015-05-22,2892.16530375245,2926,NA,NA,NA
"282",2015-05-29,2655.48982245242,2464,NA,NA,NA
"283",2015-06-05,2588.71079950468,2895,NA,NA,NA
"284",2015-06-12,2825.72025484767,2781,NA,NA,NA
"285",2015-06-19,2682.16005279572,2652,NA,NA,NA
"286",2015-06-26,2643.19705500484,2682,NA,NA,NA
"287",2015-07-03,2623.07974333303,2560,NA,NA,NA
"288",2015-07-10,2596.63893416234,2568,NA,NA,NA
"289",2015-07-17,2606.25007886376,2486,NA,NA,NA
"290",2015-07-24,2551.53843491426,2520,NA,NA,NA
"291",2015-07-31,2560.06499947467,2493,NA,NA,NA
"292",2015-08-07,2575.98662033369,2576,NA,NA,NA
"293",2015-08-14,2566.00784317304,2577,NA,NA,NA
"294",2015-08-21,2579.20207023392,2655,NA,NA,NA
"295",2015-08-28,2477.14145291417,2621,NA,NA,NA
"296",2015-09-04,2481.40131717616,2310,NA,NA,NA
"297",2015-09-11,2599.66004493031,2571,NA,NA,NA
"298",2015-09-18,2609.07135456179,2627,NA,NA,NA
"299",2015-09-25,2633.0493210592,2791,NA,NA,NA
"300",2015-10-02,2668.3285549933,2636,NA,NA,NA
"301",2015-10-09,2687.86950200826,2820,NA,NA,NA
"302",2015-10-16,2741.97981778009,2781,NA,NA,NA
"303",2015-10-23,2763.52935727633,2786,NA,NA,NA
"304",2015-10-30,2710.11043784989,2671,NA,NA,NA
"305",2015-11-06,2786.85497963249,2853,NA,NA,NA
"306",2015-11-13,2825.7318327468,2804,NA,NA,NA
"307",2015-11-20,2795.65516659086,2835,NA,NA,NA
"308",2015-11-27,2802.80806640338,2759,NA,NA,NA
"309",2015-12-04,2896.66417294806,3003,NA,NA,NA
"310",2015-12-11,2963.15699069545,2928,NA,NA,NA
"311",2015-12-18,3058.69566211135,3023,NA,NA,NA
"312",2015-12-25,2638.89621164674,2451,NA,NA,NA
"313",2016-01-01,2805.30850562085,2197,NA,NA,NA
"314",2016-01-08,3535.1673598332,3727,NA,NA,NA
"315",2016-01-15,3464.86501206312,3283,NA,NA,NA
"316",2016-01-22,3327.06371191605,3327,NA,NA,NA
"317",2016-01-29,3197.9006707138,3147,NA,NA,NA
"318",2016-02-05,3124.79728229015,3181,NA,NA,NA
"319",2016-02-12,3106.29469708279,3058,NA,NA,NA
"320",2016-02-19,3103.95606007218,2982,NA,NA,NA
"321",2016-02-26,3100.42720229172,3127,NA,NA,NA
"322",2016-03-04,3046.92603609079,3180,NA,NA,NA
"323",2016-03-11,3104.85876495243,3171,NA,NA,NA
"324",2016-03-18,3055.34041603692,3070,NA,NA,NA
"325",2016-03-25,2857.08597235441,2713,NA,NA,NA
"326",2016-04-01,2879.01781255974,2992,NA,NA,NA
"327",2016-04-08,3019.18864737554,3238,NA,NA,NA
"328",2016-04-15,3002.05026023234,3166,NA,NA,NA
"329",2016-04-22,2916.53467986551,3085,NA,NA,NA
"330",2016-04-29,2950.20757633959,2927,NA,NA,NA
"331",2016-05-06,2795.27085411113,2583,NA,NA,NA
"332",2016-05-13,2829.04878643905,2994,NA,NA,NA
"333",2016-05-20,2857.219733601,2855,NA,NA,NA
"334",2016-05-27,2623.25671361967,2697,NA,NA,NA
"335",2016-06-03,2551.29997099425,2253,NA,NA,NA
"336",2016-06-10,2801.11708568144,2875,NA,NA,NA
"337",2016-06-17,2666.8363240587,2703,NA,NA,NA
"338",2016-06-24,2635.17976179429,2659,NA,NA,NA
"339",2016-07-01,2622.81459270608,2573,NA,NA,NA
"340",2016-07-08,2603.73131309403,2567,NA,NA,NA
"341",2016-07-15,2620.94072025032,2649,NA,NA,NA
"342",2016-07-22,2569.41541715182,2638,NA,NA,NA
"343",2016-07-29,2578.14985303685,2641,NA,NA,NA
"344",2016-08-05,2590.41461647647,2588,NA,NA,NA
"345",2016-08-12,2576.85121016806,2557,NA,NA,NA
"346",2016-08-19,2587.37833964122,2624,NA,NA,NA
"347",2016-08-26,2483.81604430656,2680,NA,NA,NA
"348",2016-09-02,2485.01764907539,2233,NA,NA,NA
"349",2016-09-09,2602.61630002462,2659,NA,NA,NA
"350",2016-09-16,2608.83764303891,2628,NA,NA,NA
"351",2016-09-23,2629.58894234559,2564,NA,NA,NA
"352",2016-09-30,2668.29138805609,2506,NA,NA,NA
"353",2016-10-07,2695.12169417793,2641,NA,NA,NA
"354",2016-10-14,2762.06201786047,2746,NA,NA,NA
"355",2016-10-21,2798.08015605357,2724,NA,NA,NA
"356",2016-10-28,2762.00203812345,2800,NA,NA,NA
"357",2016-11-04,2853.79355303056,2833,NA,NA,NA
"358",2016-11-11,2910.30363662877,2954,NA,NA,NA
"359",2016-11-18,2895.91383644778,2992,NA,NA,NA
"360",2016-11-25,2917.06565548238,3062,NA,NA,NA
"361",2016-12-02,3019.30595316933,2961,NA,NA,NA
"362",2016-12-09,3099.08074217109,3176,NA,NA,NA
"363",2016-12-16,3204.56732941312,2943,NA,NA,NA
"364",2016-12-23,2801.43504767941,3170,NA,NA,NA
"365",2016-12-30,2967.96084813431,2294,NA,NA,NA
"366",2017-01-06,3699.8862412658,3450,NA,NA,NA
"367",2017-01-13,3644.79072979084,3886,NA,NA,NA
"368",2017-01-20,3509.61060995977,3701,NA,NA,NA
"369",2017-01-27,3377.37338308621,3652,NA,NA,NA
"370",2017-02-03,3291.51199074568,3509,NA,NA,NA
"371",2017-02-10,3255.45347066953,3483,NA,NA,NA
"372",2017-02-17,3227.35314645307,3242,NA,NA,NA
"373",2017-02-24,3193.99892435712,3214,NA,NA,NA
"374",2017-03-03,3110.86789008466,3142,NA,NA,NA
"375",2017-03-10,3142.20332732294,3086,NA,NA,NA
"376",2017-03-17,3069.72720503755,3015,NA,NA,NA
"377",2017-03-24,2850.57911311035,2940,NA,NA,NA
"378",2017-03-31,2844.6709197142,2838,NA,NA,NA
"379",2017-04-07,2960.56117350358,2748,NA,NA,NA
"380",2017-04-14,2931.97471829963,2397,NA,NA,NA
"381",2017-04-21,2855.80274441531,2834,NA,NA,NA
"382",2017-04-28,2904.47936074817,3132,NA,NA,NA
"383",2017-05-05,2757.08767039407,2557,NA,NA,NA
"384",2017-05-12,2798.04820803106,3019,NA,NA,NA
"385",2017-05-19,2831.73584970577,2854,NA,NA,NA
"386",2017-05-26,2602.56117521517,2744,NA,NA,NA
"387",2017-06-02,2533.37896444685,2361,NA,NA,NA
"388",2017-06-09,2782.22470031928,2785,NA,NA,NA
"389",2017-06-16,2649.08787629978,2554,NA,NA,NA
"390",2017-06-23,2622.47973591586,2715,NA,NA,NA
"391",2017-06-30,2613.11929348085,2676,NA,NA,NA
"392",2017-07-07,2593.68826951173,2584,NA,NA,NA
"393",2017-07-14,2609.7454531511,2694,NA,NA,NA
"394",2017-07-21,2555.39622412075,2531,NA,NA,NA
"395",2017-07-28,2564.07273640072,2439,NA,NA,NA
"396",2017-08-04,2581.86992492755,2542,NA,NA,NA
"397",2017-08-11,2574.95316796081,2620,NA,NA,NA
"398",2017-08-18,2590.19635333813,2601,NA,NA,NA
"399",2017-08-25,2492.11815075617,2667,NA,NA,NA
"400",2017-09-01,2499.43754546668,2279,NA,NA,NA
"401",2017-09-08,2622.2145382832,2644,NA,NA,NA
"402",2017-09-15,2634.64345500999,2628,NA,NA,NA
"403",2017-09-22,2662.37000189956,2623,NA,NA,NA
"404",2017-09-29,2707.26773153545,2698,NA,NA,NA
"405",2017-10-06,2735.74115857412,2677,NA,NA,NA
"406",2017-10-13,2804.46202346143,2846,NA,NA,NA
"407",2017-10-20,2840.54721247647,2836,NA,NA,NA
"408",2017-10-27,2802.46767242216,2765,NA,NA,NA
"409",2017-11-03,2894.50272442697,2875,NA,NA,NA
"410",2017-11-10,2951.21794542475,2889,NA,NA,NA
"411",2017-11-17,2940.18403207344,2901,NA,NA,NA
"412",2017-11-24,2968.7157692195,2962,NA,NA,NA
"413",2017-12-01,3082.84728773865,2945,NA,NA,NA
"414",2017-12-08,3176.87950113296,3027,NA,NA,NA
"415",2017-12-15,3303.37034488756,3176,NA,NA,NA
"416",2017-12-22,2917.25021437559,3523,NA,NA,NA
"417",2017-12-29,3093.73236795599,2444,NA,NA,NA
"418",2018-01-05,3834.8933629662,3612,NA,NA,NA
"419",2018-01-12,3788.23046653196,4155,NA,NA,NA
"420",2018-01-19,3657.74778249711,3866,NA,NA,NA
"421",2018-01-26,3529.7063543452,3824,NA,NA,NA
"422",2018-02-02,3447.45570399223,3661,NA,NA,NA
"423",2018-02-09,3415.12524387895,3376,NA,NA,NA
"424",2018-02-16,3398.68595815323,3492,NA,NA,NA
"425",2018-02-23,3374.65257517813,3398,NA,NA,NA
"426",2018-03-02,3300.74283249713,3028,NA,NA,NA
"427",2018-03-09,3350.33926344569,3691,NA,NA,NA
"428",2018-03-16,3284.31818308452,3594,NA,NA,NA
"429",2018-03-23,3060.78465712217,3342,NA,NA,NA
"430",2018-03-30,3044.78550906974,2884,NA,NA,NA
"431",2018-04-06,3155.16942439029,3013,NA,NA,NA
"432",2018-04-13,3118.98260993858,3442,NA,NA,NA
"433",2018-04-20,3009.6866419246,3109,NA,NA,NA
"434",2018-04-27,3021.63629022143,2906,NA,NA,NA
"435",2018-05-04,2847.72589842224,2907,NA,NA,NA
"436",2018-05-11,2854.45221473275,2384,NA,NA,NA
"437",2018-05-18,2874.47359048636,2791,NA,NA,NA
"438",2018-05-25,2634.77814694185,2687,NA,NA,NA
"439",2018-06-01,2557.72920249993,2330,NA,NA,NA
"440",2018-06-08,2800.35476910527,2881,NA,NA,NA
"441",2018-06-15,2658.68129333218,2670,NA,NA,NA
"442",2018-06-22,2620.37110754333,2550,NA,NA,NA
"443",2018-06-29,2604.15432848593,2508,NA,NA,NA
"444",2018-07-06,2582.59795799018,2611,NA,NA,NA
"445",2018-07-13,2595.3966807137,2633,NA,NA,NA
"446",2018-07-20,2539.17677614164,2484,NA,NA,NA
"447",2018-07-27,2546.89827581385,2628,NA,NA,NA
"448",2018-08-03,2557.60715329961,2620,NA,NA,NA
"449",2018-08-10,2540.55996215384,2563,NA,NA,NA
"450",2018-08-17,2546.34522252232,2489,NA,NA,NA
"451",2018-08-24,2440.83639429445,2560,NA,NA,NA
"452",2018-08-31,2442.38267522946,2150,NA,NA,NA
"453",2018-09-07,2561.52678517203,2638,NA,NA,NA
"454",2018-09-14,2568.69596228653,2576,NA,NA,NA
"455",2018-09-21,2590.74785815807,2601,NA,NA,NA
"456",2018-09-28,2628.49477229078,2629,NA,NA,NA
"457",2018-10-05,2649.52665685915,2696,NA,NA,NA
"458",2018-10-12,2707.67604777692,2741,NA,NA,NA
"459",2018-10-19,2733.43411443765,2769,NA,NA,NA
"460",2018-10-26,2683.8341635846,2642,NA,NA,NA
"461",2018-11-02,2764.47869960563,2700,NA,NA,NA
"462",2018-11-09,2811.14135441861,2949,NA,NA,NA
"463",2018-11-16,2784.10297648216,2819,NA,NA,NA
"464",2018-11-23,2794.4264784068,2766,NA,NA,NA
