"","Week.ended","signal","South.East","fit","upr","lwr"
"468",2018-12-21,1412.11367889546,1688,NA,NA,NA
"469",2018-12-28,1480.23893412591,1062,NA,NA,NA
"470",2019-01-04,1928.05637767704,1586,NA,NA,NA
"471",2019-01-11,1945.31071000607,1927,NA,NA,NA
"472",2019-01-18,1881.59951202254,1936,NA,NA,NA
"473",2019-01-25,1784.79646378101,1875,NA,NA,NA
"474",2019-02-01,1719.21405506766,1718,NA,NA,NA
"475",2019-02-08,1709.29440561754,1738,NA,NA,NA
"476",2019-02-15,1708.20519306367,1802,NA,NA,NA
"477",2019-02-22,1722.16763059941,1777,NA,NA,NA
"478",2019-03-01,1649.57428258419,1712,NA,NA,NA
"479",2019-03-08,1697.27315048071,1708,NA,NA,NA
"480",2019-03-15,1637.9620682248,1601,NA,NA,NA
"481",2019-03-22,1550.7546043439,1640,NA,NA,NA
"482",2019-03-29,1524.90679341862,1540,NA,NA,NA
"483",2019-04-05,1614.93083045182,1582,NA,NA,NA
"484",2019-04-12,1614.97083987853,1623,NA,NA,NA
"485",2019-04-19,1554.93628167632,1350,NA,NA,NA
"486",2019-04-26,1586.25738760685,1495,NA,NA,NA
"487",2019-05-03,1506.96258471674,1782,NA,NA,NA
"488",2019-05-10,1544.68799954302,1456,NA,NA,NA
"489",2019-05-17,1557.34164267196,1570,NA,NA,NA
"490",2019-05-24,1426.520071533,1620,NA,NA,NA
"491",2019-05-31,1384.49191691052,1252,NA,NA,NA
"492",2019-06-07,1498.44436242983,1516,NA,NA,NA
"493",2019-06-14,1449.71511846005,1452,NA,NA,NA
"494",2019-06-21,1441.9361972704,1510,NA,NA,NA
"495",2019-06-28,1451.67745297633,1481,NA,NA,NA
"496",2019-07-05,1393.58118652177,1431,NA,NA,NA
"497",2019-07-12,1399.17137127175,1357,NA,NA,NA
"498",2019-07-19,1376.07843352565,1328,NA,NA,NA
"499",2019-07-26,1396.73080288703,1376,NA,NA,NA
"500",2019-08-02,1389.53389524442,1424,NA,NA,NA
"501",2019-08-09,1380.08763572766,1334,NA,NA,NA
"502",2019-08-16,1390.0433999804,1355,NA,NA,NA
"503",2019-08-23,1337.36106748964,1389,NA,NA,NA
"504",2019-08-30,1330.95601657362,1245,NA,NA,NA
"505",2019-09-06,1445.21979599311,1518,NA,NA,NA
"506",2019-09-13,1436.70120970402,1399,NA,NA,NA
"507",2019-09-20,1462.20231198575,1385,NA,NA,NA
"508",2019-09-27,1456.28192414221,1404,NA,NA,NA
"509",2019-10-04,1492.79823445813,1573,NA,NA,NA
"510",2019-10-11,1511.77082166566,1557,NA,NA,NA
"511",2019-10-18,1547.36004943088,1556,NA,NA,NA
"512",2019-10-25,1502.46142994161,1491,NA,NA,NA
"513",2019-11-01,1541.31200147837,1547,NA,NA,NA
"514",2019-11-08,1611.93890623053,1701,NA,NA,NA
"515",2019-11-15,1580.62947097553,1690,NA,NA,NA
"516",2019-11-22,1582.94213396801,1618,NA,NA,NA
"517",2019-11-29,1641.39257918739,1648,NA,NA,NA
"518",2019-12-06,1637.19936781416,1647,NA,NA,NA
"519",2019-12-13,1708.29307398941,1690,NA,NA,NA
"520",2019-12-20,1475.28450277864,1709,NA,NA,NA
"521",2019-12-27,1541.59559733542,1094,NA,NA,NA
"522",2020-01-03,1988.23714411739,1814,NA,NA,NA
"523",2020-01-10,2000.6669034466,2132,NA,NA,NA
"524",2020-01-17,1928.87762100046,2064,NA,NA,NA
"525",2020-01-24,1822.24145677331,1833,NA,NA,NA
"526",2020-01-31,1748.55320165737,1820,NA,NA,NA
"527",2020-02-07,1728.94793498153,1729,NA,NA,NA
"528",2020-02-14,1718.79608177797,1688,NA,NA,NA
"529",2020-02-21,1726.4046969834,1675,NA,NA,NA
"530",2020-02-28,1649.76730157075,1587,NA,NA,NA
"531",2020-03-06,NA,NA,1696.14403172782,1970.89450743943,1421.39355601621
"532",2020-03-13,NA,NA,1635.74403172782,1913.05982909531,1358.42823436033
"533",2020-03-20,NA,NA,1546.64403172782,1826.50163665464,1266.786426801
"534",2020-03-27,NA,NA,1520.84403172782,1803.22056510336,1238.46749835228
"535",2020-04-03,NA,NA,1611.24403172781,1896.1172213526,1326.37084210303
"536",2020-04-10,NA,NA,1610.94403172782,1898.29218594638,1323.59587750927
"537",2020-04-17,NA,NA,1550.74403172782,1840.54601463791,1260.94204881773
"538",2020-04-24,NA,NA,1577.44403172783,1869.67923984695,1285.2088236087
"539",2020-05-01,NA,NA,1491.54403172782,1786.19237200864,1196.895691447
"540",2020-05-08,NA,NA,1528.64403172781,1825.68590082383,1231.6021626318
"541",2020-05-15,NA,NA,1538.74403172782,1838.16029641941,1239.32776703623
"542",2020-05-22,NA,NA,1405.64403172782,1707.41601042643,1103.87205302921
"543",2020-05-29,NA,NA,1365.54403172782,1669.65347698312,1061.43458647252
"544",2020-06-05,NA,NA,1478.54403172782,1784.97311366897,1172.11494978667
"545",2020-06-12,NA,NA,1429.24403172782,1737.9753223757,1120.51274107994
"546",2020-06-19,NA,NA,1420.94403172782,1731.96049012017,1109.92757333547
"547",2020-06-26,NA,NA,1431.64403172782,1744.9289898039,1118.35907365175
"548",2020-07-03,NA,NA,1375.14403172782,1690.68118092351,1059.60688253214
"549",2020-07-10,NA,NA,1383.14403172782,1700.91741023576,1065.37065321987
"550",2020-07-17,NA,NA,1361.54403172782,1681.53801238083,1041.5500510748
"551",2020-07-24,NA,NA,1382.64403172782,1704.84331046689,1060.44475298876
"552",2020-07-31,NA,NA,1375.44403172783,1699.83361661887,1051.05444683678
"553",2020-08-07,NA,NA,1366.74403172782,1693.30923249422,1040.17883096143
"554",2020-08-14,NA,NA,1376.44403172782,1705.17044976781,1047.71761368782
"555",2020-08-21,NA,NA,1322.74403172782,1653.61755058846,991.870512867191
"556",2020-08-28,NA,NA,1316.44403172782,1649.45080800876,983.43725544687
"557",2020-09-04,NA,NA,1428.94403172782,1764.0704863906,1093.81757706505
"558",2020-09-11,NA,NA,1420.24403172782,1757.47684178736,1083.01122166829
"559",2020-09-18,NA,NA,1444.74403172781,1784.07012230509,1105.41794115053
"560",2020-09-25,NA,NA,1436.14403172782,1777.55056844362,1094.73749501203
"561",2020-10-02,NA,NA,1468.84403172782,1812.31841341892,1125.36965003672
"562",2020-10-09,NA,NA,1485.74403172782,1831.27388346844,1140.2141799872
"563",2020-10-16,NA,NA,1520.24403172782,1867.81719813988,1172.67086531576
"564",2020-10-23,NA,NA,1474.44403172782,1824.04857056494,1124.8394928907
"565",2020-10-30,NA,NA,1512.14403172782,1863.76820771879,1160.51985573685
"566",2020-11-06,NA,NA,1581.74403172782,1935.37631066618,1228.11175278946
"567",2020-11-13,NA,NA,1551.34403172782,1906.9730747951,1195.71498866054
"568",2020-11-20,NA,NA,1556.94403172782,1914.55869003863,1199.329373417
"569",2020-11-27,NA,NA,1619.44403172782,1979.03334108583,1259.85472236981
"570",2020-12-04,NA,NA,1619.44403172782,1980.99720758219,1257.89085587344
"571",2020-12-11,NA,NA,1694.94403172782,2058.45046432042,1331.43759913523
"572",2020-12-18,NA,NA,1465.94403172782,1831.39328142195,1100.49478203369
"573",2020-12-25,NA,NA,1541.34507083595,1908.20365565425,1174.48648601766
"574",2021-01-01,NA,NA,1987.34507083597,2356.11294424775,1618.57719742419
"575",2021-01-08,NA,NA,1995.34507083597,2366.01239832305,1624.6777433489
"576",2021-01-15,NA,NA,1921.98143447233,2294.53853193818,1549.42433700649
"577",2021-01-22,NA,NA,1816.70870719961,2191.14603717345,1442.27137722577
"578",2021-01-29,NA,NA,1744.6177981087,2120.92596608237,1368.30963013503
"579",2021-02-05,NA,NA,1728.16325265415,2106.33300354581,1349.99350176248
"580",2021-02-12,NA,NA,1721.16325265415,2101.18546739326,1341.14103791503
"581",2021-02-19,NA,NA,1731.25416174506,2113.11985397335,1349.38846951678
"582",2021-02-26,NA,NA,1655.98143447233,2039.68174735564,1272.28112158902
"583",2021-03-05,NA,NA,1702.35816462941,2091.12965702315,1313.58667223566
"584",2021-03-12,NA,NA,1641.95816462941,2032.87631051794,1251.04001874088
"585",2021-03-19,NA,NA,1552.85816462941,1945.91124027161,1159.80508898721
"586",2021-03-26,NA,NA,1527.05816462941,1922.23463629575,1131.88169296306
"587",2021-04-02,NA,NA,1617.4581646294,2014.74668352408,1220.16964573472
"588",2021-04-09,NA,NA,1617.15816462941,2016.54756200044,1217.76876725838
"589",2021-04-16,NA,NA,1556.95816462941,1958.43744705786,1155.47888220096
"590",2021-04-23,NA,NA,1583.65816462941,1987.2165094894,1180.09981976943
"591",2021-04-30,NA,NA,1497.75816462941,1903.38491571099,1092.13141354783
"592",2021-05-07,NA,NA,1534.8581646294,1942.54282791693,1127.17350134187
"593",2021-05-14,NA,NA,1544.95816462941,1954.69040422831,1135.22592503051
"594",2021-05-21,NA,NA,1411.85816462941,1823.62779883475,1000.08853042407
"595",2021-05-28,NA,NA,1371.75816462941,1785.55516212995,957.961167128858
"596",2021-06-04,NA,NA,1484.7581646294,1900.57264084126,1068.94368841755
"597",2021-06-11,NA,NA,1435.4581646294,1853.28037815353,1017.63595110527
"598",2021-06-18,NA,NA,1427.15816462941,1846.97851382781,1007.337815431
"599",2021-06-25,NA,NA,1437.85816462941,1859.66718431479,1016.04914494403
"600",2021-07-02,NA,NA,1381.35816462941,1805.14652286357,957.569806395247
"601",2021-07-09,NA,NA,1389.3581646294,1815.11665962589,963.599669632914
"602",2021-07-16,NA,NA,1367.7581646294,1795.47772175596,940.038607502842
"603",2021-07-23,NA,NA,1388.85816462941,1818.52983350625,959.186495752566
"604",2021-07-30,NA,NA,1381.65816462941,1813.27311631931,950.04321293951
"605",2021-08-06,NA,NA,1372.95816462941,1806.50768891602,939.408640342802
"606",2021-08-13,NA,NA,1382.6581646294,1818.13366738014,947.182661878659
"607",2021-08-20,NA,NA,1328.95816462941,1766.35116523971,891.565164019114
"608",2021-08-27,NA,NA,1322.6581646294,1761.96029354497,883.35603571384
"609",2021-09-03,NA,NA,1435.15816462941,1876.36116094359,993.955168315225
"610",2021-09-10,NA,NA,1426.45816462941,1869.55387375271,983.362455506108
"611",2021-09-17,NA,NA,1450.9581646294,1895.93853602835,1005.97779323044
"612",2021-09-24,NA,NA,1442.35816462941,1889.21524963223,995.50107962659
"613",2021-10-01,NA,NA,1475.05816462941,1923.78411429589,1026.33221496293
"614",2021-10-08,NA,NA,1491.95816462941,1942.54522768266,1041.37110157616
"615",2021-10-15,NA,NA,1526.4581646294,1978.89868544713,1074.01764381167
"616",2021-10-22,NA,NA,1480.65816462941,1934.9445812926,1026.37174796621
"617",2021-10-29,NA,NA,1518.35816462941,1974.48300702626,1062.23332223255
"618",2021-11-05,NA,NA,1587.9581646294,2045.91405261254,1130.00227664627
"619",2021-11-12,NA,NA,1557.5581646294,2017.33780622447,1097.77852303433
"620",2021-11-19,NA,NA,1563.1581646294,2024.75435429322,1101.56197496558
"621",2021-11-26,NA,NA,1625.65816462941,2089.0637815559,1162.25254770292
"622",2021-12-03,NA,NA,1625.6581646294,2090.86617110166,1160.45015815715
"623",2021-12-10,NA,NA,1701.15816462941,2168.16160441627,1234.15472484255
"624",2021-12-17,NA,NA,1472.15816462941,1940.95016142503,1003.36616783378
"625",2021-12-24,NA,NA,1547.55920373754,2017.88935828275,1077.22904919233
"626",2021-12-31,NA,NA,1993.55920373756,2465.62812315637,1521.49028431874
"627",2022-01-07,NA,NA,2001.55920373756,2475.36050712113,1527.75790035399
"628",2022-01-14,NA,NA,1928.19556737392,2403.72294355187,1452.66819119596
"629",2022-01-21,NA,NA,1822.9228401012,2300.17004638052,1345.67563382187
"630",2022-01-28,NA,NA,1750.83193101028,2229.79279194585,1271.87107007471
"631",2022-02-04,NA,NA,1734.37738555573,2215.04579175159,1253.70897935988
"632",2022-02-11,NA,NA,1727.37738555573,2209.74729249602,1245.00747861544
"633",2022-02-18,NA,NA,1737.46829464665,2221.53372155536,1253.40286773794
"634",2022-02-25,NA,NA,1662.19556737392,2147.95059610243,1176.44053864541
