"","Week.ended","signal","Total.deaths..all.ages","fit","upr","lwr"
"561",2020-10-02,NA,NA,9950.0730693618,11591.8942368324,8308.25190189119
"562",2020-10-09,NA,NA,10057.8730693618,11699.6942375872,8416.05190113638
"563",2020-10-16,NA,NA,10221.0730693618,11862.8942383419,8579.25190038157
"564",2020-10-23,NA,NA,10191.8730693618,11833.6942390968,8550.05189962681
"565",2020-10-30,NA,NA,10303.3730693618,11945.1942398516,8661.55189887202
"566",2020-11-06,NA,NA,10574.0730693618,12215.8942406063,8932.2518981172
"567",2020-11-13,NA,NA,10489.6730693617,12131.4942413611,8847.8518973624
"568",2020-11-20,NA,NA,10514.3730693618,12156.1942421159,8872.55189660763
"569",2020-11-27,NA,NA,10925.0730693618,12566.8942428707,9283.25189585287
"570",2020-12-04,NA,NA,11145.2730693617,12787.0942436255,9503.45189509803
"571",2020-12-11,NA,NA,11616.6730693618,13258.4942443803,9974.8518943433
"572",2020-12-18,NA,NA,10225.9730693618,11867.794245135,8584.15189358846
"573",2020-12-25,NA,NA,10655.570722957,12291.5722006647,9019.56924524926
"574",2021-01-01,NA,NA,13242.1161775025,14878.1176559614,11606.1146990436
"575",2021-01-08,NA,NA,13143.7525411389,14779.754020349,11507.7510619287
"576",2021-01-15,NA,NA,12613.0252684116,14249.0267483729,10977.0237884502
"577",2021-01-22,NA,NA,12193.2979956843,13829.2994763969,10557.2965149718
"578",2021-01-29,NA,NA,11857.9343593207,13493.9358407845,10221.9328778569
"579",2021-02-05,NA,NA,11734.0252684116,13370.0267506266,10098.0237861966
"580",2021-02-12,NA,NA,11620.570722957,13256.5722059232,9984.56923999082
"581",2021-02-19,NA,NA,11562.9343593207,13198.9358430381,9926.93287560328
"582",2021-02-26,NA,NA,11344.4798138661,12980.4812983348,9708.4783293975
"583",2021-03-05,NA,NA,11467.6410019899,13111.4110405117,9823.87096346815
"584",2021-03-12,NA,NA,11269.7410019899,12913.5110414027,9625.97096257719
"585",2021-03-19,NA,NA,10556.64100199,12200.4110422937,8912.87096168625
"586",2021-03-26,NA,NA,10479.6410019899,12123.4110431846,8835.87096079524
"587",2021-04-02,NA,NA,11035.5410019899,12679.3110440755,9391.77095990423
"588",2021-04-09,NA,NA,10943.94100199,12587.7110449666,9300.17095901335
"589",2021-04-16,NA,NA,10615.1410019899,12258.9110458575,8971.37095812235
"590",2021-04-23,NA,NA,10761.54100199,12405.3110467485,9117.77095723142
"591",2021-04-30,NA,NA,10128.7410019899,11772.5110476395,8484.97095634043
"592",2021-05-07,NA,NA,10365.7410019899,12009.5110485304,8721.97095544942
"593",2021-05-14,NA,NA,10466.5410019899,12110.3110494214,8822.7709545585
"594",2021-05-21,NA,NA,9691.84100198996,11335.6110503124,8048.07095366755
"595",2021-05-28,NA,NA,9408.44100198993,11052.2110512033,7764.67095277656
"596",2021-06-04,NA,NA,10215.0410019899,11858.8110520943,8571.27095188558
"597",2021-06-11,NA,NA,9787.94100198994,11431.7110529852,8144.17095099463
"598",2021-06-18,NA,NA,9790.14100198994,11433.9110538762,8146.37095010366
"599",2021-06-25,NA,NA,9723.04100198996,11366.8110547672,8079.27094921272
"600",2021-07-02,NA,NA,9575.54100198995,11219.3110556582,7931.77094832174
"601",2021-07-09,NA,NA,9633.84100198992,11277.6110565491,7990.07094743074
"602",2021-07-16,NA,NA,9543.84100198993,11187.6110574401,7900.07094653979
"603",2021-07-23,NA,NA,9530.44100198995,11174.2110583311,7886.67094564884
"604",2021-07-30,NA,NA,9509.94100198997,11153.711059222,7866.1709447579
"605",2021-08-06,NA,NA,9555.44100198995,11199.211060113,7911.67094386691
"606",2021-08-13,NA,NA,9578.54100198992,11222.3110610039,7934.77094297591
"607",2021-08-20,NA,NA,9140.24100198996,10784.0110618949,7496.47094208499
"608",2021-08-27,NA,NA,9215.74100198992,10859.5110627859,7571.97094119398
"609",2021-09-03,NA,NA,9785.14100198996,11428.9110636769,8141.37094030305
"610",2021-09-10,NA,NA,9737.64100198996,11381.4110645678,8093.87093941208
"611",2021-09-17,NA,NA,9844.54100198988,11488.3110654587,8200.77093852104
"612",2021-09-24,NA,NA,9915.24100198996,11559.0110663498,8271.47093763015
"613",2021-10-01,NA,NA,10056.94100199,11700.7110672407,8413.1709367392
"614",2021-10-08,NA,NA,10164.7410019899,11808.5110681317,8520.9709358482
"615",2021-10-15,NA,NA,10327.9410019899,11971.7110690226,8684.1709349572
"616",2021-10-22,NA,NA,10298.74100199,11942.5110699136,8654.97093406628
"617",2021-10-29,NA,NA,10410.24100199,12054.0110708046,8766.47093317532
"618",2021-11-05,NA,NA,10680.9410019899,12324.7110716955,9037.17093228431
"619",2021-11-12,NA,NA,10596.5410019899,12240.3110725865,8952.77093139333
"620",2021-11-19,NA,NA,10621.2410019899,12265.0110734775,8977.47093050238
"621",2021-11-26,NA,NA,11031.9410019899,12675.7110743685,9388.17092961144
"622",2021-12-03,NA,NA,11252.1410019899,12895.9110752594,9608.37092872043
"623",2021-12-10,NA,NA,11723.54100199,13367.3110761504,10079.7709278295
"624",2021-12-17,NA,NA,10332.8410019899,11976.6110770413,8689.07092693852
"625",2021-12-24,NA,NA,10762.4386555851,12400.5588333587,9124.31847781155
"626",2021-12-31,NA,NA,13348.9841101307,14987.1042887795,11710.8639314818
"627",2022-01-07,NA,NA,13250.620473767,14888.7406532912,11612.5002942429
"628",2022-01-14,NA,NA,12719.8932010397,14358.0133814392,11081.7730206403
"629",2022-01-21,NA,NA,12300.1659283125,13938.2861095872,10662.0457470378
"630",2022-01-28,NA,NA,11964.8022919488,13602.9224740988,10326.6821097989
"631",2022-02-04,NA,NA,11840.8932010397,13479.013384065,10202.7730180145
"632",2022-02-11,NA,NA,11727.4386555852,13365.5588394857,10089.3184716846
"633",2022-02-18,NA,NA,11669.8022919489,13307.9224767247,10031.682107173
"634",2022-02-25,NA,NA,11451.3477464943,13089.4679321454,9813.22756084318
