"","Week.ended","signal","East","fit","upr","lwr"
"494",2019-06-21,1012.41373307378,1011,NA,NA,NA
"495",2019-06-28,999.889864132913,1028,NA,NA,NA
"496",2019-07-05,985.669873518371,981,NA,NA,NA
"497",2019-07-12,988.665528028587,995,NA,NA,NA
"498",2019-07-19,989.004315163587,994,NA,NA,NA
"499",2019-07-26,1001.31938875605,1024,NA,NA,NA
"500",2019-08-02,977.572797860878,988,NA,NA,NA
"501",2019-08-09,1009.96798689024,1026,NA,NA,NA
"502",2019-08-16,996.166157852852,933,NA,NA,NA
"503",2019-08-23,938.328580647322,964,NA,NA,NA
"504",2019-08-30,953.155274340731,838,NA,NA,NA
"505",2019-09-06,1021.03368254328,1115,NA,NA,NA
"506",2019-09-13,1021.28510127535,1088,NA,NA,NA
"507",2019-09-20,1041.98438687015,1049,NA,NA,NA
"508",2019-09-27,1026.20993725512,1014,NA,NA,NA
"509",2019-10-04,1054.53785551185,1059,NA,NA,NA
"510",2019-10-11,1082.75527286228,1073,NA,NA,NA
"511",2019-10-18,1071.61427057733,1083,NA,NA,NA
"512",2019-10-25,1071.59131116991,1063,NA,NA,NA
"513",2019-11-01,1096.68110768578,1100,NA,NA,NA
"514",2019-11-08,1116.58871488448,1181,NA,NA,NA
"515",2019-11-15,1102.90123581928,1090,NA,NA,NA
"516",2019-11-22,1121.73324399931,1166,NA,NA,NA
"517",2019-11-29,1144.26902666052,1116,NA,NA,NA
"518",2019-12-06,1145.40486577982,1184,NA,NA,NA
"519",2019-12-13,1199.98493187989,1176,NA,NA,NA
"520",2019-12-20,1042.65896276909,1238,NA,NA,NA
"521",2019-12-27,1057.65465655652,716,NA,NA,NA
"522",2020-01-03,1347.52473699792,1162,NA,NA,NA
"523",2020-01-10,1393.08007609284,1573,NA,NA,NA
"524",2020-01-17,1344.27077275984,1457,NA,NA,NA
"525",2020-01-24,1331.57892465304,1410,NA,NA,NA
"526",2020-01-31,1255.49050525162,1286,NA,NA,NA
"527",2020-02-07,1240.82836444134,1259,NA,NA,NA
"528",2020-02-14,1216.988947054,1172,NA,NA,NA
"529",2020-02-21,1219.35454867393,1167,NA,NA,NA
"530",2020-02-28,1187.38029892693,1115,NA,NA,NA
"531",2020-03-06,NA,NA,1178.81832881962,1380.11361764131,977.523039997929
"532",2020-03-13,NA,NA,1173.11832881962,1376.53209128865,969.704566350593
"533",2020-03-20,NA,NA,1062.91832881962,1268.42872812293,857.407929516318
"534",2020-03-27,NA,NA,1090.01832881962,1297.60418980683,882.432467832407
"535",2020-04-03,NA,NA,1146.61832881962,1356.25910524873,936.977552390507
"536",2020-04-10,NA,NA,1164.31832881962,1375.9940728287,952.642584810542
"537",2020-04-17,NA,NA,1093.01832881962,1306.70966243378,879.326995205468
"538",2020-04-24,NA,NA,1120.81832881962,1336.50641732197,905.130240317283
"539",2020-05-01,NA,NA,1036.81832881962,1254.48485583237,819.151801806874
"540",2020-05-08,NA,NA,1072.51832881962,1292.14547295665,852.891184682586
"541",2020-05-15,NA,NA,1077.81832881962,1299.38874178532,856.247915853932
"542",2020-05-22,NA,NA,992.618328819624,1216.11511484078,769.12154279847
"543",2020-05-29,NA,NA,953.118328819622,1178.52502530795,727.711632331289
"544",2020-06-05,NA,NA,1050.21832881962,1277.51888817173,822.917769467513
"545",2020-06-12,NA,NA,1017.31832881962,1246.49710126982,788.139556369426
"546",2020-06-19,NA,NA,1010.81832881962,1241.86004626861,779.776611370638
"547",2020-06-26,NA,NA,996.118328819625,1229.00808956873,763.228568070521
"548",2020-07-03,NA,NA,980.418328819624,1215.14158314644,745.695074492805
"549",2020-07-10,NA,NA,981.81832881962,1218.36086533635,745.275792302886
"550",2020-07-17,NA,NA,980.71832881962,1219.06626156033,742.370396078914
"551",2020-07-24,NA,NA,991.718328819625,1231.85808500707,751.578572632179
"552",2020-07-31,NA,NA,967.218328819626,1209.13663726643,725.30002037282
"553",2020-08-07,NA,NA,999.118328819623,1242.80220892203,755.434448717221
"554",2020-08-14,NA,NA,985.218328819622,1230.65508010549,739.781577533756
"555",2020-08-21,NA,NA,925.718328819626,1172.89552101534,678.541136623911
"556",2020-08-28,NA,NA,939.518328819621,1188.4237924032,690.612865236043
"557",2020-09-04,NA,NA,1003.51832881962,1254.14014602985,752.896511609404
"558",2020-09-11,NA,NA,1002.21832881962,1254.5448250933,749.891832545944
"559",2020-09-18,NA,NA,1023.01832881962,1277.03806463113,768.998593008109
"560",2020-09-25,NA,NA,1007.51832881963,1263.2200918987,751.816565740551
"561",2020-10-02,NA,NA,1035.81832881963,1293.1911267252,778.445530914049
"562",2020-10-09,NA,NA,1064.11832881962,1323.15138184905,805.085275790203
"563",2020-10-16,NA,NA,1052.81832881962,1313.50106323397,792.135594405275
"564",2020-10-23,NA,NA,1052.91832881963,1315.2403703673,790.596287271953
"565",2020-10-30,NA,NA,1077.91832881963,1341.86949654149,813.96716109776
"566",2020-11-06,NA,NA,1097.81832881962,1363.38862912019,832.248028519054
"567",2020-11-13,NA,NA,1085.71832881962,1352.89794978973,818.538707849509
"568",2020-11-20,NA,NA,1105.81832881962,1374.59763479709,837.039022842154
"569",2020-11-27,NA,NA,1130.71832881963,1401.08785517518,860.34880246407
"570",2020-12-04,NA,NA,1133.51832881962,1405.46877695627,861.567880682969
"571",2020-12-11,NA,NA,1190.71832881963,1464.24056137436,917.196096264898
"572",2020-12-18,NA,NA,1035.41832881962,1310.503365057,760.33329258224
"573",2020-12-25,NA,NA,1057.2774329318,1333.54898207058,781.005883793015
"574",2021-01-01,NA,NA,1345.55016020454,1623.35629523143,1067.74402517764
"575",2021-01-08,NA,NA,1384.91379656817,1664.24608695656,1105.58150617979
"576",2021-01-15,NA,NA,1334.36834202271,1615.21849468185,1053.51818936358
"577",2021-01-22,NA,NA,1322.73197838635,1605.09183396731,1040.3721228054
"578",2021-01-29,NA,NA,1249.64106929544,1533.50259863455,965.779539956332
"579",2021-02-05,NA,NA,1238.73197838635,1524.08727907967,953.376677693024
"580",2021-02-12,NA,NA,1219.09561474999,1505.93690785267,932.254321647307
"581",2021-02-19,NA,NA,1224.55016020453,1512.86978704922,936.230533359853
"582",2021-02-26,NA,NA,1194.36834202272,1484.1587611516,904.577922893831
"583",2021-03-05,NA,NA,1185.80637191541,1479.47258103366,892.14016279716
"584",2021-03-12,NA,NA,1180.10637191541,1475.4927163306,884.720027500215
"585",2021-03-19,NA,NA,1069.90637191541,1367.00289252119,772.809851309632
"586",2021-03-26,NA,NA,1097.00637191541,1395.8032806095,798.209463221311
"587",2021-04-02,NA,NA,1153.6063719154,1454.09404676121,853.118697069601
"588",2021-04-09,NA,NA,1171.30637191541,1473.47535249304,869.137391337779
"589",2021-04-16,NA,NA,1100.00637191541,1403.84735485289,796.165388977931
"590",2021-04-23,NA,NA,1127.80637191541,1433.31020659102,822.302537239802
"591",2021-04-30,NA,NA,1043.80637191541,1350.96405632293,736.648687507889
"592",2021-05-07,NA,NA,1079.50637191541,1388.30904868437,770.703695146441
"593",2021-05-14,NA,NA,1084.80637191541,1395.24532447898,774.367419351841
"594",2021-05-21,NA,NA,999.606371915412,1311.6730208189,687.539723011919
"595",2021-05-28,NA,NA,960.106371915409,1273.79227125892,646.420472571904
"596",2021-06-04,NA,NA,1057.20637191541,1372.5032059243,741.909537906515
"597",2021-06-11,NA,NA,1024.30637191541,1341.2059516329,707.406792197921
"598",2021-06-18,NA,NA,1017.80637191541,1336.30063201158,699.312111819237
"599",2021-06-25,NA,NA,1003.10637191541,1323.18736760759,683.025376223232
"600",2021-07-02,NA,NA,987.406371915411,1309.06627599484,665.746467835985
"601",2021-07-09,NA,NA,988.806371915408,1312.0374718756,665.575271955218
"602",2021-07-16,NA,NA,987.706371915407,1312.50106717776,662.911676653057
"603",2021-07-23,NA,NA,998.706371915413,1325.05717114785,672.355572682974
"604",2021-07-30,NA,NA,974.206371915414,1302.10589044013,646.306853390699
"605",2021-08-06,NA,NA,1006.10637191541,1335.54732920188,676.665414628938
"606",2021-08-13,NA,NA,992.206371915409,1323.18158915518,661.231154675634
"607",2021-08-20,NA,NA,932.706371915414,1265.2087696752,600.203974155631
"608",2021-08-27,NA,NA,946.506371915409,1280.52896786528,612.483775965534
"609",2021-09-03,NA,NA,1010.50637191541,1346.04227862911,674.970465201717
"610",2021-09-10,NA,NA,1009.20637191541,1346.24879473971,672.163949091118
"611",2021-09-17,NA,NA,1030.00637191541,1368.5486069059,691.464136924912
"612",2021-09-24,NA,NA,1014.50637191541,1354.54180383604,674.470939994787
"613",2021-10-01,NA,NA,1042.80637191541,1384.32847229917,701.284271531654
"614",2021-10-08,NA,NA,1071.10637191541,1414.10869718395,728.104046646873
"615",2021-10-15,NA,NA,1059.80637191541,1404.28256155515,715.330182275672
"616",2021-10-22,NA,NA,1059.90637191541,1405.85014670808,713.962597122744
"617",2021-10-29,NA,NA,1084.90637191541,1432.31153222091,737.501211609914
"618",2021-11-05,NA,NA,1104.80637191541,1453.66679600501,755.945947825807
"619",2021-11-12,NA,NA,1092.70637191541,1443.01601435344,742.396729477369
"620",2021-11-19,NA,NA,1112.80637191541,1464.55926198762,761.053481843198
"621",2021-11-26,NA,NA,1137.70637191541,1490.89661210226,784.516131728568
"622",2021-12-03,NA,NA,1140.50637191541,1495.12813640869,785.884607422123
"623",2021-12-10,NA,NA,1197.70637191541,1553.75390517666,841.658838654167
"624",2021-12-17,NA,NA,1042.40637191541,1399.87398727449,684.938756556329
"625",2021-12-24,NA,NA,1064.26547602758,1422.98577094745,705.545181107716
"626",2021-12-31,NA,NA,1352.53820330032,1712.63852693473,992.43787966591
"627",2022-01-07,NA,NA,1391.90183966396,1753.37692341915,1030.42675590877
"628",2022-01-14,NA,NA,1341.3563851185,1704.20102028627,978.51174995073
"629",2022-01-21,NA,NA,1329.72002148214,1693.92905811392,965.510984850366
"630",2022-01-28,NA,NA,1256.62911239123,1622.1974582015,891.060766580959
"631",2022-02-04,NA,NA,1245.72002148214,1612.64264078036,878.797402183911
"632",2022-02-11,NA,NA,1226.08365784577,1594.35557049576,857.811745195782
"633",2022-02-18,NA,NA,1231.53820330032,1601.15448370622,861.921922894418
"634",2022-02-25,NA,NA,1201.3563851185,1572.3121612365,830.400609000504
