"","Week.ended","signal","Female.45.64","fit","upr","lwr"
"1",2010-01-08,483.108803870823,676,NA,NA,NA
"2",2010-01-15,589.486403626538,570,NA,NA,NA
"3",2010-01-22,570.353873770216,566,NA,NA,NA
"4",2010-01-29,542.774691157464,530,NA,NA,NA
"5",2010-02-05,549.764121037793,544,NA,NA,NA
"6",2010-02-12,522.309454656551,486,NA,NA,NA
"7",2010-02-19,529.920610019177,516,NA,NA,NA
"8",2010-02-26,524.647909740927,535,NA,NA,NA
"9",2010-03-05,534.174625021771,487,NA,NA,NA
"10",2010-03-12,515.695949325774,533,NA,NA,NA
"11",2010-03-19,524.610878242724,532,NA,NA,NA
"12",2010-03-26,514.751075151547,502,NA,NA,NA
"13",2010-04-02,477.314387196929,421,NA,NA,NA
"14",2010-04-09,476.9797859083,478,NA,NA,NA
"15",2010-04-16,502.443335176569,496,NA,NA,NA
"16",2010-04-23,491.718564916538,486,NA,NA,NA
"17",2010-04-30,492.10416126539,480,NA,NA,NA
"18",2010-05-07,499.511700025937,452,NA,NA,NA
"19",2010-05-14,465.905367949792,499,NA,NA,NA
"20",2010-05-21,499.839041957059,479,NA,NA,NA
"21",2010-05-28,488.710492959186,463,NA,NA,NA
"22",2010-06-04,462.228551917787,430,NA,NA,NA
"23",2010-06-11,452.005034763763,512,NA,NA,NA
"24",2010-06-18,484.072758795477,466,NA,NA,NA
"25",2010-06-25,479.073245106648,459,NA,NA,NA
"26",2010-07-02,462.010120176901,441,NA,NA,NA
"27",2010-07-09,474.685082372449,472,NA,NA,NA
"28",2010-07-16,465.564912082691,440,NA,NA,NA
"29",2010-07-23,469.891085840538,478,NA,NA,NA
"30",2010-07-30,467.002559766733,439,NA,NA,NA
"31",2010-08-06,474.164796705868,511,NA,NA,NA
"32",2010-08-13,458.260258824519,451,NA,NA,NA
"33",2010-08-20,461.168882333265,461,NA,NA,NA
"34",2010-08-27,468.477811991738,476,NA,NA,NA
"35",2010-09-03,428.573105435151,422,NA,NA,NA
"36",2010-09-10,446.980314597666,460,NA,NA,NA
"37",2010-09-17,475.263921687224,460,NA,NA,NA
"38",2010-09-24,467.575199199075,446,NA,NA,NA
"39",2010-10-01,469.225588210923,484,NA,NA,NA
"40",2010-10-08,473.449194183541,483,NA,NA,NA
"41",2010-10-15,494.555486464716,508,NA,NA,NA
"42",2010-10-22,480.437406544916,499,NA,NA,NA
"43",2010-10-29,471.885676373869,460,NA,NA,NA
"44",2010-11-05,495.455492545317,484,NA,NA,NA
"45",2010-11-12,500.746075222442,511,NA,NA,NA
"46",2010-11-19,505.518069594766,484,NA,NA,NA
"47",2010-11-26,492.829071902591,485,NA,NA,NA
"48",2010-12-03,506.954266744298,502,NA,NA,NA
"49",2010-12-10,504.18844267591,542,NA,NA,NA
"50",2010-12-17,519.054073853413,565,NA,NA,NA
"51",2010-12-24,538.436414300964,593,NA,NA,NA
"52",2010-12-31,450.619841933759,510,NA,NA,NA
"53",2011-01-07,485.684744887052,619,NA,NA,NA
"54",2011-01-14,592.046127190705,717,NA,NA,NA
"55",2011-01-21,572.635538690566,564,NA,NA,NA
"56",2011-01-28,544.786059231971,537,NA,NA,NA
"57",2011-02-04,551.496148879385,570,NA,NA,NA
"58",2011-02-11,523.718149309053,523,NA,NA,NA
"59",2011-02-18,530.941451599085,508,NA,NA,NA
