"","Week.ended","signal","All.45.64","fit","upr","lwr"
"1",2010-01-08,1143.10286388214,1570,NA,NA,NA
"2",2010-01-15,1426.11427072606,1465,NA,NA,NA
"3",2010-01-22,1413.68027186057,1392,NA,NA,NA
"4",2010-01-29,1372.83731705832,1300,NA,NA,NA
"5",2010-02-05,1357.87479810706,1308,NA,NA,NA
"6",2010-02-12,1312.83533825641,1239,NA,NA,NA
"7",2010-02-19,1322.58750381597,1276,NA,NA,NA
"8",2010-02-26,1299.61945228063,1315,NA,NA,NA
"9",2010-03-05,1315.43724017596,1230,NA,NA,NA
"10",2010-03-12,1266.9801409995,1259,NA,NA,NA
"11",2010-03-19,1310.86210839893,1307,NA,NA,NA
"12",2010-03-26,1288.31172941857,1227,NA,NA,NA
"13",2010-04-02,1210.19027742754,1035,NA,NA,NA
"14",2010-04-09,1188.03721750829,1242,NA,NA,NA
"15",2010-04-16,1250.3706840474,1276,NA,NA,NA
"16",2010-04-23,1247.55025697471,1243,NA,NA,NA
"17",2010-04-30,1219.5393982332,1220,NA,NA,NA
"18",2010-05-07,1255.52757093315,1119,NA,NA,NA
"19",2010-05-14,1176.60283533392,1262,NA,NA,NA
"20",2010-05-21,1217.99852562318,1165,NA,NA,NA
"21",2010-05-28,1240.70566180396,1205,NA,NA,NA
"22",2010-06-04,1151.78788024912,1080,NA,NA,NA
"23",2010-06-11,1111.52105505056,1292,NA,NA,NA
"24",2010-06-18,1221.07471671107,1182,NA,NA,NA
"25",2010-06-25,1187.21054512225,1145,NA,NA,NA
"26",2010-07-02,1176.3351343391,1161,NA,NA,NA
"27",2010-07-09,1183.39197044768,1203,NA,NA,NA
"28",2010-07-16,1173.00757457275,1174,NA,NA,NA
"29",2010-07-23,1182.22109181456,1200,NA,NA,NA
"30",2010-07-30,1154.59722336968,1075,NA,NA,NA
"31",2010-08-06,1170.24073285501,1211,NA,NA,NA
"32",2010-08-13,1157.29853329819,1086,NA,NA,NA
"33",2010-08-20,1172.70626109343,1144,NA,NA,NA
"34",2010-08-27,1167.77435273506,1160,NA,NA,NA
"35",2010-09-03,1079.55879237245,1045,NA,NA,NA
"36",2010-09-10,1106.91590262437,1176,NA,NA,NA
"37",2010-09-17,1197.02774206484,1206,NA,NA,NA
"38",2010-09-24,1180.22071454112,1131,NA,NA,NA
"39",2010-10-01,1183.51718888561,1160,NA,NA,NA
"40",2010-10-08,1172.06311543752,1214,NA,NA,NA
"41",2010-10-15,1216.42085664024,1315,NA,NA,NA
"42",2010-10-22,1194.87130451942,1205,NA,NA,NA
"43",2010-10-29,1200.00045366465,1198,NA,NA,NA
"44",2010-11-05,1216.13380938617,1215,NA,NA,NA
"45",2010-11-12,1224.66954929473,1221,NA,NA,NA
"46",2010-11-19,1252.01300557254,1185,NA,NA,NA
"47",2010-11-26,1234.09737754682,1198,NA,NA,NA
"48",2010-12-03,1247.75765548973,1199,NA,NA,NA
"49",2010-12-10,1276.32046157509,1396,NA,NA,NA
"50",2010-12-17,1283.63160419054,1466,NA,NA,NA
"51",2010-12-24,1331.0592605067,1463,NA,NA,NA
"52",2010-12-31,1123.6094703624,1254,NA,NA,NA
"53",2011-01-07,1148.27520716806,1548,NA,NA,NA
"54",2011-01-14,1430.81977551276,1701,NA,NA,NA
"55",2011-01-21,1417.43256950055,1403,NA,NA,NA
"56",2011-01-28,1375.62116700211,1363,NA,NA,NA
"57",2011-02-04,1359.56357716187,1337,NA,NA,NA
"58",2011-02-11,1313.37161608184,1279,NA,NA,NA
"59",2011-02-18,1321.88829565631,1283,NA,NA,NA
"60",2011-02-25,1297.668568155,1213,NA,NA,NA
"61",2011-03-04,1312.4450644825,1274,NA,NA,NA
"62",2011-03-11,1262.84785806639,1213,NA,NA,NA
"63",2011-03-18,1305.67775812916,1260,NA,NA,NA
"64",2011-03-25,1282.16324222738,1179,NA,NA,NA
"65",2011-04-01,1203.16565914342,1226,NA,NA,NA
"66",2011-04-08,1179.7200597525,1245,NA,NA,NA
"67",2011-04-15,1240.73718897423,1205,NA,NA,NA
"68",2011-04-22,1236.72946675603,1057,NA,NA,NA
"69",2011-04-29,1207.89968166763,997,NA,NA,NA
"70",2011-05-06,1243.51337878504,1302,NA,NA,NA
"71",2011-05-13,1163.80408958222,1358,NA,NA,NA
"72",2011-05-20,1204.18644305032,1191,NA,NA,NA
"73",2011-05-27,1225.79652511811,1233,NA,NA,NA
"74",2011-06-03,1135.69145963847,1050,NA,NA,NA
"75",2011-06-10,1094.26658711712,1197,NA,NA,NA
"76",2011-06-17,1202.82568562789,1227,NA,NA,NA
"77",2011-06-24,1167.83395012044,1126,NA,NA,NA
"78",2011-07-01,1155.83018351047,1131,NA,NA,NA
"79",2011-07-08,1161.77863008768,1155,NA,NA,NA
"80",2011-07-15,1150.34133084394,1163,NA,NA,NA
"81",2011-07-22,1158.47741280933,1168,NA,NA,NA
"82",2011-07-29,1129.79347057204,1118,NA,NA,NA
"83",2011-08-05,1144.23432777636,1182,NA,NA,NA
"84",2011-08-12,1130.09577090339,1174,NA,NA,NA
"85",2011-08-19,1144.06489172718,1119,NA,NA,NA
"86",2011-08-26,1137.6867192852,1133,NA,NA,NA
"87",2011-09-02,1048.01840212887,1018,NA,NA,NA
"88",2011-09-09,1073.91320800377,1149,NA,NA,NA
"89",2011-09-16,1162.55012053394,1159,NA,NA,NA
"90",2011-09-23,1144.2944982972,1107,NA,NA,NA
"91",2011-09-30,1146.11729934797,1172,NA,NA,NA
"92",2011-10-07,1133.08567396677,1065,NA,NA,NA
"93",2011-10-14,1176.09721990112,1202,NA,NA,NA
"94",2011-10-21,1153.35429718022,1130,NA,NA,NA
"95",2011-10-28,1157.36048413623,1195,NA,NA,NA
"96",2011-11-04,1172.28752229795,1262,NA,NA,NA
"97",2011-11-11,1179.42591205969,1149,NA,NA,NA
"98",2011-11-18,1205.4282817691,1208,NA,NA,NA
"99",2011-11-25,1186.0252436407,1158,NA,NA,NA
"100",2011-12-02,1198.18113730759,1209,NA,NA,NA
"101",2011-12-09,1225.11428094919,1268,NA,NA,NA
"102",2011-12-16,1230.95724402185,1243,NA,NA,NA
"103",2011-12-23,1277.27488345275,1268,NA,NA,NA
"104",2011-12-30,1069.01202621214,915,NA,NA,NA
"105",2012-01-06,1093.46274079197,1255,NA,NA,NA
"106",2012-01-13,1376.29315031649,1370,NA,NA,NA
"107",2012-01-20,1363.77315678412,1204,NA,NA,NA
"108",2012-01-27,1323.13459057556,1240,NA,NA,NA
"109",2012-02-03,1308.39811343972,1245,NA,NA,NA
"110",2012-02-10,1263.61313238301,1237,NA,NA,NA
"111",2012-02-17,1273.52047735463,1164,NA,NA,NA
"112",2012-02-24,1250.83994139091,1220,NA,NA,NA
"113",2012-03-02,1267.04243781853,1310,NA,NA,NA
"114",2012-03-09,1218.70005715013,1185,NA,NA,NA
"115",2012-03-16,1262.75082718452,1238,NA,NA,NA
"116",2012-03-23,1240.41317587026,1256,NA,NA,NA
"117",2012-03-30,1162.34274840816,1170,NA,NA,NA
"118",2012-04-06,1139.85621919189,1072,NA,NA,NA
"119",2012-04-13,1202.11237879112,1155,NA,NA,NA
"120",2012-04-20,1199.36760682661,1313,NA,NA,NA
"121",2012-04-27,1171.18388739674,1227,NA,NA,NA
"122",2012-05-04,1206.88279722197,1171,NA,NA,NA
"123",2012-05-11,1127.45716179391,1063,NA,NA,NA
"124",2012-05-18,1168.6670676055,1212,NA,NA,NA
"125",2012-05-25,1190.98585244293,1177,NA,NA,NA
"126",2012-06-01,1101.63404688706,1190,NA,NA,NA
"127",2012-06-08,1060.59642441816,846,NA,NA,NA
"128",2012-06-15,1170.21005770703,1217,NA,NA,NA
"129",2012-06-22,1136.22530058271,1147,NA,NA,NA
"130",2012-06-29,1125.11788630014,1130,NA,NA,NA
"131",2012-07-06,1131.90020585435,1098,NA,NA,NA
"132",2012-07-13,1121.35381114002,1123,NA,NA,NA
"133",2012-07-20,1130.40395480136,1124,NA,NA,NA
"134",2012-07-27,1102.66756477038,1157,NA,NA,NA
"135",2012-08-03,1117.91692388785,1153,NA,NA,NA
"136",2012-08-10,1104.59250992107,1124,NA,NA,NA
"137",2012-08-17,1119.42728566743,1108,NA,NA,NA
"138",2012-08-24,1113.88609083771,1144,NA,NA,NA
"139",2012-08-31,1024.9815721435,952,NA,NA,NA
"140",2012-09-07,1051.73051991421,1164,NA,NA,NA
"141",2012-09-14,1141.14338616844,1106,NA,NA,NA
"142",2012-09-21,1123.73015232756,1173,NA,NA,NA
"143",2012-09-28,1126.21331330078,1094,NA,NA,NA
"144",2012-10-05,1113.96421278895,1122,NA,NA,NA
"145",2012-10-12,1157.59821453403,1162,NA,NA,NA
"146",2012-10-19,1135.52296015548,1120,NA,NA,NA
"147",2012-10-26,1140.18034763089,1149,NA,NA,NA
"148",2012-11-02,1155.81918904281,1158,NA,NA,NA
"149",2012-11-09,1163.85344462109,1172,NA,NA,NA
"150",2012-11-16,1190.67056953175,1197,NA,NA,NA
"151",2012-11-23,1172.07438484534,1203,NA,NA,NA
"152",2012-11-30,1184.91316943002,1136,NA,NA,NA
"153",2012-12-07,1212.65480917361,1219,NA,NA,NA
"154",2012-12-14,1219.38310617907,1213,NA,NA,NA
"155",2012-12-21,1266.62482565149,1315,NA,NA,NA
"156",2012-12-28,1059.16482126705,817,NA,NA,NA
"157",2013-01-04,1084.60375738493,1179,NA,NA,NA
"158",2013-01-11,1368.56357332698,1481,NA,NA,NA
"159",2013-01-18,1356.92332033175,1305,NA,NA,NA
"160",2013-01-25,1316.93770681983,1216,NA,NA,NA
"161",2013-02-01,1302.89161897229,1288,NA,NA,NA
"162",2013-02-08,1258.69502720561,1235,NA,NA,NA
"163",2013-02-15,1269.18462524311,1307,NA,NA,NA
"164",2013-02-22,1246.77652287009,1170,NA,NA,NA
"165",2013-03-01,1263.34804884494,1242,NA,NA,NA
"166",2013-03-08,1215.50992028076,1287,NA,NA,NA
"167",2013-03-15,1259.84374742486,1261,NA,NA,NA
"168",2013-03-22,1237.73467552367,1245,NA,NA,NA
"169",2013-03-29,1159.91032601705,1031,NA,NA,NA
"170",2013-04-05,1137.95705058356,1245,NA,NA,NA
"171",2013-04-12,1200.37868404065,1351,NA,NA,NA
"172",2013-04-19,1197.3835893125,1352,NA,NA,NA
"173",2013-04-26,1168.86336546927,1226,NA,NA,NA
"174",2013-05-03,1204.22299407289,1225,NA,NA,NA
"175",2013-05-10,1124.33893255642,1046,NA,NA,NA
"176",2013-05-17,1165.11960302218,1199,NA,NA,NA
"177",2013-05-24,1187.02902941081,1133,NA,NA,NA
"178",2013-05-31,1097.35206864585,1036,NA,NA,NA
"179",2013-06-07,1056.30411969599,1164,NA,NA,NA
"180",2013-06-14,1165.22970664634,1158,NA,NA,NA
"181",2013-06-21,1130.67049630456,1137,NA,NA,NA
"182",2013-06-28,1118.99797621172,1104,NA,NA,NA
"183",2013-07-05,1125.25699403075,1173,NA,NA,NA
"184",2013-07-12,1114.01561732366,1092,NA,NA,NA
"185",2013-07-19,1122.42053530254,1153,NA,NA,NA
"186",2013-07-26,1093.96115044156,1069,NA,NA,NA
"187",2013-08-02,1108.65425416648,1091,NA,NA,NA
"188",2013-08-09,1094.88448145422,1056,NA,NA,NA
"189",2013-08-16,1109.39647546379,1134,NA,NA,NA
"190",2013-08-23,1103.45673290721,1042,NA,NA,NA
"191",2013-08-30,1014.34622225491,964,NA,NA,NA
"192",2013-09-06,1040.84158020099,1098,NA,NA,NA
"193",2013-09-13,1130.11674478362,1099,NA,NA,NA
"194",2013-09-20,1112.55734200466,1094,NA,NA,NA
"195",2013-09-27,1115.03696181171,1180,NA,NA,NA
"196",2013-10-04,1102.5799766166,1134,NA,NA,NA
"197",2013-10-11,1145.95692104542,1102,NA,NA,NA
"198",2013-10-18,1123.72629857871,1166,NA,NA,NA
"199",2013-10-25,1128.10678250056,1131,NA,NA,NA
"200",2013-11-01,1143.48118253235,1103,NA,NA,NA
"201",2013-11-08,1151.34070684683,1133,NA,NA,NA
"202",2013-11-15,1178.03879820449,1222,NA,NA,NA
"203",2013-11-22,1159.24444745608,1183,NA,NA,NA
"204",2013-11-29,1171.9001432665,1127,NA,NA,NA
"205",2013-12-06,1199.45025559959,1192,NA,NA,NA
"206",2013-12-13,1206.01603441335,1141,NA,NA,NA
"207",2013-12-20,1253.21852967035,1280,NA,NA,NA
"208",2013-12-27,1045.76470855245,796,NA,NA,NA
"209",2014-01-03,1071.22580906471,1269,NA,NA,NA
"210",2014-01-10,1354.99040509696,1391,NA,NA,NA
"211",2014-01-17,1343.31564338726,1326,NA,NA,NA
"212",2014-01-24,1303.22274775131,1228,NA,NA,NA
"213",2014-01-31,1289.01530407665,1249,NA,NA,NA
"214",2014-02-07,1244.71018684845,1246,NA,NA,NA
"215",2014-02-14,1255.03872102311,1196,NA,NA,NA
"216",2014-02-21,1232.67322066147,1191,NA,NA,NA
"217",2014-02-28,1249.2135330318,1240,NA,NA,NA
"218",2014-03-07,1201.31867426773,1170,NA,NA,NA
"219",2014-03-14,1245.81195860794,1276,NA,NA,NA
"220",2014-03-21,1223.80129553313,1225,NA,NA,NA
"221",2014-03-28,1146.08811180918,1206,NA,NA,NA
"222",2014-04-04,1123.84894469768,1174,NA,NA,NA
"223",2014-04-11,1186.10431938703,1160,NA,NA,NA
"224",2014-04-18,1183.31458653072,951,NA,NA,NA
"225",2014-04-25,1155.81336738131,1087,NA,NA,NA
"226",2014-05-02,1192.4568497493,1283,NA,NA,NA
"227",2014-05-09,1113.7099369698,1015,NA,NA,NA
"228",2014-05-16,1155.6705925481,1162,NA,NA,NA
"229",2014-05-23,1178.81793857774,1144,NA,NA,NA
"230",2014-05-30,1090.33850015743,986,NA,NA,NA
"231",2014-06-06,1050.57846590046,1170,NA,NA,NA
"232",2014-06-13,1160.76731070794,1136,NA,NA,NA
"233",2014-06-20,1127.50823649297,1144,NA,NA,NA
"234",2014-06-27,1117.11448321353,1173,NA,NA,NA
"235",2014-07-04,1124.50321324529,1143,NA,NA,NA
"236",2014-07-11,1114.4530480273,1098,NA,NA,NA
"237",2014-07-18,1124.03748046244,1180,NA,NA,NA
"238",2014-07-25,1096.70423428654,1109,NA,NA,NA
"239",2014-08-01,1112.44513243719,1114,NA,NA,NA
"240",2014-08-08,1099.68276099496,1155,NA,NA,NA
"241",2014-08-15,1115.0040678448,1151,NA,NA,NA
"242",2014-08-22,1109.84968204653,1128,NA,NA,NA
"243",2014-08-29,1021.35712955697,988,NA,NA,NA
