"","Week.ended","signal","Male.Under.1.year","fit","upr","lwr"
"479",2019-03-08,28.2899651407044,32,NA,NA,NA
"480",2019-03-15,28.78155260096,30,NA,NA,NA
"481",2019-03-22,28.0721989863042,29,NA,NA,NA
"482",2019-03-29,25.8621287791579,26,NA,NA,NA
"483",2019-04-05,29.9519520863742,21,NA,NA,NA
"484",2019-04-12,26.5486894856747,31,NA,NA,NA
"485",2019-04-19,28.8419888894972,24,NA,NA,NA
"486",2019-04-26,27.3390280315051,16,NA,NA,NA
"487",2019-05-03,26.9448249375389,26,NA,NA,NA
"488",2019-05-10,29.4513515845895,34,NA,NA,NA
"489",2019-05-17,29.6543650566712,24,NA,NA,NA
"490",2019-05-24,29.4617457103791,29,NA,NA,NA
"491",2019-05-31,23.4694829960631,22,NA,NA,NA
"492",2019-06-07,30.7783552454566,26,NA,NA,NA
"493",2019-06-14,26.9909180852216,22,NA,NA,NA
"494",2019-06-21,26.6073356894992,25,NA,NA,NA
"495",2019-06-28,26.3249947288134,22,NA,NA,NA
"496",2019-07-05,24.5459942028761,24,NA,NA,NA
"497",2019-07-12,26.1674153787256,23,NA,NA,NA
"498",2019-07-19,31.9912829262032,31,NA,NA,NA
"499",2019-07-26,25.8159160967947,36,NA,NA,NA
"500",2019-08-02,28.4326835311519,30,NA,NA,NA
"501",2019-08-09,25.74824043955,26,NA,NA,NA
"502",2019-08-16,28.3636028999916,28,NA,NA,NA
"503",2019-08-23,25.1792461912412,31,NA,NA,NA
"504",2019-08-30,24.6903937895467,23,NA,NA,NA
"505",2019-09-06,28.2028469732939,29,NA,NA,NA
"506",2019-09-13,27.2146844712805,31,NA,NA,NA
"507",2019-09-20,29.1235983588764,23,NA,NA,NA
"508",2019-09-27,27.5372418431608,28,NA,NA,NA
"509",2019-10-04,26.7505279134998,37,NA,NA,NA
"510",2019-10-11,28.2558977446627,26,NA,NA,NA
"511",2019-10-18,26.3630099315244,32,NA,NA,NA
"512",2019-10-25,27.6657683564327,23,NA,NA,NA
"513",2019-11-01,26.972130414576,27,NA,NA,NA
"514",2019-11-08,28.4784709474829,29,NA,NA,NA
"515",2019-11-15,26.9844086744037,19,NA,NA,NA
"516",2019-11-22,25.9965132056447,32,NA,NA,NA
"517",2019-11-29,31.4039809090619,35,NA,NA,NA
"518",2019-12-06,27.3086712062896,32,NA,NA,NA
"519",2019-12-13,30.8097381285307,29,NA,NA,NA
"520",2019-12-20,22.1622028125056,25,NA,NA,NA
"521",2019-12-27,20.5253755355276,25,NA,NA,NA
"522",2020-01-03,28.2949197009812,25,NA,NA,NA
"523",2020-01-10,27.8851905349458,29,NA,NA,NA
"524",2020-01-17,30.0655094302674,38,NA,NA,NA
"525",2020-01-24,26.603336439442,28,NA,NA,NA
"526",2020-01-31,28.6855392728745,22,NA,NA,NA
"527",2020-02-07,28.2274511758624,14,NA,NA,NA
"528",2020-02-14,28.780351733234,29,NA,NA,NA
"529",2020-02-21,27.4239917349032,32,NA,NA,NA
"530",2020-02-28,25.1550065209729,30,NA,NA,NA
"531",2020-03-06,NA,NA,27.8705071730703,40.0640934736267,15.6769208725138
"532",2020-03-13,NA,NA,28.3705071730703,40.5686698334362,16.1723445127044
"533",2020-03-20,NA,NA,27.6705071730702,39.8732444769858,15.4677698691547
"534",2020-03-27,NA,NA,25.4705071730705,37.6778174062054,13.2631969399356
"535",2020-04-03,NA,NA,29.5705071730699,41.7823886230197,17.3586257231201
"536",2020-04-10,NA,NA,26.1705071730705,38.3869581293529,13.954056216788
"537",2020-04-17,NA,NA,28.4705071730702,40.6915259271219,16.2494884190186
"538",2020-04-24,NA,NA,26.9705071730703,39.1960920182428,14.7449223278979
"539",2020-05-01,NA,NA,26.5705071730704,38.8006564046267,14.3403579415141
"540",2020-05-08,NA,NA,29.07050717307,41.3052190881812,16.8357952579588
"541",2020-05-15,NA,NA,29.2705071730704,41.509780070812,17.0312342753288
"542",2020-05-22,NA,NA,29.0705071730703,41.3143393544186,16.8266749917221
"543",2020-05-29,NA,NA,23.0705071730704,35.3188969408989,10.8221174052419
"544",2020-06-05,NA,NA,30.3705071730702,42.6234528321464,18.117561513994
"545",2020-06-12,NA,NA,26.5705071730703,38.8280070300518,14.3130073160888
"546",2020-06-19,NA,NA,26.1705071730703,38.4325595365015,13.9084548096391
"547",2020-06-26,NA,NA,25.8705071730703,38.1371103533789,13.6039039927618
"548",2020-07-03,NA,NA,24.0705071730705,36.3416594825638,11.7993548635772
"549",2020-07-10,NA,NA,25.67050717307,37.9462069259318,13.3948074202082
"550",2020-07-17,NA,NA,31.4705071730703,43.750752685357,19.1902616607836
"551",2020-07-24,NA,NA,25.2705071730703,37.5552967627078,12.9857175834328
"552",2020-07-31,NA,NA,27.8705071730702,40.1598391598502,15.5811751862903
"553",2020-08-07,NA,NA,25.1705071730705,37.4643798786471,12.876634467494
"554",2020-08-14,NA,NA,27.7705071730701,40.0689189209563,15.4720954251838
"555",2020-08-21,NA,NA,24.5705071730704,36.8734562886351,12.2675580575057
"556",2020-08-28,NA,NA,24.0705071730703,36.3779919835342,11.7630223626063
"557",2020-09-04,NA,NA,27.5705071730703,39.8825260075031,15.2584883386375
"558",2020-09-11,NA,NA,26.5705071730705,38.8870583623871,14.2539559837539
"559",2020-09-18,NA,NA,28.47050717307,40.7915890500272,16.1494252961127
"560",2020-09-25,NA,NA,26.8705071730704,39.1961180722637,14.5448962738772
"561",2020-10-02,NA,NA,26.0705071730703,38.4006454309301,13.7403689152105
"562",2020-10-09,NA,NA,27.5705071730704,39.9051711278592,15.2358432182816
"563",2020-10-16,NA,NA,25.6705071730701,38.0096951648787,13.3313191812615
"564",2020-10-23,NA,NA,26.9705071730703,39.3142175438146,14.626796802326
"565",2020-10-30,NA,NA,26.2705071730706,38.6187382664883,13.9222760796528
"566",2020-11-06,NA,NA,27.7705071730701,40.1232573347174,15.4177570114229
"567",2020-11-13,NA,NA,26.2705071730705,38.6277747503184,13.9132395958226
"568",2020-11-20,NA,NA,25.2705071730701,37.6322905151017,12.9087238310385
"569",2020-11-27,NA,NA,30.6705071730704,43.0368046308772,18.3042097152637
"570",2020-12-04,NA,NA,26.5705071730703,38.9413170994488,14.1996972466918
"571",2020-12-11,NA,NA,30.0705071730703,42.4458279226191,17.6951864235216
"572",2020-12-18,NA,NA,21.4205071730705,33.8003371021866,9.04067724395437
"573",2020-12-25,NA,NA,19.7834070012246,32.1268975185275,7.43991648392175
"574",2021-01-01,NA,NA,27.5561342739525,39.9041082391925,15.2081603087125
"575",2021-01-08,NA,NA,27.1470433648614,39.4994991507261,14.7945875789967
"576",2021-01-15,NA,NA,29.3288615466796,41.6857975276273,16.9719255657318
"577",2021-01-22,NA,NA,25.8743160921341,38.2357306443906,13.5129015398776
"578",2021-01-29,NA,NA,27.9652251830432,40.3311166845985,15.5993336814879
"579",2021-02-05,NA,NA,27.5106797284979,39.881046559103,15.1403128978927
"580",2021-02-12,NA,NA,28.0561342739522,40.4309748151161,15.6812937327883
"581",2021-02-19,NA,NA,26.6924979103162,39.0718105453025,14.3131852753298
"582",2021-02-26,NA,NA,24.4197706375885,36.8035537514124,12.0359875237646
"583",2021-03-05,NA,NA,27.135271289686,39.6039213026171,14.6666212767548
"584",2021-03-12,NA,NA,27.635271289686,40.1092102864679,15.1613322929041
"585",2021-03-19,NA,NA,26.935271289686,39.4144970287254,14.4560455506465
"586",2021-03-26,NA,NA,24.7352712896863,37.2197815322378,12.2507610471347
"587",2021-04-02,NA,NA,28.8352712896856,41.3250637998453,16.3454787795258
"588",2021-04-09,NA,NA,25.4352712896862,37.930343834386,12.9401987449863
"589",2021-04-16,NA,NA,27.7352712896859,40.2356216386873,15.2349209406845
"590",2021-04-23,NA,NA,26.2352712896861,38.7408972155743,13.7296453637978
"591",2021-04-30,NA,NA,25.8352712896861,38.3461705678642,13.324372011508
"592",2021-05-07,NA,NA,28.3352712896857,40.8514416983685,15.8191008810029
"593",2021-05-14,NA,NA,28.5352712896861,41.0567106098943,16.0138319694779
"594",2021-05-21,NA,NA,28.335271289686,40.8619773052403,15.8085652741317
"595",2021-05-28,NA,NA,22.3352712896861,34.8672417872013,9.80330079217087
"596",2021-06-04,NA,NA,29.6352712896859,42.1725040585652,17.0980385208066
"597",2021-06-11,NA,NA,25.835271289686,38.3777641221149,13.2927784572572
"598",2021-06-18,NA,NA,25.435271289686,37.9830219806265,12.8875205987454
"599",2021-06-25,NA,NA,25.135271289686,37.688277636871,12.582264942501
"600",2021-07-02,NA,NA,23.3352712896863,35.8935310936135,10.777011485759
"601",2021-07-09,NA,NA,24.9352712896857,37.4987823536122,12.3717602257592
"602",2021-07-16,NA,NA,30.735271289686,43.3040314196221,18.1665111597498
"603",2021-07-23,NA,NA,24.535271289686,37.1092782943899,11.9612642849822
"604",2021-07-30,NA,NA,27.1352712896859,39.7145229806575,14.5560195987144
"605",2021-08-06,NA,NA,24.4352712896863,37.0197654811617,11.8507770982108
"606",2021-08-13,NA,NA,27.0352712896857,39.6250057986318,14.4455367807397
"607",2021-08-20,NA,NA,23.8352712896861,36.4302439357944,11.2402986435778
"608",2021-08-27,NA,NA,23.335271289686,35.9354798953673,10.7350626840047
"609",2021-09-03,NA,NA,26.835271289686,39.4407136800646,14.2298288993074
"610",2021-09-10,NA,NA,25.8352712896863,38.4459452925944,13.2245972867782
"611",2021-09-17,NA,NA,27.7352712896856,40.3511747356578,15.1193678437135
"612",2021-09-24,NA,NA,26.1352712896862,38.7564020119535,13.5141405674189
"613",2021-10-01,NA,NA,25.335271289686,37.9616271241708,12.7089154552012
"614",2021-10-08,NA,NA,26.8352712896862,39.4668500749963,14.203692504376
"615",2021-10-15,NA,NA,24.9352712896858,37.5720708671091,12.2984717122625
"616",2021-10-22,NA,NA,26.235271289686,38.8772895031847,13.5932530761872
"617",2021-10-29,NA,NA,25.5352712896863,38.1825059858918,12.8880365934808
"618",2021-11-05,NA,NA,27.0352712896858,39.6877203178927,14.382822261479
"619",2021-11-12,NA,NA,25.5352712896862,38.192932501847,12.8776100775254
"620",2021-11-19,NA,NA,24.5352712896857,37.1981425404056,11.8724000389658
"621",2021-11-26,NA,NA,29.9352712896862,42.6033504362173,17.267192143155
"622",2021-12-03,NA,NA,25.835271289686,38.5085561919221,13.1619863874499
"623",2021-12-10,NA,NA,29.335271289686,42.013759810157,16.656782769215
"624",2021-12-17,NA,NA,20.6852712896862,33.3689612935528,8.0015812858197
"625",2021-12-24,NA,NA,19.0481711178403,31.7003825592733,6.39595967640732
"626",2021-12-31,NA,NA,26.8208983905683,39.4782127872643,14.1635839938722
"627",2022-01-07,NA,NA,26.4118074814771,39.0742227769446,13.7493921860096
"628",2022-01-14,NA,NA,28.5936256632953,41.2611398035271,15.9261115230635
"629",2022-01-21,NA,NA,25.1390802087498,37.8116911422178,12.4664692752818
"630",2022-01-28,NA,NA,27.2299892996589,39.9076949773095,14.5522836220083
"631",2022-02-04,NA,NA,26.7754438451136,39.4582422203625,14.0926454698647
"632",2022-02-11,NA,NA,27.3208983905679,40.0087874192951,14.6330093618407
"633",2022-02-18,NA,NA,25.9572620269319,38.650239667477,13.2642843863868
"634",2022-02-25,NA,NA,23.6845347542042,36.3825989673612,10.9864705410472
