"","Week.ended","signal","Male.85.","fit","upr","lwr"
"1",2010-01-08,1430.97631259728,1683,NA,NA,NA
"2",2010-01-15,1586.3390317903,1719,NA,NA,NA
"3",2010-01-22,1710.3709990551,1609,NA,NA,NA
"4",2010-01-29,1563.03234205645,1458,NA,NA,NA
"5",2010-02-05,1479.04968380002,1441,NA,NA,NA
"6",2010-02-12,1416.81969625404,1346,NA,NA,NA
"7",2010-02-19,1368.67307574356,1373,NA,NA,NA
"8",2010-02-26,1380.24624883014,1334,NA,NA,NA
"9",2010-03-05,1309.70082566373,1288,NA,NA,NA
"10",2010-03-12,1278.47537657866,1297,NA,NA,NA
"11",2010-03-19,1283.84328567663,1247,NA,NA,NA
"12",2010-03-26,1246.1072748153,1205,NA,NA,NA
"13",2010-04-02,1150.28799259898,1067,NA,NA,NA
"14",2010-04-09,1140.76189510253,1276,NA,NA,NA
"15",2010-04-16,1233.41247895163,1193,NA,NA,NA
"16",2010-04-23,1234.57640639332,1200,NA,NA,NA
"17",2010-04-30,1170.18527463632,1196,NA,NA,NA
"18",2010-05-07,1194.0529330009,1092,NA,NA,NA
"19",2010-05-14,1126.8059837662,1211,NA,NA,NA
"20",2010-05-21,1175.53103424081,1179,NA,NA,NA
"21",2010-05-28,1164.03990546676,1145,NA,NA,NA
"22",2010-06-04,1086.78189894882,1082,NA,NA,NA
"23",2010-06-11,1057.03543505708,1222,NA,NA,NA
"24",2010-06-18,1176.34237973273,1121,NA,NA,NA
"25",2010-06-25,1082.48422494401,1050,NA,NA,NA
"26",2010-07-02,1099.85969607962,1149,NA,NA,NA
"27",2010-07-09,1062.22313045374,1053,NA,NA,NA
"28",2010-07-16,1053.85895904509,1067,NA,NA,NA
"29",2010-07-23,1046.13941156262,991,NA,NA,NA
"30",2010-07-30,1044.02456311917,1008,NA,NA,NA
"31",2010-08-06,1009.37014000545,1018,NA,NA,NA
"32",2010-08-13,1038.5316008303,1031,NA,NA,NA
"33",2010-08-20,1049.11375765722,1039,NA,NA,NA
"34",2010-08-27,1081.60083329593,1120,NA,NA,NA
"35",2010-09-03,1037.07414454674,1005,NA,NA,NA
"36",2010-09-10,1029.92006209642,1097,NA,NA,NA
"37",2010-09-17,1139.38454011931,1077,NA,NA,NA
"38",2010-09-24,1120.03178634486,1171,NA,NA,NA
"39",2010-10-01,1142.29500434547,1128,NA,NA,NA
"40",2010-10-08,1186.58530722227,1191,NA,NA,NA
"41",2010-10-15,1190.91870744876,1222,NA,NA,NA
"42",2010-10-22,1202.3272369358,1215,NA,NA,NA
"43",2010-10-29,1252.35006971357,1190,NA,NA,NA
"44",2010-11-05,1232.450541526,1295,NA,NA,NA
"45",2010-11-12,1234.7437054204,1239,NA,NA,NA
"46",2010-11-19,1272.10353618595,1212,NA,NA,NA
"47",2010-11-26,1300.60672364706,1244,NA,NA,NA
"48",2010-12-03,1280.3329449772,1206,NA,NA,NA
"49",2010-12-10,1389.91984731459,1546,NA,NA,NA
"50",2010-12-17,1420.98215144793,1427,NA,NA,NA
"51",2010-12-24,1480.24900467179,1471,NA,NA,NA
"52",2010-12-31,1462.14210217523,1527,NA,NA,NA
"53",2011-01-07,1398.13676662625,1527,NA,NA,NA
"54",2011-01-14,1561.71795567989,1760,NA,NA,NA
"55",2011-01-21,1684.20403071212,1601,NA,NA,NA
"56",2011-01-28,1532.61625155003,1374,NA,NA,NA
"57",2011-02-04,1452.35771274212,1368,NA,NA,NA
"58",2011-02-11,1400.74244122146,1411,NA,NA,NA
"59",2011-02-18,1351.14630794604,1297,NA,NA,NA
"60",2011-02-25,1369.97073707285,1321,NA,NA,NA
"61",2011-03-04,1307.08197155388,1265,NA,NA,NA
"62",2011-03-11,1286.54587784296,1228,NA,NA,NA
"63",2011-03-18,1314.07116944379,1352,NA,NA,NA
"64",2011-03-25,1287.36651175683,1323,NA,NA,NA
"65",2011-04-01,1191.15962035969,1197,NA,NA,NA
"66",2011-04-08,1167.98368528101,1271,NA,NA,NA
"67",2011-04-15,1251.7790073952,1207,NA,NA,NA
"68",2011-04-22,1244.73740893901,1117,NA,NA,NA
"69",2011-04-29,1186.00303175469,1091,NA,NA,NA
"70",2011-05-06,1233.50502747047,1298,NA,NA,NA
"71",2011-05-13,1165.11022437867,1309,NA,NA,NA
"72",2011-05-20,1203.80474115247,1126,NA,NA,NA
"73",2011-05-27,1194.37653934576,1191,NA,NA,NA
"74",2011-06-03,1116.85076381347,1058,NA,NA,NA
"75",2011-06-10,1094.88193347924,1251,NA,NA,NA
"76",2011-06-17,1223.28286339346,1197,NA,NA,NA
"77",2011-06-24,1134.19466173947,1123,NA,NA,NA
"78",2011-07-01,1153.17221653469,1176,NA,NA,NA
"79",2011-07-08,1121.05301594654,1132,NA,NA,NA
"80",2011-07-15,1115.20491314492,1079,NA,NA,NA
"81",2011-07-22,1117.34407160834,1100,NA,NA,NA
"82",2011-07-29,1119.46401364606,1130,NA,NA,NA
"83",2011-08-05,1082.1162095896,1138,NA,NA,NA
"84",2011-08-12,1101.55294353446,1074,NA,NA,NA
"85",2011-08-19,1105.38953279032,1118,NA,NA,NA
"86",2011-08-26,1127.74969490877,1128,NA,NA,NA
"87",2011-09-02,1078.77261183573,1010,NA,NA,NA
"88",2011-09-09,1072.62883677687,1177,NA,NA,NA
"89",2011-09-16,1177.55471856905,1184,NA,NA,NA
"90",2011-09-23,1143.4215477913,1157,NA,NA,NA
"91",2011-09-30,1156.46791450532,1200,NA,NA,NA
"92",2011-10-07,1182.93674274183,1144,NA,NA,NA
"93",2011-10-14,1175.899326238,1143,NA,NA,NA
"94",2011-10-21,1185.45730238927,1129,NA,NA,NA
"95",2011-10-28,1243.91607864944,1281,NA,NA,NA
"96",2011-11-04,1217.65679794734,1288,NA,NA,NA
"97",2011-11-11,1212.4305067,1184,NA,NA,NA
"98",2011-11-18,1247.13465144011,1180,NA,NA,NA
"99",2011-11-25,1274.0283770362,1243,NA,NA,NA
"100",2011-12-02,1248.33909958668,1232,NA,NA,NA
"101",2011-12-09,1343.88106670214,1366,NA,NA,NA
"102",2011-12-16,1380.83175475548,1413,NA,NA,NA
"103",2011-12-23,1442.0958344036,1589,NA,NA,NA
"104",2011-12-30,1402.75069517104,1367,NA,NA,NA
"105",2012-01-06,1332.47759868328,1367,NA,NA,NA
"106",2012-01-13,1503.82886492852,1516,NA,NA,NA
"107",2012-01-20,1661.77816720585,1478,NA,NA,NA
"108",2012-01-27,1560.61896398694,1440,NA,NA,NA
"109",2012-02-03,1525.13503601959,1481,NA,NA,NA
"110",2012-02-10,1512.30927416231,1477,NA,NA,NA
"111",2012-02-17,1508.28295777237,1570,NA,NA,NA
"112",2012-02-24,1555.43683268007,1696,NA,NA,NA
"113",2012-03-02,1492.67502402951,1524,NA,NA,NA
"114",2012-03-09,1461.34299383824,1489,NA,NA,NA
"115",2012-03-16,1465.2454307978,1444,NA,NA,NA
"116",2012-03-23,1423.72299983528,1378,NA,NA,NA
"117",2012-03-30,1324.80411360017,1382,NA,NA,NA
"118",2012-04-06,1291.27452656355,1152,NA,NA,NA
"119",2012-04-13,1400.76887440171,1375,NA,NA,NA
"120",2012-04-20,1416.5976095329,1505,NA,NA,NA
"121",2012-04-27,1348.57214175263,1416,NA,NA,NA
"122",2012-05-04,1362.61346418486,1347,NA,NA,NA
"123",2012-05-11,1272.67805723177,1250,NA,NA,NA
"124",2012-05-18,1314.61712652178,1394,NA,NA,NA
"125",2012-05-25,1285.04408960164,1259,NA,NA,NA
"126",2012-06-01,1190.74639176967,1250,NA,NA,NA
"127",2012-06-08,1134.43180582212,915,NA,NA,NA
"128",2012-06-15,1284.36849190196,1354,NA,NA,NA
"129",2012-06-22,1202.54406691102,1229,NA,NA,NA
"130",2012-06-29,1223.18302086011,1238,NA,NA,NA
"131",2012-07-06,1193.9172205134,1188,NA,NA,NA
"132",2012-07-13,1193.43189770687,1217,NA,NA,NA
"133",2012-07-20,1192.03966068498,1192,NA,NA,NA
"134",2012-07-27,1188.05332514035,1177,NA,NA,NA
"135",2012-08-03,1147.81171527536,1147,NA,NA,NA
"136",2012-08-10,1172.79088797498,1213,NA,NA,NA
"137",2012-08-17,1172.08697791324,1190,NA,NA,NA
"138",2012-08-24,1189.11762491447,1200,NA,NA,NA
"139",2012-08-31,1133.22898346347,1029,NA,NA,NA
"140",2012-09-07,1125.44952893026,1198,NA,NA,NA
"141",2012-09-14,1233.47462403953,1228,NA,NA,NA
"142",2012-09-21,1204.2143386981,1166,NA,NA,NA
"143",2012-09-28,1229.84031548948,1217,NA,NA,NA
"144",2012-10-05,1277.27692065306,1296,NA,NA,NA
"145",2012-10-12,1282.62754702628,1310,NA,NA,NA
"146",2012-10-19,1295.60517493533,1283,NA,NA,NA
"147",2012-10-26,1350.95844249574,1373,NA,NA,NA
"148",2012-11-02,1323.83194444841,1266,NA,NA,NA
"149",2012-11-09,1336.8107921165,1364,NA,NA,NA
"150",2012-11-16,1381.44390803897,1444,NA,NA,NA
"151",2012-11-23,1398.96872898597,1412,NA,NA,NA
"152",2012-11-30,1357.35450753597,1285,NA,NA,NA
"153",2012-12-07,1445.30657723101,1370,NA,NA,NA
"154",2012-12-14,1489.16420361102,1539,NA,NA,NA
"155",2012-12-21,1554.70630452286,1655,NA,NA,NA
"156",2012-12-28,1526.57478612897,1480.5,NA,NA,NA
"157",2013-01-04,1469.05152671363,1480.5,NA,NA,NA
"158",2013-01-11,1656.58601152325,1775,NA,NA,NA
"159",2013-01-18,1814.90968325804,1621,NA,NA,NA
"160",2013-01-25,1715.63241074291,1614,NA,NA,NA
"161",2013-02-01,1679.20522999005,1758,NA,NA,NA
"162",2013-02-08,1647.14436142979,1614,NA,NA,NA
"163",2013-02-15,1623.56080110486,1608,NA,NA,NA
"164",2013-02-22,1662.65631153529,1645,NA,NA,NA
"165",2013-03-01,1615.37906658406,1596,NA,NA,NA
"166",2013-03-08,1607.07631987483,1669,NA,NA,NA
"167",2013-03-15,1628.90918744565,1638,NA,NA,NA
"168",2013-03-22,1600.80317906229,1591,NA,NA,NA
"169",2013-03-29,1509.9558756515,1393,NA,NA,NA
"170",2013-04-05,1510.41151023685,1618,NA,NA,NA
"171",2013-04-12,1617.1580661332,1805,NA,NA,NA
"172",2013-04-19,1598.45389693818,1743,NA,NA,NA
"173",2013-04-26,1487.54138662601,1522,NA,NA,NA
"174",2013-05-03,1463.60146301683,1413,NA,NA,NA
"175",2013-05-10,1340.89099543959,1220,NA,NA,NA
"176",2013-05-17,1364.66900844278,1328,NA,NA,NA
"177",2013-05-24,1334.20333970921,1332,NA,NA,NA
"178",2013-05-31,1235.46552611014,1151,NA,NA,NA
"179",2013-06-07,1196.09611324783,1341,NA,NA,NA
"180",2013-06-14,1308.76512134984,1229,NA,NA,NA
"181",2013-06-21,1211.90311383055,1228,NA,NA,NA
"182",2013-06-28,1219.04590290333,1157,NA,NA,NA
"183",2013-07-05,1187.72107123988,1211,NA,NA,NA
"184",2013-07-12,1180.83235414466,1232,NA,NA,NA
"185",2013-07-19,1168.92993347733,1170,NA,NA,NA
"186",2013-07-26,1154.2682877925,1109,NA,NA,NA
"187",2013-08-02,1108.44252605755,1091,NA,NA,NA
"188",2013-08-09,1130.31219783788,1119,NA,NA,NA
"189",2013-08-16,1134.16511534208,1089,NA,NA,NA
"190",2013-08-23,1165.13856482048,1200,NA,NA,NA
"191",2013-08-30,1119.62466144888,1067,NA,NA,NA
"192",2013-09-06,1114.54126437001,1234,NA,NA,NA
"193",2013-09-13,1218.28250579107,1147,NA,NA,NA
"194",2013-09-20,1194.53052538021,1158,NA,NA,NA
"195",2013-09-27,1225.4142570669,1280,NA,NA,NA
"196",2013-10-04,1268.07567515074,1333,NA,NA,NA
"197",2013-10-11,1261.77640715534,1233,NA,NA,NA
"198",2013-10-18,1271.45904485032,1232,NA,NA,NA
"199",2013-10-25,1327.51315592867,1354,NA,NA,NA
"200",2013-11-01,1300.42604641832,1278,NA,NA,NA
"201",2013-11-08,1308.17591414954,1354,NA,NA,NA
"202",2013-11-15,1344.80719563751,1322,NA,NA,NA
