"","Week.ended","2.5%","50%","97.5%","fit"
"531",2020-03-06,2322.60188109334,2623.43751725156,2896.17054169247,2615.75805611605
"532",2020-03-13,4592.20104164579,5194.7328127102,5733.56345002139,5176.82562602011
"533",2020-03-20,6603.27127276135,7542.93023651718,8401.71612189316,7534.587964276
"534",2020-03-27,8563.91095618576,9872.85180803834,11068.7757751496,9860.91884463207
"535",2020-04-03,10703.0696330893,12361.8162744569,13877.3892887438,12328.2576232436
"536",2020-04-10,12777.5342752656,14807.7823758227,16685.055797362,14767.8083923946
"537",2020-04-17,14764.568911653,17159.5311675262,19458.1061371773,17126.4011942838
"538",2020-04-24,16755.9356085668,19535.5027345598,22242.7586623713,19493.7733443535
"539",2020-05-01,18508.6883692184,21730.4778330267,24905.2656593759,21666.475869098
"540",2020-05-08,20264.8392676736,23914.0928642775,27640.214325594,23892.5078290542
"541",2020-05-15,21987.1166868218,26197.9204624292,30488.022849994,26149.4619983697
"542",2020-05-22,23452.778059934,28224.8859248975,33118.5138220624,28200.6749418456
"543",2020-05-29,25047.4705779869,30220.9934356526,35590.5521523115,30174.6023412712
"544",2020-06-05,26629.8731996562,32307.6402531507,38219.0572587671,32309.8548248688
"545",2020-06-12,28168.1257829052,34334.4581411579,40915.4418710853,34357.1725622685
"546",2020-06-19,29719.8636483488,36381.1214351955,43490.9712675239,36429.267123675
"547",2020-06-26,31150.4800256035,38359.8790496159,46329.7769470279,38467.6828627579
"548",2020-07-03,32557.5070040849,40351.0909501287,48773.2972439915,40446.123764884
"549",2020-07-10,33783.1020867134,42319.0889080721,51432.0836121842,42441.5285203037
"550",2020-07-17,35085.5573553048,44273.2408227258,54075.4643336454,44443.9379039196
"551",2020-07-24,36301.8221616742,46295.841502364,56935.4416318894,46447.3157383962
"552",2020-07-31,37633.1905739345,48266.109734206,59570.7557113702,48434.1965087984
"553",2020-08-07,38933.7112531252,50321.570854319,62223.0435108589,50452.4058054585
"554",2020-08-14,40352.1402652082,52330.8783290992,64952.8388247053,52439.690053161
"555",2020-08-21,41494.8438169862,54234.8703447575,67491.4496192643,54342.9503330467
"556",2020-08-28,42733.2915092593,56139.3909385844,70005.0404255333,56276.3550052505
"557",2020-09-04,44074.896369707,58247.3557773358,72896.379168475,58348.1521694744
"558",2020-09-11,45578.9471986593,60277.9806481861,75788.4662820882,60401.0923446088
"559",2020-09-18,47013.8155522695,62337.0533457686,78582.4153274016,62507.2633515108
"560",2020-09-25,48386.1403952165,64481.2393759224,81468.1094194236,64621.9922707883
"561",2020-10-02,49570.5448702188,66658.1721864466,84530.1121334491,66769.0578245429
"562",2020-10-09,50883.4954079432,68891.0043327158,87768.2298156779,68983.1966339954
"563",2020-10-16,52288.4612969459,71164.8120334622,90349.5741297716,71244.9676787374
"564",2020-10-23,53558.9729754296,73482.5891149518,93476.9847724214,73503.9635350976
"565",2020-10-30,55288.7030553104,75779.133415309,96931.8335272617,75772.5538086451
"566",2020-11-06,56842.9379724567,78193.6102443397,100786.786869951,78163.2754709499
"567",2020-11-13,58238.7549845007,80501.8164432421,104173.65055068,80493.6141601113
"568",2020-11-20,60026.9823420979,82942.9974207286,107243.69356857,82821.4960378689
"569",2020-11-27,61864.8912025577,85460.9537714986,110609.754818156,85279.7281976479
"570",2020-12-04,63675.2765178463,88014.3167610196,113975.504895346,87829.6511281572
"571",2020-12-11,65561.425423633,90662.356979806,117621.194650602,90528.762049798
