"","Week.ended","signal","East.Midlands","fit","upr","lwr"
"502",2019-08-16,786.207236102429,749,NA,NA,NA
"503",2019-08-23,755.007174519604,726,NA,NA,NA
"504",2019-08-30,759.707129413055,697,NA,NA,NA
"505",2019-09-06,832.907119924589,867,NA,NA,NA
"506",2019-09-13,809.507091071135,774,NA,NA,NA
"507",2019-09-20,809.207082385947,827,NA,NA,NA
"508",2019-09-27,826.107063594265,842,NA,NA,NA
"509",2019-10-04,841.607035775285,875,NA,NA,NA
"510",2019-10-11,843.806988988866,847,NA,NA,NA
"511",2019-10-18,859.806940388797,863,NA,NA,NA
"512",2019-10-25,864.506889975048,846,NA,NA,NA
"513",2019-11-01,873.806850073343,877,NA,NA,NA
"514",2019-11-08,879.006808357902,880,NA,NA,NA
"515",2019-11-15,904.406766078323,889,NA,NA,NA
"516",2019-11-22,880.306732549896,931,NA,NA,NA
"517",2019-11-29,911.506670227341,935,NA,NA,NA
"518",2019-12-06,943.006594560411,958,NA,NA,NA
"519",2019-12-13,983.506510377125,973,NA,NA,NA
"520",2019-12-20,943.656432161608,1050,NA,NA,NA
"521",2019-12-27,933.682145770458,894.5,NA,NA,NA
"522",2020-01-03,1045.90930213406,894.5,NA,NA,NA
"523",2020-01-10,1114.45472631738,1195,NA,NA,NA
"524",2020-01-17,1070.00010475043,1106,NA,NA,NA
"525",2020-01-24,1036.81819000801,1024,NA,NA,NA
"526",2020-01-31,1012.99991891005,1015,NA,NA,NA
"527",2020-02-07,992.999828494208,922,NA,NA,NA
"528",2020-02-14,988.272505679489,976,NA,NA,NA
"529",2020-02-21,966.999735290186,924,NA,NA,NA
"530",2020-02-28,951.908807506846,919,NA,NA,NA
"531",2020-03-06,NA,NA,980.49968825753,1124.13429989632,836.865076618736
"532",2020-03-13,NA,NA,960.699688257531,1104.33434044318,817.065036071886
"533",2020-03-20,NA,NA,910.29968825753,1053.93438099001,766.664995525045
"534",2020-03-27,NA,NA,901.299688257531,1044.93442153684,757.664954978219
"535",2020-04-03,NA,NA,919.799688257529,1063.43446208366,776.1649144314
"536",2020-04-10,NA,NA,926.39968825753,1070.03450263046,782.764873884596
"537",2020-04-17,NA,NA,905.899688257531,1049.53454317726,762.264833337803
"538",2020-04-24,NA,NA,900.999688257532,1044.63458372404,757.364792791022
"539",2020-05-01,NA,NA,870.199688257533,1013.83462427081,726.564752244252
"540",2020-05-08,NA,NA,881.79968825753,1025.43466481757,738.164711697489
"541",2020-05-15,NA,NA,880.399688257532,1024.03470536432,736.764671150744
"542",2020-05-22,NA,NA,816.799688257531,960.434745911056,673.164630604007
"543",2020-05-29,NA,NA,805.999688257532,949.634786457781,662.364590057282
"544",2020-06-05,NA,NA,866.699688257532,1010.33482700449,723.064549510569
"545",2020-06-12,NA,NA,844.299688257531,987.934867551196,700.664508963866
"546",2020-06-19,NA,NA,829.099688257532,972.734908097887,685.464468417176
"547",2020-06-26,NA,NA,830.099688257534,973.734948644568,686.464427870499
"548",2020-07-03,NA,NA,822.899688257532,966.534989191235,679.26438732383
"549",2020-07-10,NA,NA,818.199688257532,961.83502973789,674.564346777173
"550",2020-07-17,NA,NA,806.699688257531,950.335070284535,663.064306230527
"551",2020-07-24,NA,NA,791.799688257534,935.435110831171,648.164265683897
"552",2020-07-31,NA,NA,801.699688257534,945.335151377793,658.064225137275
"553",2020-08-07,NA,NA,805.999688257533,949.635191924403,662.364184590664
"554",2020-08-14,NA,NA,798.099688257533,941.735232471001,654.464144044064
"555",2020-08-21,NA,NA,766.899688257534,910.53527301759,623.264103497478
"556",2020-08-28,NA,NA,771.599688257532,915.235313564164,627.9640629509
"557",2020-09-04,NA,NA,844.799688257532,988.435354110729,701.164022404336
"558",2020-09-11,NA,NA,821.399688257535,965.035394657285,677.763981857785
"559",2020-09-18,NA,NA,821.09968825753,964.735435203822,677.463941311238
"560",2020-09-25,NA,NA,837.999688257533,981.635475750355,694.363900764711
"561",2020-10-02,NA,NA,853.499688257535,997.135516296877,709.863860218194
"562",2020-10-09,NA,NA,855.699688257533,999.335556843382,712.063819671684
"563",2020-10-16,NA,NA,871.699688257532,1015.33559738988,728.063779125187
"564",2020-10-23,NA,NA,876.399688257533,1020.03563793636,732.763738578704
"565",2020-10-30,NA,NA,885.699688257534,1029.33567848284,742.063698032232
"566",2020-11-06,NA,NA,890.899688257531,1034.5357190293,747.263657485767
"567",2020-11-13,NA,NA,916.299688257532,1059.93575957575,772.663616939317
"568",2020-11-20,NA,NA,892.199688257533,1035.83580012219,748.56357639288
"569",2020-11-27,NA,NA,923.399688257533,1067.03584066861,779.763535846452
"570",2020-12-04,NA,NA,954.899688257532,1098.53588121503,811.263495300035
"571",2020-12-11,NA,NA,995.399688257532,1139.03592176143,851.763454753631
"572",2020-12-18,NA,NA,955.549688257533,1099.18596230783,811.913414207239
"573",2020-12-25,NA,NA,945.575540485781,1088.70267021022,802.44841076134
"574",2021-01-01,NA,NA,1057.80281321306,1200.92998329183,914.675643134284
"575",2021-01-08,NA,NA,1126.34826775851,1269.4754781916,983.221057325423
"576",2021-01-15,NA,NA,1081.89372230397,1225.02097309136,938.766471516566
"577",2021-01-22,NA,NA,1048.71190412215,1191.83919526385,905.584612980455
"578",2021-01-29,NA,NA,1024.89372230397,1168.02105379995,881.766390807987
"579",2021-02-05,NA,NA,1004.89372230397,1148.02109415422,861.766350453712
"580",2021-02-12,NA,NA,1000.16644957669,1143.29386178121,857.039037372176
"581",2021-02-19,NA,NA,978.893722303968,1122.02117486274,835.7662697452
"582",2021-02-26,NA,NA,963.802813213059,1106.93030612607,820.675320300051
"583",2021-03-05,NA,NA,992.393693963743,1136.20135107689,848.586036850598
"584",2021-03-12,NA,NA,972.593693963744,1116.40139893823,828.785988989257
"585",2021-03-19,NA,NA,922.193693963742,1066.00144679956,778.385941127928
"586",2021-03-26,NA,NA,913.193693963744,1057.00149466087,769.385893266619
"587",2021-04-02,NA,NA,931.693693963741,1075.50154252216,787.885845405321
"588",2021-04-09,NA,NA,938.293693963742,1082.10159038344,794.485797544043
"589",2021-04-16,NA,NA,917.793693963744,1061.60163824471,773.985749682781
"590",2021-04-23,NA,NA,912.893693963745,1056.70168610595,769.085701821535
"591",2021-04-30,NA,NA,882.093693963746,1025.90173396719,738.285653960305
"592",2021-05-07,NA,NA,893.693693963742,1037.5017818284,749.885606099085
"593",2021-05-14,NA,NA,892.293693963744,1036.1018296896,748.485558237889
"594",2021-05-21,NA,NA,828.693693963744,972.501877550783,684.885510376705
"595",2021-05-28,NA,NA,817.893693963744,961.701925411951,674.085462515537
"596",2021-06-04,NA,NA,878.593693963744,1022.4019732731,734.785414654386
"597",2021-06-11,NA,NA,856.193693963743,1000.00202113424,712.385366793249
"598",2021-06-18,NA,NA,840.993693963744,984.802068995358,697.18531893213
"599",2021-06-25,NA,NA,841.993693963746,985.802116856464,698.185271071028
"600",2021-07-02,NA,NA,834.793693963745,978.602164717551,690.985223209939
"601",2021-07-09,NA,NA,830.093693963744,973.902212578622,686.285175348866
"602",2021-07-16,NA,NA,818.593693963743,962.402260439677,674.785127487808
"603",2021-07-23,NA,NA,803.693693963746,947.502308300721,659.885079626772
"604",2021-07-30,NA,NA,813.593693963746,957.402356161745,669.785031765748
"605",2021-08-06,NA,NA,817.893693963746,961.702404022753,674.084983904739
"606",2021-08-13,NA,NA,809.993693963745,953.802451883745,666.184936043746
"607",2021-08-20,NA,NA,778.793693963746,922.602499744722,634.98488818277
"608",2021-08-27,NA,NA,783.493693963744,927.302547605681,639.684840321808
"609",2021-09-03,NA,NA,856.693693963745,1000.50259546663,712.884792460864
"610",2021-09-10,NA,NA,833.293693963748,977.102643327557,689.484744599938
"611",2021-09-17,NA,NA,832.993693963742,976.802691188465,689.18469673902
"612",2021-09-24,NA,NA,849.893693963745,993.702739049364,706.084648878126
"613",2021-10-01,NA,NA,865.393693963748,1009.20278691025,721.584601017247
"614",2021-10-08,NA,NA,867.593693963745,1011.40283477111,723.78455315638
"615",2021-10-15,NA,NA,883.593693963744,1027.40288263196,739.78450529553
"616",2021-10-22,NA,NA,888.293693963745,1032.10293049279,744.484457434698
"617",2021-10-29,NA,NA,897.593693963747,1041.40297835361,753.784409573882
"618",2021-11-05,NA,NA,902.793693963743,1046.60302621441,758.984361713078
"619",2021-11-12,NA,NA,928.193693963744,1072.0030740752,784.384313852293
"620",2021-11-19,NA,NA,904.093693963745,1047.90312193597,760.284265991524
"621",2021-11-26,NA,NA,935.293693963745,1079.10316979672,791.484218130771
"622",2021-12-03,NA,NA,966.793693963744,1110.60321765746,822.984170270033
"623",2021-12-10,NA,NA,1007.29369396374,1151.10326551818,863.484122409312
"624",2021-12-17,NA,NA,967.443693963746,1111.25331337888,823.634074548607
"625",2021-12-24,NA,NA,957.469546191993,1100.78493009934,814.15416228465
"626",2021-12-31,NA,NA,1069.69681891927,1213.01224984482,926.381387993717
"627",2022-01-07,NA,NA,1138.24227346473,1281.55775140847,994.926795520981
"628",2022-01-14,NA,NA,1093.78772801018,1237.1032529721,950.472203048255
"629",2022-01-21,NA,NA,1060.60590982836,1203.92148180845,917.290337848277
"630",2022-01-28,NA,NA,1036.78772801018,1180.10334700841,893.472109011947
"631",2022-02-04,NA,NA,1016.78772801018,1160.10339402654,873.472061993815
"632",2022-02-11,NA,NA,1012.0604552829,1155.37616831738,868.744742248425
"633",2022-02-18,NA,NA,990.78772801018,1134.10348806276,847.4719679576
"634",2022-02-25,NA,NA,975.696818919271,1119.01262598994,832.381011848606
