"","Week.ended","signal","Female.65.74","fit","upr","lwr"
"1",2010-01-08,623.470025633662,835,NA,NA,NA
"2",2010-01-15,778.368364721229,778,NA,NA,NA
"3",2010-01-22,762.086012533483,736,NA,NA,NA
"4",2010-01-29,740.247099403988,690,NA,NA,NA
"5",2010-02-05,693.016448358731,674,NA,NA,NA
"6",2010-02-12,678.753063607514,633,NA,NA,NA
"7",2010-02-19,680.447829086966,633,NA,NA,NA
"8",2010-02-26,655.924111265549,652,NA,NA,NA
"9",2010-03-05,667.1396708675,607,NA,NA,NA
"10",2010-03-12,669.811937864938,640,NA,NA,NA
"11",2010-03-19,650.098998447279,650,NA,NA,NA
"12",2010-03-26,640.517314854222,643,NA,NA,NA
"13",2010-04-02,621.328036196027,507,NA,NA,NA
"14",2010-04-09,607.488511466149,654,NA,NA,NA
"15",2010-04-16,658.306698139637,678,NA,NA,NA
"16",2010-04-23,651.764638788467,627,NA,NA,NA
"17",2010-04-30,620.198339766855,652,NA,NA,NA
"18",2010-05-07,637.534752661201,561,NA,NA,NA
"19",2010-05-14,592.50530174197,587,NA,NA,NA
"20",2010-05-21,612.99269271888,637,NA,NA,NA
"21",2010-05-28,641.406640205373,669,NA,NA,NA
"22",2010-06-04,593.23617369942,558,NA,NA,NA
"23",2010-06-11,572.973502189175,657,NA,NA,NA
"24",2010-06-18,629.253775640894,637,NA,NA,NA
"25",2010-06-25,602.710351734648,602,NA,NA,NA
"26",2010-07-02,584.569100946373,600,NA,NA,NA
"27",2010-07-09,592.480643735758,541,NA,NA,NA
"28",2010-07-16,574.949676830918,600,NA,NA,NA
"29",2010-07-23,579.242075626869,551,NA,NA,NA
"30",2010-07-30,580.820872975813,581,NA,NA,NA
"31",2010-08-06,577.599122336864,600,NA,NA,NA
"32",2010-08-13,576.10884261947,585,NA,NA,NA
"33",2010-08-20,569.991362948987,573,NA,NA,NA
"34",2010-08-27,579.864679213937,590,NA,NA,NA
"35",2010-09-03,555.406989363694,527,NA,NA,NA
"36",2010-09-10,560.736202572859,633,NA,NA,NA
"37",2010-09-17,569.144345361626,591,NA,NA,NA
"38",2010-09-24,599.085627025853,627,NA,NA,NA
"39",2010-10-01,589.44151264963,603,NA,NA,NA
"40",2010-10-08,604.455919959158,616,NA,NA,NA
"41",2010-10-15,605.635011457462,598,NA,NA,NA
"42",2010-10-22,594.637460089672,614,NA,NA,NA
"43",2010-10-29,607.380674568812,589,NA,NA,NA
"44",2010-11-05,618.880119464827,653,NA,NA,NA
"45",2010-11-12,623.475184344808,609,NA,NA,NA
"46",2010-11-19,621.114531911315,640,NA,NA,NA
"47",2010-11-26,619.996104789548,606,NA,NA,NA
"48",2010-12-03,631.120494747425,614,NA,NA,NA
"49",2010-12-10,658.297259962428,685,NA,NA,NA
"50",2010-12-17,669.092335781412,658,NA,NA,NA
"51",2010-12-24,696.421345429256,759,NA,NA,NA
"52",2010-12-31,614.758913581257,640,NA,NA,NA
"53",2011-01-07,635.372261285087,865,NA,NA,NA
"54",2011-01-14,789.775585705878,844,NA,NA,NA
"55",2011-01-21,772.83120785778,728,NA,NA,NA
"56",2011-01-28,750.387614631804,675,NA,NA,NA
"57",2011-02-04,702.629193706083,689,NA,NA,NA
"58",2011-02-11,687.821558309577,692,NA,NA,NA
