"","Week.ended","signal","All.65.74","fit","upr","lwr"
"1",2010-01-08,1475.77101624853,2049,NA,NA,NA
"2",2010-01-15,1849.6600575169,1860,NA,NA,NA
"3",2010-01-22,1847.6134090319,1781,NA,NA,NA
"4",2010-01-29,1770.28357384955,1666,NA,NA,NA
"5",2010-02-05,1699.85836516338,1588,NA,NA,NA
"6",2010-02-12,1659.17545046037,1596,NA,NA,NA
"7",2010-02-19,1658.65505058483,1560,NA,NA,NA
"8",2010-02-26,1612.6611618238,1600,NA,NA,NA
"9",2010-03-05,1608.69984309612,1547,NA,NA,NA
"10",2010-03-12,1616.89724328983,1552,NA,NA,NA
"11",2010-03-19,1599.28861348899,1572,NA,NA,NA
"12",2010-03-26,1569.75951957131,1566,NA,NA,NA
"13",2010-04-02,1488.54009677857,1256,NA,NA,NA
"14",2010-04-09,1479.71886859196,1603,NA,NA,NA
"15",2010-04-16,1598.48050753724,1646,NA,NA,NA
"16",2010-04-23,1577.41990561106,1525,NA,NA,NA
"17",2010-04-30,1517.7941505574,1564,NA,NA,NA
"18",2010-05-07,1557.34953389541,1379,NA,NA,NA
"19",2010-05-14,1461.56371006382,1497,NA,NA,NA
"20",2010-05-21,1517.58672863063,1525,NA,NA,NA
"21",2010-05-28,1548.89067702841,1616,NA,NA,NA
"22",2010-06-04,1428.42199096194,1371,NA,NA,NA
"23",2010-06-11,1392.60101931439,1527,NA,NA,NA
"24",2010-06-18,1516.73431483869,1497,NA,NA,NA
"25",2010-06-25,1446.01837563253,1437,NA,NA,NA
"26",2010-07-02,1445.925635624,1497,NA,NA,NA
"27",2010-07-09,1452.40151006214,1376,NA,NA,NA
"28",2010-07-16,1404.47392252472,1404,NA,NA,NA
"29",2010-07-23,1421.44755412284,1359,NA,NA,NA
"30",2010-07-30,1414.28182808139,1377,NA,NA,NA
"31",2010-08-06,1410.01200717105,1434,NA,NA,NA
"32",2010-08-13,1392.48047867512,1386,NA,NA,NA
"33",2010-08-20,1401.26562079832,1425,NA,NA,NA
"34",2010-08-27,1426.78970774088,1462,NA,NA,NA
"35",2010-09-03,1339.52321844648,1292,NA,NA,NA
"36",2010-09-10,1369.97897960837,1539,NA,NA,NA
"37",2010-09-17,1436.79994494743,1476,NA,NA,NA
"38",2010-09-24,1443.12007063853,1455,NA,NA,NA
"39",2010-10-01,1449.8096359671,1440,NA,NA,NA
"40",2010-10-08,1443.32443596016,1455,NA,NA,NA
"41",2010-10-15,1473.20920130743,1467,NA,NA,NA
"42",2010-10-22,1473.4099394301,1495,NA,NA,NA
"43",2010-10-29,1479.85513849537,1462,NA,NA,NA
