"","Week.ended","signal","All.85.","fit","upr","lwr"
"609",2021-09-03,NA,NA,3534.61296647678,5953.66686131088,1115.55907164267
"610",2021-09-10,NA,NA,3489.61296647679,5924.60284988188,1054.6230830717
"611",2021-09-17,NA,NA,3565.21296647677,6016.03522001908,1114.39071293445
"612",2021-09-24,NA,NA,3617.41296647678,6083.9659670489,1150.85996590465
"613",2021-10-01,NA,NA,3645.71296647679,6127.89702306979,1163.52890988379
"614",2021-10-08,NA,NA,3727.41296647677,6225.13025972226,1229.69567323129
"615",2021-10-15,NA,NA,3835.31296647677,6348.46749080484,1322.15844214869
"616",2021-10-22,NA,NA,3806.91296647678,6335.41047474602,1278.41545820753
"617",2021-10-29,NA,NA,3827.41296647678,6371.16091694217,1283.66501601138
"618",2021-11-05,NA,NA,3988.71296647677,6547.62047197008,1429.80546098346
"619",2021-11-12,NA,NA,3954.21296647677,6528.19074568216,1380.23518727138
"620",2021-11-19,NA,NA,3918.61296647676,6507.57329719182,1329.65263576171
"621",2021-11-26,NA,NA,4138.31296647677,6742.16964075616,1534.45629219738
"622",2021-12-03,NA,NA,4266.21296647677,6884.88124756211,1647.54468539144
"623",2021-12-10,NA,NA,4475.71296647677,7109.10954742229,1842.31638553125
"624",2021-12-17,NA,NA,4404.31296647677,7052.3559303859,1756.27000256764
"625",2021-12-24,NA,NA,4295.82918696123,6958.51970217584,1633.13867174663
"626",2021-12-31,NA,NA,4862.19282332488,7539.06636443365,2185.31928221611
"627",2022-01-07,NA,NA,5275.82918696126,7966.81100227747,2584.84737164504
"628",2022-01-14,NA,NA,5006.92009605216,7711.93660351324,2301.90358859108
"629",2022-01-21,NA,NA,4820.55645968853,7539.53521666904,2101.57770270801
"630",2022-01-28,NA,NA,4652.37464150671,7385.24431571104,1919.50496730238
"631",2022-02-04,NA,NA,4544.46555059761,7291.15589198305,1797.77520921217
"632",2022-02-11,NA,NA,4524.55645968851,7284.99827337241,1764.11464600462
"633",2022-02-18,NA,NA,4480.73827787034,7254.86339797737,1706.61315776332
"634",2022-02-25,NA,NA,4377.92009605217,7165.66136046018,1590.17883164416
