"","Week.ended","signal","West.Midlands","fit","upr","lwr"
"481",2019-03-22,1018.095889395,1062,NA,NA,NA
"482",2019-03-29,1001.56125965549,930,NA,NA,NA
"483",2019-04-05,1078.87423376986,1050,NA,NA,NA
"484",2019-04-12,1082.79060323394,1084,NA,NA,NA
"485",2019-04-19,1029.58588799277,928,NA,NA,NA
"486",2019-04-26,1046.75222801211,1008,NA,NA,NA
"487",2019-05-03,977.894177002649,1136,NA,NA,NA
"488",2019-05-10,1015.27969835283,906,NA,NA,NA
"489",2019-05-17,1036.4704093751,1082,NA,NA,NA
"490",2019-05-24,942.767354426731,1070,NA,NA,NA
"491",2019-05-31,912.946116906939,840,NA,NA,NA
"492",2019-06-07,1029.39662693627,1082,NA,NA,NA
"493",2019-06-14,971.83004619222,950,NA,NA,NA
"494",2019-06-21,960.744051953928,938,NA,NA,NA
"495",2019-06-28,970.454579059829,1013,NA,NA,NA
"496",2019-07-05,953.523366411765,940,NA,NA,NA
"497",2019-07-12,955.12792105083,949,NA,NA,NA
"498",2019-07-19,939.63931028108,962,NA,NA,NA
"499",2019-07-26,925.760861730336,882,NA,NA,NA
"500",2019-08-02,954.945343010723,929,NA,NA,NA
"501",2019-08-09,945.882157160681,953,NA,NA,NA
"502",2019-08-16,953.39487835587,969,NA,NA,NA
"503",2019-08-23,908.835538802034,918,NA,NA,NA
"504",2019-08-30,896.516425410158,826,NA,NA,NA
"505",2019-09-06,974.826700161087,939,NA,NA,NA
"506",2019-09-13,966.26158003227,1001,NA,NA,NA
"507",2019-09-20,972.990827933885,974,NA,NA,NA
"508",2019-09-27,992.402481861273,1027,NA,NA,NA
"509",2019-10-04,1008.91096031113,1008,NA,NA,NA
"510",2019-10-11,1004.53532050483,1027,NA,NA,NA
"511",2019-10-18,1036.06802995273,1093,NA,NA,NA
"512",2019-10-25,1035.10818357389,1019,NA,NA,NA
"513",2019-11-01,1025.02916835987,967,NA,NA,NA
"514",2019-11-08,1080.16183760239,1110,NA,NA,NA
"515",2019-11-15,1072.17430629815,1080,NA,NA,NA
"516",2019-11-22,1082.95034131919,1138,NA,NA,NA
"517",2019-11-29,1104.36663685751,1184,NA,NA,NA
"518",2019-12-06,1123.49459894232,1083,NA,NA,NA
"519",2019-12-13,1163.12854661131,1130,NA,NA,NA
"520",2019-12-20,1021.64005960858,1269,NA,NA,NA
"521",2019-12-27,1060.48153495254,720,NA,NA,NA
"522",2020-01-03,1378.5256270537,1349,NA,NA,NA
"523",2020-01-10,1331.99356184833,1450,NA,NA,NA
"524",2020-01-17,1283.04052803377,1407,NA,NA,NA
"525",2020-01-24,1248.38092183297,1231,NA,NA,NA
"526",2020-01-31,1218.20615398394,1262,NA,NA,NA
"527",2020-02-07,1185.1769721626,1052,NA,NA,NA
"528",2020-02-14,1160.92415216011,1159,NA,NA,NA
"529",2020-02-21,1157.97760522961,1116,NA,NA,NA
"530",2020-02-28,1170.67198962455,1174,NA,NA,NA
"531",2020-03-06,NA,NA,1160.73918858701,1354.72973261308,966.748644560942
"532",2020-03-13,NA,NA,1128.63918858701,1324.10586754004,933.17250963398
"533",2020-03-20,NA,NA,1046.63918858701,1243.57093816113,849.707439012893
"534",2020-03-27,NA,NA,1030.73918858701,1229.12518960452,832.353187569498
"535",2020-04-03,NA,NA,1107.439188587,1307.26885807859,907.609519095419
"536",2020-04-10,NA,NA,1110.23918858701,1311.50217131984,908.976205854191
"537",2020-04-17,NA,NA,1055.93918858701,1258.62534901221,853.253028161812
"538",2020-04-24,NA,NA,1070.23918858701,1274.33860318026,866.139773993768
"539",2020-05-01,NA,NA,997.839188587011,1203.34213855781,792.33623861621
"540",2020-05-08,NA,NA,1034.43918858701,1241.33615293423,827.542224239779
"541",2020-05-15,NA,NA,1052.93918858701,1261.22083747979,844.657539694235
"542",2020-05-22,NA,NA,957.339188587011,1166.99637705163,747.682000122388
"543",2020-05-29,NA,NA,927.839188587009,1138.86295048194,716.815426692082
"544",2020-06-05,NA,NA,1043.33918858701,1255.72073084924,830.957646324778
"545",2020-06-12,NA,NA,985.73918858701,1199.46988573433,772.00849143969
"546",2020-06-19,NA,NA,974.239188587011,1189.31057746167,759.167799712348
"547",2020-06-26,NA,NA,983.139188587011,1199.54296332736,766.735413846661
"548",2020-07-03,NA,NA,966.139188587011,1183.86719581454,748.411181359486
"549",2020-07-10,NA,NA,967.439188587006,1186.48342279705,748.394954376961
"550",2020-07-17,NA,NA,951.539188587009,1171.89178773225,731.186589441772
"551",2020-07-24,NA,NA,937.639188587009,1159.29242984339,715.985947330631
"552",2020-07-31,NA,NA,966.039188587013,1188.98548429263,743.0928928814
"553",2020-08-07,NA,NA,955.73918858701,1179.9710823449,731.507294829117
"554",2020-08-14,NA,NA,962.139188587007,1187.64935152351,736.629025650506
"555",2020-08-21,NA,NA,916.739188587013,1143.5204157577,689.957961416324
"556",2020-08-28,NA,NA,903.739188587007,1131.78439552291,675.693981651102
"557",2020-09-04,NA,NA,980.139188587011,1209.44140797408,750.83696919994
"558",2020-09-11,NA,NA,969.039188587009,1199.59156707232,738.486810101701
"559",2020-09-18,NA,NA,973.839188587004,1205.63498370553,742.04339346848
"560",2020-09-25,NA,NA,991.339188587011,1224.37176580321,758.306611370809
"561",2020-10-02,NA,NA,1006.53918858701,1240.80201844574,772.276358728279
"562",2020-10-09,NA,NA,1000.83918858701,1236.32584396862,765.352533205397
"563",2020-10-16,NA,NA,1031.439188587,1268.14334206179,794.73503511222
"564",2020-10-23,NA,NA,1030.53918858701,1268.45460986443,792.623767309594
"565",2020-10-30,NA,NA,1020.23918858701,1259.35974205535,781.118635118665
"566",2020-11-06,NA,NA,1074.13918858701,1314.45883093944,833.819546234568
"567",2020-11-13,NA,NA,1065.43918858701,1306.95196653012,823.926410643891
"568",2020-11-20,NA,NA,1075.63918858701,1318.3392366282,832.939140545817
"569",2020-11-27,NA,NA,1097.43918858701,1341.3207268973,853.557650276722
"570",2020-12-04,NA,NA,1118.339188587,1363.39652093597,873.281856238044
"571",2020-12-11,NA,NA,1159.03918858701,1405.26670034674,912.811676827287
"572",2020-12-18,NA,NA,1018.03918858701,1265.43134480216,770.647032371855
"573",2020-12-25,NA,NA,1061.68164090962,1309.83779433274,813.525487486502
"574",2021-01-01,NA,NA,1378.59073181873,1627.89299158081,1129.28847205664
"575",2021-01-08,NA,NA,1330.40891363691,1580.8520348505,1079.96579242331
"576",2021-01-15,NA,NA,1281.86345909145,1533.44226822276,1030.28464996014
"577",2021-01-22,NA,NA,1249.77255000054,1502.48194326612,997.06315673497
"578",2021-01-29,NA,NA,1221.86345909145,1475.69840090478,968.028517278118
"579",2021-02-05,NA,NA,1191.86345909145,1446.81898055765,936.907937625249
"580",2021-02-12,NA,NA,1168.31800454599,1424.38920200253,912.246807089456
"581",2021-02-19,NA,NA,1166.04527727327,1423.22731087505,908.863243671486
"582",2021-02-26,NA,NA,1178.68164090963,1436.96973325667,920.393548562594
"583",2021-03-05,NA,NA,1168.74883987209,1430.36785412421,907.129825619972
"584",2021-03-12,NA,NA,1136.64883987209,1399.56313339461,873.734546349567
"585",2021-03-19,NA,NA,1054.64883987209,1318.85206252208,790.445617222097
"586",2021-03-26,NA,NA,1038.74883987209,1304.23473399612,773.262945748054
"587",2021-04-02,NA,NA,1115.44883987208,1382.21123808261,848.686441661552
"588",2021-04-09,NA,NA,1118.24883987209,1386.28166289798,850.216016846201
"589",2021-04-16,NA,NA,1063.94883987209,1333.24609448012,794.651585264054
"590",2021-04-23,NA,NA,1078.24883987209,1348.80461685647,807.693062887714
"591",2021-04-30,NA,NA,1005.84883987209,1277.6573121091,734.040367635083
"592",2021-05-07,NA,NA,1042.44883987208,1315.50426043723,769.393419306932
"593",2021-05-14,NA,NA,1060.94883987209,1335.24554021719,786.652139526996
"594",2021-05-21,NA,NA,965.348839872089,1240.88122805976,689.816451684416
"595",2021-05-28,NA,NA,935.848839872087,1212.61139886553,659.086280878645
"596",2021-06-04,NA,NA,1051.34883987209,1329.33612587775,773.361553866423
"597",2021-06-11,NA,NA,993.748839872088,1272.95548073328,714.542199010898
"598",2021-06-18,NA,NA,982.248839872088,1262.66953351146,701.828146232718
"599",2021-06-25,NA,NA,991.148839872089,1272.77835278113,709.519326963052
"600",2021-07-02,NA,NA,974.148839872089,1256.9820056458,691.315674098383
"601",2021-07-09,NA,NA,975.448839872083,1259.48055778713,691.417121957036
"602",2021-07-16,NA,NA,959.548839872087,1244.77407350679,674.323606237388
"603",2021-07-23,NA,NA,945.648839872087,1232.06261576662,659.235063977553
"604",2021-07-30,NA,NA,974.048839872091,1261.6462462275,686.451433516679
"605",2021-08-06,NA,NA,963.748839872088,1252.5250252866,674.972654457578
"606",2021-08-13,NA,NA,970.148839872084,1260.09901211337,680.198667630798
"607",2021-08-20,NA,NA,924.748839872091,1215.86826468422,633.629415059959
"608",2021-08-27,NA,NA,911.748839872085,1204.03283981588,619.464839928293
"609",2021-09-03,NA,NA,988.148839872089,1281.59279319766,694.70488654652
"610",2021-09-10,NA,NA,977.048839872087,1271.64817942249,682.449500321683
"611",2021-09-17,NA,NA,981.848839872081,1277.59905201694,686.098627727221
"612",2021-09-24,NA,NA,999.348839872089,1296.24546347014,702.452216274033
"613",2021-10-01,NA,NA,1014.54883987209,1312.58746526169,716.510214482492
"614",2021-10-08,NA,NA,1008.84883987209,1308.02510788865,709.672571855526
"615",2021-10-15,NA,NA,1039.44883987208,1339.75844089162,739.139238852546
"616",2021-10-22,NA,NA,1038.54883987209,1339.9875128799,737.110166864281
"617",2021-10-29,NA,NA,1028.24883987209,1330.81237155577,725.685308188403
"618",2021-11-05,NA,NA,1082.14883987208,1385.83306373809,778.464616006075
"619",2021-11-12,NA,NA,1073.44883987208,1378.24963538498,768.648044359184
"620",2021-11-19,NA,NA,1083.64883987209,1389.56213161583,777.735548128344
"621",2021-11-26,NA,NA,1105.44883987209,1412.47059673256,798.427083011624
"622",2021-12-03,NA,NA,1126.34883987208,1434.47507424021,818.222605503953
"623",2021-12-10,NA,NA,1167.04883987209,1476.27560686692,857.822072877253
"624",2021-12-17,NA,NA,1026.04883987208,1336.37223658312,715.72544316105
"625",2021-12-24,NA,NA,1069.6912921947,1380.90676743519,758.475816954209
"626",2021-12-31,NA,NA,1386.6003831038,1698.88268430472,1074.31808190288
"627",2022-01-07,NA,NA,1338.41856492199,1651.76405995506,1025.07306988892
"628",2022-01-14,NA,NA,1289.87311037653,1604.27820396074,975.468016792315
"629",2022-01-21,NA,NA,1257.78220128562,1573.24333436841,942.321068202835
"630",2022-01-28,NA,NA,1229.87311037653,1546.38675952938,913.359461223679
"631",2022-02-04,NA,NA,1199.87311037653,1517.43578720463,882.310433548423
"632",2022-02-11,NA,NA,1176.32765583107,1494.93590639657,857.719405265572
"633",2022-02-18,NA,NA,1174.05492855835,1493.70533281679,854.404524299905
"634",2022-02-25,NA,NA,1186.69129219471,1507.38046344432,866.002120945098
