"","Week.ended","signal","Male.45.64","fit","upr","lwr"
"1",2010-01-08,659.571681925704,894,NA,NA,NA
"2",2010-01-15,836.291326587056,895,NA,NA,NA
"3",2010-01-22,843.077045758567,826,NA,NA,NA
"4",2010-01-29,829.896432186767,770,NA,NA,NA
"5",2010-02-05,808.015722125179,764,NA,NA,NA
"6",2010-02-12,790.494515974136,753,NA,NA,NA
"7",2010-02-19,792.683593592437,760,NA,NA,NA
"8",2010-02-26,775.028015740317,780,NA,NA,NA
"9",2010-03-05,781.362635661709,743,NA,NA,NA
"10",2010-03-12,751.409250843339,726,NA,NA,NA
"11",2010-03-19,786.402211116534,775,NA,NA,NA
"12",2010-03-26,773.739581613894,725,NA,NA,NA
"13",2010-04-02,733.073041799594,614,NA,NA,NA
"14",2010-04-09,711.241253517758,764,NA,NA,NA
"15",2010-04-16,748.105451796772,780,NA,NA,NA
"16",2010-04-23,756.006770233676,757,NA,NA,NA
"17",2010-04-30,727.606130526179,740,NA,NA,NA
"18",2010-05-07,756.181056405923,667,NA,NA,NA
"19",2010-05-14,710.831802012295,763,NA,NA,NA
"20",2010-05-21,718.279698441071,686,NA,NA,NA
"21",2010-05-28,752.091234032513,742,NA,NA,NA
"22",2010-06-04,689.622664409685,650,NA,NA,NA
"23",2010-06-11,659.532210547155,780,NA,NA,NA
"24",2010-06-18,737.004255418518,716,NA,NA,NA
"25",2010-06-25,708.117710008431,686,NA,NA,NA
"26",2010-07-02,714.274769483549,720,NA,NA,NA
"27",2010-07-09,708.620541713319,731,NA,NA,NA
"28",2010-07-16,707.322193023276,734,NA,NA,NA
"29",2010-07-23,712.171249253987,722,NA,NA,NA
"30",2010-07-30,687.400928182618,636,NA,NA,NA
"31",2010-08-06,695.831943622676,700,NA,NA,NA
"32",2010-08-13,698.754741773521,635,NA,NA,NA
"33",2010-08-20,711.203231878707,683,NA,NA,NA
"34",2010-08-27,698.907324425927,684,NA,NA,NA
"35",2010-09-03,650.540806641882,623,NA,NA,NA
"36",2010-09-10,659.428585333906,716,NA,NA,NA
"37",2010-09-17,721.204833942499,746,NA,NA,NA
"38",2010-09-24,712.032199083075,685,NA,NA,NA
"39",2010-10-01,713.612857984064,676,NA,NA,NA
"40",2010-10-08,697.867670328342,731,NA,NA,NA
