"","Week.ended","2.5%","50%","97.5%","fit"
"531",2020-03-06,1371.52114148858,1474.19306927248,1578.19608592765,1473.75373909872
"532",2020-03-13,2722.97684647351,2917.23962324726,3107.74053034837,2917.43305209433
"533",2020-03-20,4003.88574365257,4304.30806415982,4586.53233440566,4298.17962728853
"534",2020-03-27,5268.55656977457,5658.15020973029,6037.17507248625,5653.78319699983
"535",2020-04-03,6596.44473665708,7090.92284766934,7596.52739547908,7091.26385700453
"536",2020-04-10,7896.7836253533,8503.40652435798,9118.88953908014,8507.90945595992
"537",2020-04-17,9163.83987835402,9878.38637594647,10615.4215495178,9877.26645448044
"538",2020-04-24,10431.1890721715,11260.3522715857,12135.3722064909,11269.005272853
"539",2020-05-01,11610.3987597293,12567.8923654826,13558.3875200531,12580.5939165085
"540",2020-05-08,12798.4208706305,13898.9411170855,15027.5324747599,13904.6111840906
"541",2020-05-15,14020.9679373506,15273.9684420425,16567.8898871998,15275.4583592184
"542",2020-05-22,15156.3404174502,16533.6265439293,17982.1926260759,16534.7805143863
"543",2020-05-29,16250.215573529,17778.5327608779,19360.3532088227,17770.0964990029
"544",2020-06-05,17415.7834953587,19097.1242006755,20869.302336876,19084.5581540667
"545",2020-06-12,18441.437019111,20360.9298654283,22301.6715660924,20338.8605627553
"546",2020-06-19,19546.0141593368,21625.1734120531,23687.3916432858,21612.98668482
"547",2020-06-26,20647.6806306867,22860.8120726177,25072.0806483338,22848.7225416697
"548",2020-07-03,21710.6178129783,24128.4454780458,26525.0415392522,24113.1941131907
"549",2020-07-10,22772.8554221139,25367.6127249296,27945.0053723025,25343.0276780181
"550",2020-07-17,23815.558135613,26587.6938712758,29394.7736542015,26593.2058632273
"551",2020-07-24,24887.809196721,27802.4014744371,30800.3394460473,27818.0497921975
"552",2020-07-31,26000.461024157,29046.1732936689,32221.8608917149,29061.89232247
"553",2020-08-07,27032.9647407162,30261.2841931096,33641.9309737201,30279.0322444209
"554",2020-08-14,28073.5711016171,31520.4120080164,35058.9437017042,31526.9170560593
"555",2020-08-21,29094.8551383477,32712.3444618218,36394.2116028148,32721.8775210669
"556",2020-08-28,30129.5659171415,33891.0915782445,37785.4302117046,33927.1645804332
"557",2020-09-04,31220.71407559,35140.6657961469,39262.9127894912,35179.390574728
"558",2020-09-11,32327.235072049,36387.5144947452,40633.5361536322,36427.3398564402
"559",2020-09-18,33373.466345803,37682.6516575469,42127.0514229432,37700.9135251609
"560",2020-09-25,34473.1569280618,38970.5118495923,43675.0615059087,38999.3561626527
"561",2020-10-02,35584.1978942442,40280.6530873096,45157.4234186345,40294.9729061792
"562",2020-10-09,36648.1813830049,41615.0933154689,46667.6781128705,41611.515834997
"563",2020-10-16,37724.7685375409,42960.1085718328,48214.0973498196,42956.6929791888
"564",2020-10-23,38901.0875492239,44341.0101734881,49794.891024078,44314.6983786115
"565",2020-10-30,40121.721093817,45681.2460649505,51323.4613806579,45672.5688166407
"566",2020-11-06,41309.0889370397,47078.3687919746,52940.0301138468,47076.2591984449
"567",2020-11-13,42493.3508652112,48469.8174422477,54586.0540538975,48462.7276194662
"568",2020-11-20,43614.2216448335,49836.8692368213,56204.4052393612,49845.8369988781
"569",2020-11-27,44909.8237095606,51291.6514665772,57869.0683207844,51285.616393514
"570",2020-12-04,46134.8307348901,52806.6973131405,59649.568589122,52774.6765435455
"571",2020-12-11,47470.1928860319,54361.574753436,61415.5338423681,54318.1748023073
"572",2020-12-18,48554.2877752981,55743.1947269853,62999.0031825184,55704.0150022618
"573",2020-12-25,49820.3923085758,57142.5790356431,64627.5660953653,57123.8082107448
"574",2021-01-01,51257.2525516632,58891.945780946,66660.6909915693,58879.9541201934
"575",2021-01-08,52790.2587039741,60595.9252888446,68579.1059852294,60608.5330307189
"576",2021-01-15,54109.7918586571,62209.6035860805,70493.9921333977,62238.9023561416
"577",2021-01-22,55346.2057844207,63730.1418389306,72352.1070723777,63803.7121145713
"578",2021-01-29,56695.5329405906,65245.6030281228,74009.432077844,65331.2340075154
"579",2021-02-05,58051.9304173968,66797.9317639412,75846.7033666796,66868.0481165754
"580",2021-02-12,59371.2979475528,68311.5174239973,77602.2764078321,68381.2636863838
"581",2021-02-19,60721.9612016235,69815.0535916467,79485.1731914893,69892.9567745395
"582",2021-02-26,62040.2961711336,71271.4086932949,81253.3513979453,71376.4036046135
"583",2021-03-05,63304.5436226099,72739.0632869042,82981.1817134894,72854.1320631288
"584",2021-03-12,64503.5117414869,74235.7859554619,84739.4661876608,74301.9065706557
"585",2021-03-19,65494.0753267109,75653.7911677004,86417.944046727,75686.0770142053
"586",2021-03-26,66394.2306027708,77069.2849016984,88089.0994380733,77046.4794873194
"587",2021-04-02,67487.2308229812,78523.4836303482,89866.0260176967,78488.2903581885
"588",2021-04-09,68665.5564271317,79950.1138494481,91572.3283287122,79909.3837664942
"589",2021-04-16,69783.4985504206,81313.1784880781,93329.1034197123,81282.7927636703
"590",2021-04-23,71051.2634487565,82727.2617897414,95157.330222295,82677.8022101975
"591",2021-04-30,72202.1456947473,84072.2782464164,96720.3290766533,83991.9996722577
"592",2021-05-07,73139.4722977235,85370.92056717,98233.3608302334,85320.5727329419
"593",2021-05-14,74121.8610790432,86722.0543758938,99788.2891001687,86695.8710516392
"594",2021-05-21,75146.5305087257,87978.516894206,101313.779269829,87960.0258190365
"595",2021-05-28,76116.5822486692,89246.7867565554,102913.278005775,89200.6226082256
"596",2021-06-04,77102.540036953,90625.3227945947,104738.413964491,90521.9986138623
"597",2021-06-11,78024.5717810222,91852.657399172,106406.017883046,91783.1441882332
"598",2021-06-18,78960.0709272269,93125.7595998665,108146.789126682,93063.4250477162
"599",2021-06-25,79957.2103746628,94358.6549761858,109837.621287276,94303.1155927029
"600",2021-07-02,80843.7653494387,95615.4386299283,111529.108362041,95570.5123333882
"601",2021-07-09,81631.3307113012,96826.3544831954,113041.319233851,96803.2881189801
"602",2021-07-16,82679.7479644181,98001.0708900843,114572.179156119,98056.4971398775
"603",2021-07-23,83702.3767654979,99212.9296453775,116091.662315676,99284.3192477037
"604",2021-07-30,84498.5443197136,100495.701831145,117618.302198299,100530.487206868
"605",2021-08-06,85272.3404319312,101728.739589473,119083.323051513,101749.237938101
"606",2021-08-13,86101.6771863506,102977.473110973,120578.379136382,102998.720117264
"607",2021-08-20,86846.7139696119,104184.3689834,122090.821452419,104196.82148102
"608",2021-08-27,87814.5804561483,105421.273846014,123646.463946387,105406.033865671
"609",2021-09-03,88775.3321938384,106708.388152844,125314.710501532,106662.898406131
"610",2021-09-10,89725.2071034699,107922.100897835,126954.818415857,107916.273130546
"611",2021-09-17,90683.2180618579,109243.79139592,128665.466257542,109194.146023531
"612",2021-09-24,91751.2343177012,110556.121166518,130358.715598529,110497.457657071
"613",2021-10-01,92805.6543638064,111894.1049349,131853.030865547,111796.951382019
"614",2021-10-08,93792.6438542339,113268.744219823,133501.11804119,113117.610093234
"615",2021-10-15,94710.172556242,114591.276392408,135276.79283149,114465.927142584
"616",2021-10-22,95742.6554049254,116041.042844564,137033.695595349,115827.097980539
"617",2021-10-29,96729.2477299744,117459.201175433,138848.756212729,117187.412631801
"618",2021-11-05,97754.1636399393,118923.54710827,140667.218267976,118593.924954212
"619",2021-11-12,98735.9667900728,120355.901870912,142539.427136411,119982.744007447
"620",2021-11-19,99759.1016708955,121719.275198325,144315.579714454,121366.898604415
"621",2021-11-26,100928.076108776,123201.727828396,146080.769569274,122806.925610293
"622",2021-12-03,102130.140710115,124622.87306731,147943.753071739,124295.760041591
"623",2021-12-10,103306.9638937,126165.122911276,149881.474085869,125839.207858689
"624",2021-12-17,104364.035544562,127602.056026422,151748.790378558,127225.938553251
"625",2021-12-24,105464.65531805,129036.109166702,153645.407269796,128647.789254943
"626",2021-12-31,106913.55100269,130751.76163616,155821.987549752,130405.919674073
"627",2022-01-07,108159.779805733,132448.801050153,158004.849883099,132136.283252329
"628",2022-01-14,109287.825428449,134178.932974587,160057.731931914,133769.201633124
"629",2022-01-21,110502.746802482,135650.545732711,162066.135034057,135336.436256485
"630",2022-01-28,111864.194881262,137162.74651738,164043.094410288,136868.150152221
"631",2022-02-04,113065.426285822,138740.347304359,166097.497201621,138409.133806701
"632",2022-02-11,114085.710007483,140327.452233502,167996.887512174,139926.821888258
"633",2022-02-18,115281.283067867,141801.580512463,169969.770572851,141443.065033598
"634",2022-02-25,116424.071924654,143309.7598685,171932.214644045,142931.744374219
