"","Week.ended","2.5%","50%","97.5%","fit"
"531",2020-03-06,1078.06578062043,1160.58969303667,1251.57479314815,1160.45036991925
"532",2020-03-13,2127.86757245539,2287.82819858208,2460.51472934023,2289.6447843092
"533",2020-03-20,3099.91897388818,3337.38705201997,3573.53269713383,3336.33491355078
"534",2020-03-27,4057.03586440494,4362.93026755932,4679.33909776319,4368.1164287909
"535",2020-04-03,5084.28460123101,5473.74642019965,5859.61910045447,5475.57058775911
"536",2020-04-10,6112.79426032212,6588.49662856517,7048.29244972178,6587.14298466847
"537",2020-04-17,7106.35041760881,7645.87485416775,8188.8474359323,7644.22765057368
"538",2020-04-24,8083.8543537036,8711.84298004504,9377.47289148654,8715.63534809513
"539",2020-05-01,8992.2444812759,9707.38952137357,10470.443597041,9714.35920225503
"540",2020-05-08,9934.62228695105,10746.9112136051,11578.9042902625,10752.050272136
"541",2020-05-15,10870.3067796455,11802.7608058301,12751.3736893566,11806.1534961596
"542",2020-05-22,11745.009938828,12760.6127236689,13802.4477635387,12764.5916723588
"543",2020-05-29,12559.822786454,13680.3477526113,14816.1712878957,13691.9698295065
"544",2020-06-05,13491.1115315194,14736.2195920313,15960.7065580757,14735.5252981841
"545",2020-06-12,14392.6475252141,15720.3580020477,17004.8746506321,15721.1315196204
"546",2020-06-19,15275.1420358218,16694.0253902539,18092.7202023643,16697.1938705899
"547",2020-06-26,16145.2969488494,17684.4836661607,19196.1096277128,17681.4213421205
"548",2020-07-03,17006.8870937325,18654.9937258489,20247.5695084508,18648.4340299123
"549",2020-07-10,17875.0113806251,19616.9035521557,21291.177695833,19617.2761177023
"550",2020-07-17,18709.2063408416,20555.8075797187,22361.3719954597,20568.5283597322
"551",2020-07-24,19549.1977017762,21494.1600919735,23410.9069533918,21504.769544598
"552",2020-07-31,20427.0311574918,22449.8494338282,24487.094620581,22470.0472897298
"553",2020-08-07,21260.7567237266,23395.9744883227,25585.3875789024,23425.1764181958
"554",2020-08-14,22052.9170208922,24361.0431601077,26661.127775546,24386.4912636722
"555",2020-08-21,22832.7339101064,25282.9873576277,27718.8373953091,25301.9750957392
"556",2020-08-28,23581.2907412657,26177.0997170716,28725.812694533,26202.3783241383
"557",2020-09-04,24411.3069058268,27149.4088839578,29854.350420478,27180.5960736285
"558",2020-09-11,25277.550631796,28110.1494684702,30959.0050743326,28147.5382601819
"559",2020-09-18,26108.1319221596,29076.0037554172,32082.0600413899,29119.0987763798
"560",2020-09-25,27010.6434816473,30078.4171532387,33219.8679971127,30109.3420005907
"561",2020-10-02,27928.5171397412,31076.9686473953,34368.4720483622,31113.1109664465
"562",2020-10-09,28857.4251622538,32061.8106790279,35505.1486756396,32112.515861161
"563",2020-10-16,29746.912263971,33089.3320436411,36647.6009319214,33142.7974076216
"564",2020-10-23,30572.4891228157,34128.0981974227,37771.7518063415,34173.0733706285
"565",2020-10-30,31455.8443115965,35122.2450263123,38955.9573870362,35191.0329412931
"566",2020-11-06,32333.5717988143,36207.1504536006,40212.8679756536,36261.9334450434
"567",2020-11-13,33271.8115699354,37238.6724045775,41452.8187349792,37325.2140753729
"568",2020-11-20,34160.3024029628,38336.2540177706,42671.0383940844,38399.7599681161
"569",2020-11-27,35075.802662813,39422.9274775966,43913.7478401801,39495.3357817461
"570",2020-12-04,36111.2550911683,40542.5123261915,45159.4696487719,40613.2200470211
"571",2020-12-11,37181.8018314639,41708.5606298916,46430.3082120081,41770.2424125411
"572",2020-12-18,38049.8474742285,42746.0975942056,47595.0781781819,42788.6829889306
"573",2020-12-25,38915.3203227505,43815.9940634716,48814.9816393096,43852.1100910656
"574",2021-01-01,40102.1407411537,45187.8359585155,50361.6068454992,45228.8882961441
"575",2021-01-08,41263.0156252868,46529.2777056503,51848.8722043215,46558.6199070026
"576",2021-01-15,42365.2555430025,47794.6376355331,53323.3153721829,47839.9078897486
"577",2021-01-22,43481.8535146931,49054.9720686061,54802.0332444235,49089.0692165184
"578",2021-01-29,44566.821641094,50274.2016082229,56152.5154778488,50311.1669062163
"579",2021-02-05,45566.6599928554,51448.2996007544,57464.7585401537,51502.2350634196
"580",2021-02-12,46597.7436572252,52617.385136653,58734.0276456039,52668.27722768
"581",2021-02-19,47646.7480585239,53760.9734982088,59964.6880786605,53831.0175690118
"582",2021-02-26,48615.2866900036,54962.3067710063,61231.0844987651,55006.9108483841
"583",2021-03-05,49557.9548014881,56128.3055118894,62551.369121968,56171.5821191147
"584",2021-03-12,50596.1920305041,57270.7110611569,63900.6861928429,57304.8527062771
"585",2021-03-19,51486.7849810616,58335.205497297,65100.3723626458,58355.8144700396
"586",2021-03-26,52343.0263485248,59356.9654861548,66327.2793420019,59391.7530102751
"587",2021-04-02,53241.955853439,60463.7571449297,67547.0302190609,60503.2587176777
"588",2021-04-09,54201.4648336639,61598.3628220783,68842.9013470495,61619.5972279169
"589",2021-04-16,55073.7131624489,62643.0070127756,70145.8449550172,62680.9871920535
"590",2021-04-23,55942.3664308627,63740.4124438161,71380.9842532138,63755.9810156741
"591",2021-04-30,56729.0945624343,64760.0311662132,72571.1069789226,64759.1523373001
"592",2021-05-07,57596.5125441051,65780.2630583541,73747.1022663748,65801.2723722428
