"","Week.ended","2.5%","50%","97.5%","fit"
"531",2020-03-06,10846.2085135847,11353.6048724837,11863.9522602148,11353.6959568323
"532",2020-03-13,21747.3707318288,22506.5480089989,23285.5140549902,22516.5906422942
"533",2020-03-20,31995.91960003,32949.4573049141,33916.1785883961,32952.9468044473
"534",2020-03-27,42211.6983694893,43335.4023787941,44556.8078637828,43331.5948839909
"535",2020-04-03,52946.1766492709,54226.5197729159,55603.4517071421,54241.3106153408
"536",2020-04-10,63677.4689196983,65071.0975126969,66609.6079090445,65078.0341061057
"537",2020-04-17,73987.96823476,75564.6596835464,77248.8256362577,75587.6274964802
"538",2020-04-24,84449.2008124103,86259.6510721464,88033.581360071,86258.3563187668
"539",2020-05-01,94282.7102434861,96299.0588140475,98262.1601862235,96288.1515076803
"540",2020-05-08,104419.611557026,106539.589137449,108691.637931236,106549.254095602
"541",2020-05-15,114695.249308636,116888.56908247,119260.810869225,116913.595072099
"542",2020-05-22,124178.699777033,126447.741318724,128980.387469985,126502.440953345
"543",2020-05-29,133344.146576478,135771.010401464,138359.932244098,135806.015203657
"544",2020-06-05,143276.423848714,145906.189726342,148605.647611818,145928.545495559
"545",2020-06-12,152890.301419959,155621.468111438,158391.069584225,155615.920516679
"546",2020-06-19,162441.909895937,165331.808471708,168230.628739661,165301.904160137
"547",2020-06-26,171791.956497491,174947.935860788,177903.440461314,174929.648620355
"548",2020-07-03,181173.669081098,184433.975201356,187461.146128521,184396.80604392
"549",2020-07-10,190516.435502679,193965.103310118,197156.237240764,193931.233773181
"550",2020-07-17,199915.960350556,203404.708823448,206742.902464132,203375.076749634
"551",2020-07-24,209161.013907729,212770.789639825,216283.984692809,212781.104647659
"552",2020-07-31,218552.733353191,222229.986292103,225697.538681198,222183.044118531
"553",2020-08-07,227910.320142321,231641.564423828,235287.567782863,231639.440546069
"554",2020-08-14,237080.355981393,241130.251383706,245029.397822807,241114.573931525
"555",2020-08-21,246078.51594567,250178.892288496,254159.540208616,250155.161467158
"556",2020-08-28,255043.066906283,259282.97048341,263324.940689469,259273.083419799
"557",2020-09-04,264754.579369526,268970.244754568,273159.973360411,268947.623952267
"558",2020-09-11,274200.313432093,278593.797954073,282958.319713522,278583.586190783
"559",2020-09-18,283869.667958601,288321.789150014,292732.007312182,288313.24874762
"560",2020-09-25,293473.612370322,298119.639408892,302676.083042604,298131.419242751
"561",2020-10-02,303284.406551942,308058.810334611,312818.044155757,308072.893147451
"562",2020-10-09,313220.191688718,318056.690442766,323157.104363695,318143.809066066
"563",2020-10-16,323416.722361486,328275.174941747,333560.524913824,328355.183738031
"564",2020-10-23,333314.793997617,338524.692447682,343973.167325125,338537.784214426
"565",2020-10-30,343461.419245555,348802.693414557,354500.613201618,348851.770126261
"566",2020-11-06,354010.798047654,359416.261155271,365153.395578115,359430.692124234
"567",2020-11-13,364398.603026794,369870.065888816,375824.007365794,369921.609289116
"568",2020-11-20,374669.290127035,380378.022743159,386604.969441976,380439.825343203
"569",2020-11-27,385723.617711152,391264.592424591,397577.93960278,391371.149359673
"570",2020-12-04,396586.468813705,402445.141460166,408754.151941277,402510.758057595
"571",2020-12-11,408091.139666278,414063.58464308,420445.441525897,414133.474481863
"572",2020-12-18,418255.858790171,424293.217010586,430830.997634614,424363.727744739
"573",2020-12-25,428888.631669351,434915.67018282,441619.120298728,435031.591197356
"574",2021-01-01,441985.920547809,448159.310182728,455068.331319307,448262.200788387
"575",2021-01-08,455040.974846019,461353.192026438,468143.862810216,461418.680097621
"576",2021-01-15,467493.498449572,473956.770284054,480963.114302037,474020.27516116
"577",2021-01-22,479623.597679352,486165.814652144,493268.434513623,486201.89699893
"578",2021-01-29,491431.110890081,497986.640914107,505213.264727654,498059.256176552
"579",2021-02-05,503114.593084633,509650.542532471,517141.108003306,509806.671283332
"580",2021-02-12,514516.58212044,521258.792306527,528881.317464187,521428.464557397
"581",2021-02-19,525963.024845075,532852.794531778,540703.227459812,532991.030090765
"582",2021-02-26,537162.592821009,544171.539913824,551814.891514606,544323.48854314
"583",2021-03-05,548502.681422771,555632.354267546,563797.945147387,555784.318292348
"584",2021-03-12,559466.575434883,566942.242600044,575056.479197938,567054.347282785
"585",2021-03-19,569740.073847756,577453.640739417,585838.639611757,577597.838128403
"586",2021-03-26,579958.267535278,587951.464514056,596656.637639677,588083.620284391
"587",2021-04-02,590804.711581187,599013.871026471,607896.099012927,599100.469716359
"588",2021-04-09,601610.368139144,609952.624161078,619006.835555508,610044.327568898
"589",2021-04-16,612012.823909634,620611.837306624,629706.919949841,620661.054704732
"590",2021-04-23,622565.721332871,631399.929444569,640891.758894212,631438.916405741
"591",2021-04-30,632472.761784594,641531.870765353,651193.424563441,641575.843500144
"592",2021-05-07,642805.855650549,651890.979350554,661550.390580199,651944.077899837
"593",2021-05-14,653156.501878729,662303.471152641,672417.247236145,662415.552284528
"594",2021-05-21,662528.42088902,671976.102112974,682158.405075735,672111.530378102
"595",2021-05-28,671711.418227134,681397.112385886,691577.378475725,681522.238236687
