"","Week.ended","signal","All.Under.1.year","fit","upr","lwr"
"481",2019-03-22,47.6274410365203,49,NA,NA,NA
"482",2019-03-29,47.8176158228102,45,NA,NA,NA
"483",2019-04-05,50.9102983372644,41,NA,NA,NA
"484",2019-04-12,46.9118011933923,47,NA,NA,NA
"485",2019-04-19,50.2132255510139,48,NA,NA,NA
"486",2019-04-26,49.9166197187159,34,NA,NA,NA
"487",2019-05-03,47.9341799608807,46,NA,NA,NA
"488",2019-05-10,51.05346165759,56,NA,NA,NA
"489",2019-05-17,51.0683408472517,44,NA,NA,NA
"490",2019-05-24,49.8895109859051,51,NA,NA,NA
"491",2019-05-31,41.3096927695971,45,NA,NA,NA
"492",2019-06-07,54.1265901142598,48,NA,NA,NA
"493",2019-06-14,49.148940233023,46,NA,NA,NA
"494",2019-06-21,48.5740929645647,46,NA,NA,NA
"495",2019-06-28,45.5015366845991,39,NA,NA,NA
"496",2019-07-05,46.8347668878458,33,NA,NA,NA
"497",2019-07-12,46.5803102795309,44,NA,NA,NA
"498",2019-07-19,52.1281501932298,45,NA,NA,NA
"499",2019-07-26,46.9823342873016,57,NA,NA,NA
"500",2019-08-02,52.1276024808278,57,NA,NA,NA
"501",2019-08-09,50.0685341539564,57,NA,NA,NA
"502",2019-08-16,53.2032966992768,54,NA,NA,NA
"503",2019-08-23,43.9373501644992,47,NA,NA,NA
"504",2019-08-30,45.0686778169295,45,NA,NA,NA
"505",2019-09-06,50.5000665938379,54,NA,NA,NA
"506",2019-09-13,49.9283403678047,60,NA,NA,NA
"507",2019-09-20,51.7476501856772,45,NA,NA,NA
"508",2019-09-27,51.6729655321533,55,NA,NA,NA
"509",2019-10-04,53.8953197588157,68,NA,NA,NA
"510",2019-10-11,50.0051205693568,46,NA,NA,NA
"511",2019-10-18,48.5184860083938,54,NA,NA,NA
"512",2019-10-25,52.0269728025468,49,NA,NA,NA
"513",2019-11-01,47.3381536562976,45,NA,NA,NA
"514",2019-11-08,52.0514155083619,52,NA,NA,NA
"515",2019-11-15,49.5647231211431,46,NA,NA,NA
"516",2019-11-22,49.6812034008637,57,NA,NA,NA
"517",2019-11-29,53.2911698215221,56,NA,NA,NA
"518",2019-12-06,48.3987253351721,50,NA,NA,NA
"519",2019-12-13,54.9048556859089,52,NA,NA,NA
"520",2019-12-20,41.9135714098389,53,NA,NA,NA
"521",2019-12-27,38.1297200704926,41,NA,NA,NA
"522",2020-01-03,47.4896504394005,41,NA,NA,NA
"523",2020-01-10,51.5371748943686,50,NA,NA,NA
"524",2020-01-17,51.6315220077702,69,NA,NA,NA
"525",2020-01-24,47.2558654124933,53,NA,NA,NA
"526",2020-01-31,51.7841873444244,50,NA,NA,NA
"527",2020-02-07,49.9504608711689,30,NA,NA,NA
"528",2020-02-14,49.5890361172479,43,NA,NA,NA
"529",2020-02-21,47.0516575407718,51,NA,NA,NA
"530",2020-02-28,43.8744012329621,49,NA,NA,NA
"531",2020-03-06,NA,NA,45.5618413562585,62.5335046596865,28.5901780528304
"532",2020-03-13,NA,NA,51.4618413562583,68.4408296282194,34.4828530842973
"533",2020-03-20,NA,NA,46.9618413562585,63.948151438023,29.9755312744939
"534",2020-03-27,NA,NA,47.1618413562585,64.1554700931799,30.1682126193371
"535",2020-04-03,NA,NA,50.2618413562581,67.2627855977638,33.2608971147524
"536",2020-04-10,NA,NA,46.2618413562586,63.2700979558413,29.2535847566758
"537",2020-04-17,NA,NA,49.5618413562582,66.5774071714674,32.5462755410491
"538",2020-04-24,NA,NA,49.2618413562585,66.2847132486913,32.2389694638257
"539",2020-05-01,NA,NA,47.2618413562585,64.2920161915514,30.2316665209656
"540",2020-05-08,NA,NA,50.3618413562582,67.3993160040781,33.3243667084382
"541",2020-05-15,NA,NA,50.3618413562585,67.4066126902944,33.3170700222226
"542",2020-05-22,NA,NA,49.1618413562585,66.2139062542125,32.1097764583045
"543",2020-05-29,NA,NA,40.5618413562585,57.6211966998376,23.5024860126794
"544",2020-06-05,NA,NA,53.3618413562582,70.4284840311655,36.295198681351
"545",2020-06-12,NA,NA,48.3618413562585,65.4357682521846,31.2879144603324
"546",2020-06-19,NA,NA,47.7618413562583,64.8430493668731,30.6806333456434
"547",2020-06-26,NA,NA,44.6618413562585,61.7503273792027,27.5733553333144
"548",2020-07-03,NA,NA,45.9618413562588,63.0576022931349,28.8660804193826
"549",2020-07-10,NA,NA,45.6618413562581,62.7648741126228,28.5588085998933
"550",2020-07-17,NA,NA,51.1618413562583,68.2721428416135,34.051539870903
"551",2020-07-24,NA,NA,45.9618413562584,63.0794084840431,28.8442742284737
"552",2020-07-31,NA,NA,51.0618413562585,68.1866710438401,33.9370116686768
"553",2020-08-07,NA,NA,48.9618413562586,66.0939305249252,31.8297521875919
"554",2020-08-14,NA,NA,52.0618413562581,69.2011869312096,34.9224957813067
"555",2020-08-21,NA,NA,42.7618413562587,59.9084402665987,25.6152424459187
"556",2020-08-28,NA,NA,43.8618413562582,61.0156905349859,26.7079921775306
"557",2020-09-04,NA,NA,49.2618413562583,66.4229377402602,32.1007449722565
"558",2020-09-11,NA,NA,48.6618413562586,65.8301818863001,31.4935008262171
"559",2020-09-18,NA,NA,50.4618413562581,67.6374229769756,33.2862597355406
"560",2020-09-25,NA,NA,50.3618413562584,67.5446610161511,33.1790216963657
"561",2020-10-02,NA,NA,52.5618413562584,69.75189600768,35.3717867048369
"562",2020-10-09,NA,NA,48.6618413562586,65.8591279554092,31.4645547571081
"563",2020-10-16,NA,NA,47.161841356258,64.3663568631762,29.9573258493398
"564",2020-10-23,NA,NA,50.6618413562584,67.8735827348131,33.4500999777037
"565",2020-10-30,NA,NA,45.9618413562587,63.1808055741411,28.7428771383762
"566",2020-11-06,NA,NA,50.6618413562582,67.888025384974,33.4356573275425
"567",2020-11-13,NA,NA,48.1618413562585,65.3952421711193,30.9284405413977
"568",2020-11-20,NA,NA,48.2618413562582,65.5024559363742,31.0212267761422
"569",2020-11-27,NA,NA,51.8618413562587,69.1096666845305,34.6140160279869
"570",2020-12-04,NA,NA,46.9618413562582,64.2168744193687,29.7068082931476
"571",2020-12-11,NA,NA,53.4618413562585,70.7240791446654,36.1996035678516
"572",2020-12-18,NA,NA,40.4618413562585,57.731280864186,23.1924018483311
"573",2020-12-25,NA,NA,36.6791414114856,53.8994289280106,19.4588538949607
"574",2021-01-01,NA,NA,46.0427777751226,63.2702248970275,28.8153306532177
"575",2021-01-08,NA,NA,50.088232320577,67.3228360736163,32.8536285675377
"576",2021-01-15,NA,NA,50.1791414114861,67.4208988251178,32.9373839978545
"577",2021-01-22,NA,NA,45.8155050478495,63.0644131552274,28.5665969404716
"578",2021-01-29,NA,NA,50.3609595933043,67.6170154312707,33.104903755338
"579",2021-02-05,NA,NA,48.5427777751224,65.8059783842001,31.2795771660448
"580",2021-02-12,NA,NA,48.1791414114859,65.4494838358707,30.9087989871012
"581",2021-02-19,NA,NA,45.6336868660317,62.9111681535849,28.3562055784786
"582",2021-02-26,NA,NA,42.4518686842132,59.7364858864539,25.1672514819725
"583",2021-03-05,NA,NA,44.1393088075096,61.5456030726623,26.7330145423568
"584",2021-03-12,NA,NA,50.0393088075094,67.4540434710168,32.6245741440021
"585",2021-03-19,NA,NA,45.5393088075096,62.9624797805455,28.1161378344737
"586",2021-03-26,NA,NA,45.7393088075097,63.1709120071846,28.3077056078347
"587",2021-04-02,NA,NA,48.8393088075092,66.2793401568559,31.3992774581626
"588",2021-04-09,NA,NA,44.8393088075097,62.2877642354687,27.3908533795508
"589",2021-04-16,NA,NA,48.1393088075093,65.5961842489148,30.6824333661038
"590",2021-04-23,NA,NA,47.8393088075097,65.3046002030754,30.374017411944
"591",2021-04-30,NA,NA,45.8393088075096,63.3130121038146,28.3656055112047
"592",2021-05-07,NA,NA,48.9393088075093,66.4214199569836,31.457197658035
"593",2021-05-14,NA,NA,48.9393088075096,66.4298237684206,31.4487938465987
"594",2021-05-21,NA,NA,47.7393088075096,65.2382235439476,30.2403940710716
"595",2021-05-28,NA,NA,39.1393088075096,56.6466192893741,21.6319983256451
"596",2021-06-04,NA,NA,51.9393088075093,69.455011010495,34.4236066045236
"597",2021-06-11,NA,NA,46.9393088075096,64.4633987130925,29.4152189019266
"598",2021-06-18,NA,NA,46.3393088075093,63.8717824029331,28.8068352120856
"599",2021-06-25,NA,NA,43.2393088075097,60.7801620857715,25.6984555292479
"600",2021-07-02,NA,NA,44.5393088075099,62.0885377673469,26.9900798476729
"601",2021-07-09,NA,NA,44.2393088075092,61.796909453385,26.6817081616333
"602",2021-07-16,NA,NA,49.7393088075094,67.3052771496001,32.1733404654186
"603",2021-07-23,NA,NA,44.5393088075095,62.1136408616904,26.9649767533285
"604",2021-07-30,NA,NA,49.6393088075096,67.2220005953414,32.0566170196778
"605",2021-08-06,NA,NA,47.5393088075097,65.130356356225,29.9482612587944
"606",2021-08-13,NA,NA,50.6393088075092,68.2387081499993,33.0399094650192
"607",2021-08-20,NA,NA,41.3393088075098,58.9470559823109,23.7315616327088
"608",2021-08-27,NA,NA,42.4393088075093,60.0553998587894,24.8232177562292
"609",2021-09-03,NA,NA,47.8393088075095,65.463739785055,30.2148778299639
"610",2021-09-10,NA,NA,47.2393088075098,64.8720757667123,29.6065418483073
"611",2021-09-17,NA,NA,49.0393088075092,66.680407809352,31.3982098056664
"612",2021-09-24,NA,NA,48.9393088075095,66.5887359185546,31.2898816964643
"613",2021-10-01,NA,NA,51.1393088075096,68.7970600998846,33.4815575151345
"614",2021-10-08,NA,NA,47.2393088075098,64.9053803588946,29.573237256125
"615",2021-10-15,NA,NA,45.7393088075091,63.4136967011229,28.0649209138952
"616",2021-10-22,NA,NA,49.2393088075095,66.922009132098,31.5566084829211
"617",2021-10-29,NA,NA,44.5393088075098,62.2303176573317,26.848299957688
"618",2021-11-05,NA,NA,49.2393088075093,66.9386222823239,31.5399953326948
"619",2021-11-12,NA,NA,46.7393088075096,64.4469230125636,29.0316946024557
"620",2021-11-19,NA,NA,46.8393088075092,64.5552198535239,29.1233977614946
"621",2021-11-26,NA,NA,50.4393088075099,68.1635128106684,32.7151048043514
"622",2021-12-03,NA,NA,45.5393088075093,63.2718018894438,27.8068157255747
"623",2021-12-10,NA,NA,52.0393088075096,69.7800870952887,34.2985305197306
"624",2021-12-17,NA,NA,39.0393088075097,56.7883684336253,21.2902491813941
"625",2021-12-24,NA,NA,35.2566088627367,52.9637928935043,17.5494248319692
"626",2021-12-31,NA,NA,44.6202452263737,62.3355522756486,26.9049381770988
"627",2022-01-07,NA,NA,48.6656997718281,66.3891261166608,30.9422734269954
"628",2022-01-14,NA,NA,48.7566088627373,66.4881507852924,31.0250669401822
"629",2022-01-21,NA,NA,44.3929724991006,62.1326262866453,26.6533187115559
"630",2022-01-28,NA,NA,48.9384270445555,66.6861889894478,31.1906650996631
"631",2022-02-04,NA,NA,47.1202452263736,64.8761116260508,29.3643788266963
"632",2022-02-11,NA,NA,46.756608862737,64.5205760197042,28.9926417057699
"633",2022-02-18,NA,NA,44.2111543172829,61.983218539101,26.4390900954647
"634",2022-02-25,NA,NA,41.0293361354643,58.809493734739,23.2491785361895
