"","Week.ended","signal","England","fit","upr","lwr"
"473",2019-01-25,10758.3889273297,10978,NA,NA,NA
"474",2019-02-01,10538.0346057668,10524,NA,NA,NA
"475",2019-02-08,10510.3883985364,10925,NA,NA,NA
"476",2019-02-15,10445.1713437475,11052,NA,NA,NA
"477",2019-02-22,10408.9775403106,10574,NA,NA,NA
"478",2019-03-01,10192.2727290334,10334,NA,NA,NA
"479",2019-03-08,10259.1093019053,10250,NA,NA,NA
"480",2019-03-15,10031.631683522,9868,NA,NA,NA
"481",2019-03-22,9363.84977564343,9728,NA,NA,NA
"482",2019-03-29,9245.15958708315,9188,NA,NA,NA
"483",2019-04-05,9749.03438235355,9453,NA,NA,NA
"484",2019-04-12,9674.11580160854,9612,NA,NA,NA
"485",2019-04-19,9344.34068531956,8398,NA,NA,NA
"486",2019-04-26,9575.13274240493,9359,NA,NA,NA
"487",2019-05-03,9086.92974597471,10493,NA,NA,NA
"488",2019-05-10,9286.65239229615,8432,NA,NA,NA
"489",2019-05-17,9429.94044838705,9586,NA,NA,NA
"490",2019-05-24,8726.21103876173,9628,NA,NA,NA
"491",2019-05-31,8423.21664190736,7722,NA,NA,NA
"492",2019-06-07,9238.57055531777,9489,NA,NA,NA
"493",2019-06-14,8821.40045939664,8826,NA,NA,NA
"494",2019-06-21,8839.57912020405,8895,NA,NA,NA
"495",2019-06-28,8764.02557331829,8918,NA,NA,NA
"496",2019-07-05,8604.11379098851,8499,NA,NA,NA
"497",2019-07-12,8647.42900852805,8557,NA,NA,NA
"498",2019-07-19,8564.14982458911,8509,NA,NA,NA
"499",2019-07-26,8550.28214925059,8537,NA,NA,NA
"500",2019-08-02,8544.82876337205,8666,NA,NA,NA
"501",2019-08-09,8584.72215304566,8555,NA,NA,NA
"502",2019-08-16,8603.78527075752,8467,NA,NA,NA
"503",2019-08-23,8190.89397643813,8421,NA,NA,NA
"504",2019-08-30,8253.73066798343,7655,NA,NA,NA
"505",2019-09-06,8853.18934280487,9087,NA,NA,NA
"506",2019-09-13,8813.49309966453,8924,NA,NA,NA
"507",2019-09-20,8905.55801261783,8837,NA,NA,NA
"508",2019-09-27,9000.65834856514,8887,NA,NA,NA
"509",2019-10-04,9157.33818831973,9181,NA,NA,NA
"510",2019-10-11,9274.61109715228,9349,NA,NA,NA
"511",2019-10-18,9448.00330787831,9507,NA,NA,NA
"512",2019-10-25,9421.99024450571,9323,NA,NA,NA
"513",2019-11-01,9533.93655723626,9493,NA,NA,NA
"514",2019-11-08,9831.90898440427,10009,NA,NA,NA
"515",2019-11-15,9772.95788106618,9952,NA,NA,NA
"516",2019-11-22,9803.53425148991,10164,NA,NA,NA
"517",2019-11-29,10091.3837057119,10245,NA,NA,NA
"518",2019-12-06,10235.7022732198,10061,NA,NA,NA
"519",2019-12-13,10602.4619552581,10467,NA,NA,NA
"520",2019-12-20,10216.8661704631,11137,NA,NA,NA
"521",2019-12-27,9791.84675865687,9234,NA,NA,NA
"522",2020-01-03,11053.1213362698,9234,NA,NA,NA
"523",2020-01-10,12008.4492225861,13087,NA,NA,NA
"524",2020-01-17,11532.9137304345,12194,NA,NA,NA
"525",2020-01-24,11074.2581146233,11107,NA,NA,NA
"526",2020-01-31,10725.8294420661,10866,NA,NA,NA
"527",2020-02-07,10558.3330281974,10271,NA,NA,NA
"528",2020-02-14,10406.8696697174,10190,NA,NA,NA
"529",2020-02-21,10347.3311694361,10135,NA,NA,NA
"530",2020-02-28,10136.0982181449,10139,NA,NA,NA
"531",2020-03-06,NA,NA,10219.0080399594,11562.7678489376,8875.24823098121
"532",2020-03-13,NA,NA,10006.9080399594,11389.0722074233,8624.74387249553
"533",2020-03-20,NA,NA,9342.00803995941,10761.5379436308,7922.47813628807
"534",2020-03-27,NA,NA,9254.00803995941,10709.9450265812,7798.07105333767
"535",2020-04-03,NA,NA,9784.20803995939,11275.6636613606,8292.7524185582
"536",2020-04-10,NA,NA,9713.00803995941,11239.1558808337,8186.86019908512
"537",2020-04-17,NA,NA,9382.20803995942,10942.2768185077,7822.13926141109
"538",2020-04-24,NA,NA,9539.70803995943,11132.9757373026,7946.44034261623
"539",2020-05-01,NA,NA,8961.70803995943,10587.4968691108,7335.91921080807
"540",2020-05-08,NA,NA,9179.00803995939,10836.6801060175,7521.33597390128
"541",2020-05-15,NA,NA,9274.60803995942,10963.561574011,7585.65450590782
"542",2020-05-22,NA,NA,8535.10803995942,10254.7741127135,6815.44196720534
"543",2020-05-29,NA,NA,8265.20803995941,10015.0476792914,6515.36840062744
"544",2020-06-05,NA,NA,9060.10803995941,10839.6096906958,7280.60638922304
"545",2020-06-12,NA,NA,8641.60803995941,10450.2853153653,6832.93076455356
"546",2020-06-19,NA,NA,8658.80803995941,10496.1977232236,6821.41835669526
"547",2020-06-26,NA,NA,8586.50803995944,10452.1683010364,6720.84777888253
"548",2020-07-03,NA,NA,8441.60803995942,10335.1168388187,6548.09924110012
"549",2020-07-10,NA,NA,8491.9080399594,10412.8616919129,6570.95438800586
"550",2020-07-17,NA,NA,8408.7080399594,10356.7199225078,6460.69615741103
"551",2020-07-24,NA,NA,8390.70803995941,10365.4074237001,6416.00865621877
"552",2020-07-31,NA,NA,8380.10803995944,10381.1390286604,6379.07705125844
"553",2020-08-07,NA,NA,8424.10803995942,10451.1286070326,6397.08747288623
"554",2020-08-14,NA,NA,8445.00803995942,10497.689150345,6392.32692957384
"555",2020-08-21,NA,NA,8023.50803995943,10101.5328479273,5945.48323199159
"556",2020-08-28,NA,NA,8095.30803995941,10198.3711545915,5992.24492532737
"557",2020-09-04,NA,NA,8658.00803995941,10785.8148511436,6530.20122877521
"558",2020-09-11,NA,NA,8599.40803995943,10751.6740986329,6447.14198128595
"559",2020-09-18,NA,NA,8681.00803995939,10857.4584871127,6504.55759280607
"560",2020-09-25,NA,NA,8760.40803995941,10960.7770795775,6560.0390003413
"561",2020-10-02,NA,NA,8892.70803995944,11116.7384516458,6668.67762827304
"562",2020-10-09,NA,NA,8987.40803995942,11234.8507274827,6739.96535243611
"563",2020-10-16,NA,NA,9143.90803995941,11414.5216123882,6873.29446753057
"564",2020-10-23,NA,NA,9105.50803995942,11399.058422422,6811.95765749688
"565",2020-10-30,NA,NA,9197.50803995943,11513.7681113871,6881.24796853177
"566",2020-11-06,NA,NA,9472.40803995941,11811.1572954561,7133.65878446277
"567",2020-11-13,NA,NA,9403.9080399594,11764.9322756847,7042.88380423412
"568",2020-11-20,NA,NA,9438.60803995941,11821.699058632,7055.51702128678
"569",2020-11-27,NA,NA,9758.10803995942,12163.0633752774,7353.15270464148
"570",2020-12-04,NA,NA,9945.80803995942,12372.4306984027,7519.18538151616
"571",2020-12-11,NA,NA,10342.6080399594,12790.7062585908,7894.50982132801
"572",2020-12-18,NA,NA,9976.70803995941,12446.0950589709,7507.32102094795
"573",2020-12-25,NA,NA,9641.65030346553,12130.5944843167,7152.70612261437
"574",2021-01-01,NA,NA,10950.2866671019,13460.0008564435,8440.57247776038
"575",2021-01-08,NA,NA,11814.0593943747,14344.3731079232,9283.74568082615
"576",2021-01-15,NA,NA,11329.3321216474,13880.0790055544,8778.58523774039
"577",2021-01-22,NA,NA,10911.9684852838,13482.9861519968,8340.95081857071
"578",2021-01-29,NA,NA,10607.3321216474,13198.4619947607,8016.2022485341
"579",2021-02-05,NA,NA,10494.3321216474,13105.419289118,7883.2449541768
"580",2021-02-12,NA,NA,10375.4230307383,13006.3161058972,7744.52995557939
"581",2021-02-19,NA,NA,10331.8775761928,12982.4285660265,7681.32658635913
"582",2021-02-26,NA,NA,10120.4230307383,12790.487210959,7450.35885051756
"583",2021-03-05,NA,NA,10203.3328525528,12910.1989607844,7496.46674432123
"584",2021-03-12,NA,NA,9991.2328525528,12720.8565546835,7261.60915042215
"585",2021-03-19,NA,NA,9326.3328525528,12078.525974878,6574.13973022758
"586",2021-03-26,NA,NA,9238.33285255279,12012.911813389,6463.75389171657
"587",2021-04-02,NA,NA,9768.53285255277,12565.3184784554,6971.74722665011
"588",2021-04-09,NA,NA,9697.33285255279,12516.1502046699,6878.51550043569
"589",2021-04-16,NA,NA,9366.5328525528,12207.2110624064,6525.85464269916
"590",2021-04-23,NA,NA,9524.03285255281,12386.4049666005,6661.6607385051
"591",2021-04-30,NA,NA,8946.03285255281,11829.9356849344,6062.13002017119
"592",2021-05-07,NA,NA,9163.33285255276,12068.6068454766,6258.05885962894
"593",2021-05-14,NA,NA,9258.9328525528,12185.421943819,6332.44376128657
"594",2021-05-21,NA,NA,8519.4328525528,11466.984349752,5571.88135535363
"595",2021-05-28,NA,NA,8249.53285255279,11217.9973135127,5281.06839159291
"596",2021-06-04,NA,NA,9044.4328525528,12033.6639716405,6055.20173346505
"597",2021-06-11,NA,NA,8625.93285255279,11635.7873524686,5616.078352637
"598",2021-06-18,NA,NA,8643.13285255279,11673.4703812786,5612.79532382697
"599",2021-06-25,NA,NA,8570.83285255282,11621.5158851448,5520.1498199608
"600",2021-07-02,NA,NA,8425.9328525528,11496.8265974886,5355.03910761704
"601",2021-07-09,NA,NA,8476.23285255278,11567.2051623651,5385.26054274048
"602",2021-07-16,NA,NA,8393.03285255278,11503.9541385012,5282.11156660434
"603",2021-07-23,NA,NA,8375.0328525528,11505.7760031015,5244.28970200405
"604",2021-07-30,NA,NA,8364.43285255282,11514.8731554389,5213.99254966679
"605",2021-08-06,NA,NA,8408.43285255281,11578.447920244,5238.41778486158
"606",2021-08-13,NA,NA,8429.33285255279,11618.8025509086,5239.86315419694
"607",2021-08-20,NA,NA,8007.83285255281,11216.6392325126,4799.02647259298
"608",2021-08-27,NA,NA,8079.6328525528,11307.6600846888,4851.60562041678
"609",2021-09-03,NA,NA,8642.33285255279,11889.4671643349,5395.19854077071
"610",2021-09-10,NA,NA,8583.73285255282,11849.8624681825,5317.60323692315
"611",2021-09-17,NA,NA,8665.33285255278,11950.3479352326,5380.31776987295
"612",2021-09-24,NA,NA,8744.7328525528,12048.5254490659,5440.9402560397
"613",2021-10-01,NA,NA,8877.03285255282,12199.4968400349,5554.56886507072
"614",2021-10-08,NA,NA,8971.7328525528,12312.7638873467,5630.70181775886
"615",2021-10-15,NA,NA,9128.23285255278,12487.7283210416,5768.73738406395
"616",2021-10-22,NA,NA,9089.8328525528,12467.6918238744,5711.97388123121
"617",2021-10-29,NA,NA,9181.83285255282,12577.9560331042,5785.70967200141
"618",2021-11-05,NA,NA,9456.73285255279,12871.0225421983,6042.44316290733
"619",2021-11-12,NA,NA,9388.23285255278,12820.5929024543,5955.87280265124
"620",2021-11-19,NA,NA,9422.93285255279,12873.2686245467,5972.59708055887
"621",2021-11-26,NA,NA,9742.4328525528,13210.6511800001,6274.21452510547
"622",2021-12-03,NA,NA,9930.1328525528,13416.1420025956,6444.12370250996
"623",2021-12-10,NA,NA,10326.9328525528,13830.6424897121,6823.22321539347
"624",2021-12-17,NA,NA,9961.0328525528,13482.3540036073,6439.71170149828
"625",2021-12-24,NA,NA,9625.9751160589,13164.5121807965,6087.43805132134
"626",2021-12-31,NA,NA,10934.6114796953,14490.2225989605,7379.00036043006
"627",2022-01-07,NA,NA,11798.3842069681,15370.9877820046,8225.78063193155
"628",2022-01-14,NA,NA,11313.6569342408,14903.1725251366,7724.14134334488
"629",2022-01-21,NA,NA,10896.2932978771,14502.6415963926,7289.94499936164
"630",2022-01-28,NA,NA,10591.6569342408,14214.7597375196,6968.55413096198
"631",2022-02-04,NA,NA,10478.6569342408,14118.4371193684,6838.87674911313
"632",2022-02-11,NA,NA,10359.7478433317,14016.1293427062,6703.36634395708
"633",2022-02-18,NA,NA,10316.2023887862,13989.1101662685,6643.29461130395
"634",2022-02-25,NA,NA,10104.7478433317,13794.1078711428,6415.38781552052
